orig,kr
敵に*～*倍水属性ダメージ/自分の奥義ゲージUP(**%),적에게*～*배의 수속성 데미지/자신의 오의 게이지 UP (**%)
アイス・ツァプフェン＋,아이스・차프펜＋
敵全体に水属性ダメージ/火属性攻撃DOWN/氷牢効果,적 전체에게 수속성 데미지/화속성 공격 DOWN/빙뢰 효과
シュネー・トライベン,슈네・트라이펜
"<div class=""prt-text-small"">自分にストレングス効果/水属性攻撃UP<br><span class=""text-blue"">◆HPが最大の時、水属性追撃効果追加</span></div>","<div class=""prt-text-small"">자신에게 스트렝스 효과/수속성 공격 UP<br><span class=""text-blue"">◆HP가 최대일 때, 수속성 추격 효과 추가</span></div>"
覇者の風格,패자의 풍격
強化効果「水属性攻撃UP」の効果UP,강화 효과 「수속성 공격 UP」의 효과 UP
絶対零度,절대영도
"チェインバースト発生時、味方全体の水属性攻撃UP<br><span class=""text-blue"">◆チェイン数に応じて性能強化</span>","체인 버스트 발생 시、아군 전체의 수속성 공격 UP<br><span class=""text-blue"">◆체인 수에 따라서 성능 강화</span>"


"!아루루(SSR,크리스마스)"
[聖夜の託宣者],[성야의 탁선자]
アルルメイヤ,아루루메이야

セレネ・ディーロシー,셀레네・디로시
セレネ・ディーロシー＋,셀레네・디로시＋
水属性ダメージ(特大)/水晶に事象を投影する/投影解放を再使用可能にする,수속성 데미지 (특대)/수정에 사상을 투영/투영 해방 재사용 가능
水天,수천
水天＋,수천＋
"<div class=""prt-text-small"">敵に水属性ダメージ/水属性防御DOWN　<span class=""text-blue"">◆奥義ゲージを**%消費</span></div>","<div class=""prt-text-small"">적에게 수속성 데미지/수속성 방어 DOWN　<span class=""text-blue"">◆오의 게이지를 **% 소비</span></div>"
タブラ・ラーサ,타뷸라・라사
タブラ・ラーサ＋,타뷸라・라사＋
味方全体の弱体効果無効(*回)/活性効果,아군 전체의 약체 효과 무효 (*회)/활성 효과
事象投影,사상 투영
"水晶に事象を投影する　<span class=""text-blue"">◆映し出した色に応じて効果が変化</span>","수정에 사상을 투영　<span class=""text-blue"">◆비춘 색에 따라 효과가 변화</span>"
未来予知,미래 예지
味方全体が確率で敵の通常攻撃回避,아군 전체가 확률로 적의 일반공격 회피
投影解放,투영해방
投影された事象を解放する,투영된 사상을 해방한다


"!아쿠아2학년(SSR,럽라콜라보)"
[Aqours],[Aqours]
桜内梨子＆高海千歌＆渡辺 曜,사쿠라우치 리코＆타카미 치카＆와타나베 요우

ダイスキだったらダイジョウブ！,좋아한다면 괜찮아!
ダイスキだったらダイジョウブ！＋,좋아한다면 괜찮아!＋
ダイスキだったらダイジョウブ！＋＋,좋아한다면 괜찮아!＋＋
敵に水属性ダメージ(特大)/味方全体の水属性攻撃UP/火属性ダメージ軽減/HP回復,적에게 수속성 데미지 (특대)/아군 전체의 수속성 데미지 UP/화속성 데미지 경감/HP 회복
想いよひとつになれ,마음이여 하나가 되라
想いよひとつになれ＋,마음이여 하나가 되라+
想いよひとつになれ＋＋,마음이여 하나가 되라＋＋
味方全体の連続攻撃確率UP/活性効果,아군 전체의 연속 공격 확률 UP/활성 효과
輝きたい！,빛나고 싶어！
輝きたい！＋,빛나고 싶어！＋
輝きたい！＋＋,빛나고 싶어！＋＋
"自分が即座に奥義発動可能　<span class=""text-blue"">◆奥義の回復性能UP</span>","자신이 즉시 오의 발동 가능　<span class=""text-blue"">◆오의의 회복 성능 UP</span>"
全速前進ヨーソロー！＋,전속전진 요소로!＋
"<div class=""prt-text-small"">敵の強化効果を*つ無効化/自分の回避率大幅UP/回避時味方全体のテンションUP(*回)</div>","<div class=""prt-text-small"">적의 강화 효과를 *개 무효화/자신의 회피율 대폭 UP/회피 시 아군 전체의 텐션 UP (*회)</div>"
決めたよHand in Hand,결정했어 Hand in Hand
"敵に魅了効果　<span class=""text-blue"">◆魅了効果成功時に味方全体の攻撃UP</span>","적에게 매료 효과　<span class=""text-blue"">◆매료 효과 성공 시 아군 전체의 공격 UP</span>"
浦の星女学院2年生,우라노호시 여학원 2학년
自分のHPが多いほど奥義ダメージUP,자신의 HP가 많을 수록 오의 데미지 UP
センターポジション,센터 포지션
パーティにいるAqoursメンバーの人数に応じてAqoursメンバーの連続攻撃確率UP,파티에 있는 Aqours 멤버의 수에 따라 Aqours 멤버의 연속 공격 확률 UP


!알타이르(SSR)
[銀の軍師],[은의 군사]
アルタイル,알타이르

ウンターガング・ルーン,운터강・룬
水属性ダメージ(特大)/水属性キャラのクリティカル確率UP,수속성 데미지(특대)/수속성 캐릭터의 크리티컬 확률UP
戦術策：方円＋＋,전술책：방원＋＋
味方全体の攻撃UP(大)/防御UP(大)/水属性攻撃UP,아군 전체의 공격UP(대)/방어UP(대)/수속성 공격UP
戦術策：鶴翼＋＋,전술책：학익＋＋
"<div class=""prt-text-small"">敵全体の攻撃DOWN/防御DOWN/水属性防御DOWN</div>","<div class=""prt-text-small"">적 전체의 공격DOWN/방어DOWN/수속성 방어DOWN</div>"
戦術策：偃月,전술책：언월
味方全体の奥義ゲージUP,아군 전체의 오의 게이지UP
戦賢の書,전현의 서
奥義ゲージ上昇量UP,오의 게이지 상승률Up
兵活の書,용활의 서
味方全体の弱体成功率UP,아군 전체의 약체 성공률UP


!앤(SSR)
[プリンセスマナリア],[프린세스 마나리아]
アン,앤

ディターレントスラスト＋,디터런트 스러스트＋
水属性ダメージ(特大)/英霊を*回復,수속성 데미지 (특대)/영령을 * 회복
コリジョンスペル＋,콜리젼 스펠＋
"<div class=""prt-text-small"">味方全体の防御力***%UP　<span class=""text-blue"">◆英霊を*消費してブロック効果追加(*ターン)</span></div>","<div class=""prt-text-small"">아군 전체의 방어력 ***% UP　<span class=""text-blue"">◆영령을 * 소비해서 블록 효과 추가 (*턴)</span></div>"
プリンセスリード＋,프린세스 리드＋
"<div class=""prt-text-small"">カウンター効果(被ダメージ/*回)/敵対心UP　<span class=""text-blue"">◆英霊を*消費して防御UP(累積)</span></div>","<div class=""prt-text-small"">카운터 효과 (데미지를 받을 때/*회)/적대심 UP　<span class=""text-blue"">◆영령을 * 소비해 방어 UP(누적)</span></div>"
レイディアントコーリング,레이디언트 콜링
"自分のHPを回復　<span class=""text-blue"">◆英霊を*消費して回復量UP/弱体効果を全て回復</span>","자신의 HP 회복　<span class=""text-blue"">◆영령을 * 소비해서 회복량 UP/약체 효과를 모두 회복</span>"
学院の守護姫,학원의 수호공주
"敵のターゲットにされやすいが英霊効果時攻防UP　<span class=""text-blue"">◆英霊はバトル開始時*の状態(最大*)</span>","적의 타겟이 되기 쉽지만 영령 효과 시 공방 UP　<span class=""text-blue"">◆영령은 배틀 개시 시 *인 상태 (최대 *)</span>"
偉大なる魔術師,위대한 마술사
被ダメージで奥義ダメージUP(累積),데미지를 받을 때 오의 데미지 UP(누적)


"!에우로페(SSR,리미티드)"
[麗しき水星の美姫],[아름다운 수성의 미의 공주]
エウロペ,에우로페

トーラス・ブライト＋,토러스 블라이트+
水属性ダメージ(特大)/味方全体を特殊強化(トリプルアタック確率UP),수속성 데미지(특대)/아군 전체에게 특수효과(트리플 어택 확률UP)
マナ・ブラスト＋,마나 블래스트+
"<div class=""prt-text-small"">ターゲットに関わらず*回水属性ダメージ/味方全体のHPを回復/弱体効果を*つ回復</div>","<div class=""prt-text-small"">타겟에 상관 없이 *회 수속성 데미지/아군 전체의 HP를 회복/약체 효과를 *개 회복</div>"
テュロス・アジリス＋,티로스 어지리스+
"<div class=""prt-text-small"">味方全体に攻撃UP/被ダメージを火属性に変換/火属性ダメージ軽減効果　<span class=""text-blue"">◆*回被ダメージで解除</span></div>","<div class=""prt-text-small"">아군 전체의 공격력UP/받는 데미지를 화속성으로 변환/화속성 데미지 경감 효과 <span class=""text-blue"">◆*회 데미지를 받으면 해제</span></div>"
プレアデス,플레아데스
"<div class=""prt-text-small"">敵に*倍水属性ダメージ/効果中必ずトリプルアタック/水属性追撃効果</div>","<div class=""prt-text-small"">적에게 *배 수속성 데미지/효과 중 반드시 트리플 어택/수속성 추격 효과</div>"
聖泉の星華,성천의 성화
"トリプルアタック発動時に星華Lvが*上昇(最大*)　<span class=""text-blue"">◆星華Lvに応じて攻撃UP/回復性能UP</span>","트리플 어택 발동 시 성화Lv이 *상승(최대*) <span class=""text-blue"">◆성화 Lv에 따라 공격력UP/회복성능UP</span>"
神虜の麗姫,천상의 매력
味方全体の強化効果「水属性攻撃UP」の効果UP,아군 전체에게 강화효과 「수속성 공격UP」의 효과UP


"!요달라하(SSR,수속통상)"
[変幻自在の妖剣士],[변환자재의 요검사]
ヨダルラーハ,요달라하

万結一閃＋,만결일섬+
水属性ダメージ(特大)/三幕を全て消費し残数に応じた無属性追加ダメージ,수속성 데미지(특대)/삼막을 전부 소모하여 그 수에 따라 무속성 추가 데미지
十起＋,십기+
"敵に*～*倍水属性ダメージ　<span class=""text-blue"">◆三幕効果の時*回攻撃</span>","적에게*～*배 수속성 데미지　<span class=""text-blue"">◆삼막 효과 중*회 공격</span>"
百承＋,백승+
"敵の全ての攻撃を回避　<span class=""text-blue"">◆三幕効果の時かばう効果追加</span>","적의 모든 공격을 회피　<span class=""text-blue"">◆삼막 효과 중 감싸기 효과 추가</span>"
千転,천전
三幕を回復する,삼막을 회복한다
絶句,절구
"<div class=""prt-text-small"">*ターン毎に三幕効果付与、ただし三幕効果がないときステータス大幅DOWN<br><span class=""text-blue"">◆三幕は攻撃、アビリティ使用ごとに*消費</span></div>","<div class=""prt-text-small"">*턴마다 삼막 효과를 부여하지만 삼막 효과가 없을경우 스테이터스 대폭DOWN<br><span class=""text-blue"">◆삼막은 공격, 어빌리티 사용시 *소비</span></div>"
二重刃,이중날
三幕状態の時必ずトリプルアタック,삼막 상태일 때 반드시 트리플 어택


"!우노(SSR,십천중)"
[十天衆],[십천중]
ウーノ,우노
全空の脅威に座する唯一の賢人は、無上の十の力を集め、遥かなる蒼天の総てを掌る。溢れる哀しみを消し去るべく、自ら大いなる力を振りかざし、安寧の均衡を保ち続ける。,전공의 협위에 앉은 유일한 현인은、무상의 10가지 힘을 모아、아득히 넓은 창천의 모든것을 관장한다. 넘치는 슬픔을 지워 갈 수 있도록、스스로 큰 힘을 내세워、안녕의 균형을 지켜나간다.

十天衆との邂逅①,십천중과의 해후①
十天衆との邂逅②,십천중과의 해후②
十天衆との邂逅③,십천중과의 해후③
脅威の境界,위협의 경계
抑止の矛先,억제의 화살
覚悟の代償,각오의 대가
挑める者の矜持,도전자의 긍지
最強は最強に問え,최강은 최강에게 물어라
遙か、孤高を望む,저멀리、고독을 희망하며

千槍無量曼荼羅,천창무량만다라
天逆鉾＋,아메노사카호코+
水属性ダメージ(特大)/モードゲージ減少,수속성 데미지(특대)/모드 게이지 감소
水属性ダメージ(特大)/モードゲージ減少/味方全体にストレングス効果/バリア効果,수속성 데미지(특대)/모드 게이지 감소/아군 전체에 스트랭스 효과/베리어 효과
螺旋回鉾＋＋,나선회모++
螺旋回鉾＋,나선회모+
"<div class=""prt-text-small"">オーバードライブ時の敵に**倍水属性ダメージ/モードゲージ減少</div>","<div class=""prt-text-small"">오버드라이브 상태의 적에게**배 수속성 데미지/모드 게이지 감소</div>"
刹那の閃き＋＋,찰나의 번뜩임++
刹那の閃き＋,찰나의 번뜩임+
自分にかばう効果/カウンター効果(回避/*回),자신에게 감싸기 효과/카운터 효과(회피/*회)
自分にかばう効果/カウンター効果(回避/*回)/自分の攻撃大幅UP,자신에게 감싸기 효과/카운터 효과(회피/*회)/자신의 공격 대폭UP
城廓の構え,성벽의 자세
味方全体の全属性ダメージカット(***%),아군 전체에 모든 속성 데미지 컷(***%)
一伐の祈り,일벌의 기도
"味方全体の全属性ダメージを**％軽減/被ダメージ吸収　<span class=""text-blue"">◆再使用不可</span>","아군 전체가 모든 속성 데미지를**％경감/입은 피해를 흡수　<span class=""text-blue"">◆재사용 불가</span>"
開眼者,개안자
一度だけ戦闘不能にならずにHP*で耐える,한번 전투불능이 되지 않고 HP*로 버틴다
羅刹の豪槍,나찰의 호창
一度だけ戦闘不能にならずにHP*で耐える/確率で全属性ダメージカット(**%),한번 전투불능이 되지 않고 HP*로 버틴다/확률로 모든 속성 데미지컷(**%)














"!유엘(SSR,수속통상)"
[千年を封ず者],[천년을 봉하는 자]
ユエル,유엘

紅之舞・凛炎改＋,진홍의 춤・늠염개＋
水属性ダメージ(特大)/防御DOWN/モードゲージ減少,수속성 데미지 (특대)/방어 DOWN/모드 게이지 감소
夜天光＋,야천광＋
味方全体の連続攻撃確率UP/弱体成功率UP,아군 전체의 연속 공격 확률 UP/약체 성공률 UP
篝火狐鳴＋,도화호명＋
"<div class=""prt-text-small"">敵全体に狐火を付与/火属性攻撃DOWN/水属性防御DOWN<span class=""text-blue"">◆奥義ゲージを**％消費</span></div>","<div class=""prt-text-small"">적 전체에 여우불을 부여/화속성 공격 DOWN/수속성 방어 DOWN<span class=""text-blue"">◆오의 게이지를 **％ 소비</span></div>"
闢之舞・大華,벽의 춤・대화
敵に水属性ダメージ/狐火を付与,적에게 수속성 데미지/도깨비불을 부여
緋艶布を纏いし者,비염포를 두른 자
狐火状態の敵に対して味方全体に水属性追撃効果,도깨비불 상태의 적에게 아군 전체가 수속성 추격 효과


!이슈미르(SSR)
[氷室の守り人],[빙실의 수호자]
イシュミール,이슈미르

レド・ブラスト＋,레드 블래스트
水属性ダメージ(特大)/氷剣を消去,수속성 데미지(특대)/빙검을 소모
ニヴルヘイム＋,니플하임+
氷剣を追加/攻撃力UP(累積),빙검을 추가/공격력UP(누적)
フェアウェル＋,페어웰+
"<div class=""prt-text-small"">味方全体のクリティカル確率UP　<span class=""text-blue"">◆奥義ゲージを**％消費</span></div>","<div class=""prt-text-small"">아군 전체의 크리티컬 확률UP <span class=""text-blue"">◆오의 게이지를 **%소비</span></div>"
スティル・ビリーヴ,스틸 빌리브
自分の奥義ゲージ上昇量UP/敵対心DOWN,자신의 오의 게이지 상승량UP/적대심DOWN
白の切っ先,하얀 칼끝
"氷剣の数に応じて奥義ダメージ/奥義ダメージ上限UP　<span class=""text-blue"">◆氷剣は*本まで追加可能</span>","빙검 개수에 따라 오의 데미지/오의 데미지 상한UP <span class=""text-blue"">◆빙검은*자루까지 추가 가능</span>"
冷たい女,차가운 여자
火属性の敵に対して与ダメージUP,화속성인 적에게 입히는 데미지UP


"!이슈미르(SSR,수영복)"
[常夏の儚氷],[여름의 덧없는 얼음]
イシュミール,이슈미르

レド・ブラスト＋,레드 블래스트 +
水属性ダメージ(特大)/氷剣を消去,수속성 데미지(특대)/빙검을 소모
ヨトゥンヘイム＋,요툰하임+
氷剣を追加/氷剣の本数に応じて攻撃力UP,빙검을 추가/빙검 개수에 따라 공격력UP
ブリザード＋,블리자드+
フィールドにブリザード効果/味方全体に攻撃UP,필드에 블리자드 효과/아군 전체의 공격력UP
ホワイト・ウィルム,화이트 윌름
敵に*.*～*倍水属性ダメージ/氷剣を*消費して*回発動,적에게 *.*~*배 수속성 데미지/빙검을 *개 소모하여 *회 발동
真夏の夜の夢,한 여름 밤의 꿈
最大HPが**%減少/防御力が低いがイシュミールの残りHPが多いほど味方全体の攻撃が大きくUP,최대HP가 **%감소/방어력이 낮지만 이슈미르의 남은 HP가 많을 수록 아군 전체의 공격력이 크게UP
白の切っ先,하얀 칼끝
"氷剣の数に応じて奥義ダメージ/奥義ダメージ上限UP　<span class=""text-blue"">◆氷剣は*本まで追加可能</span>","빙검 개수에 따라 오의 데미지/오의 데미지 상한UP <span class=""text-blue"">◆빙검은 *자루까지 추가 가능</span>"


!잉그베이(SSR)
[伊達と酔狂の伝説],[멋과 호기심의 전설]
イングヴェイ,잉그베이

レッド・ホット・ガーディアン＋＋,레드・핫・가디언＋＋
"<span class=""prt-text-small"">水属性ダメージ(特大)/自分の奥義ゲージUP(**%)/連続攻撃確率UP/タフガイ状態に変化</span>","<span class=""prt-text-small"">수속성 데미지 (특대)/자신의 오의 게이지 UP (**%)/연속 공격 확률 UP/터프가이 상태로 변화</span>"
フルメタル・キャノン,풀메탈・캐논
水属性ダメージ(極大)/タフガイ状態を解除,수속성 데미지(극대)/터프가이 상태를 해제
オール・カミング＋＋,올・커밍＋＋
味方の奥義ゲージを吸収して自分の奥義ゲージに変換/自分に高揚効果,아군의 오의 게이지를 흡수 해 자신의 오의 게이지로 변환/자신에게 고양 효과
ザ・ワイルド＋,더・와일드＋
ターン経過なしで通常攻撃を実行,턴 경과 없이 일반공격을 실행
ノー・マーシー＋,노・머시＋
"<div class=""prt-text-small"">自分のクリティカル確率UP/水属性追撃効果<br><span class=""text-blue"">◆タフガイ状態中フルメタル・ビィムを起動</span></div>","<div class=""prt-text-small"">자신의 크리티컬 확률 UP/수속성 추격 효과<br><span class=""text-blue"">◆터프가이 상태 중 풀메탈・빔을 기동</span></div>"
オデッセイ,오디세이
"<div class=""prt-text-small"">自分が即座に奥義発動可能/奥義性能UP<br><span class=""text-blue"">◆タフガイ状態の時のみ使用可能/再使用不可</span></div>","<div class=""prt-text-small"">자신이 즉시 오의 발동 가능/오의 성능 UP<br><span class=""text-blue"">◆터프가이 상태일 때만 사용 가능/재사용 불가</span></div>"
タフガイ,터프가이
"<div class=""prt-text-small"">タフガイ状態中攻防大幅UP/敵対心UP/奥義ダメージ上限UP/弱体無効　<span class=""text-blue"">◆毎ターン奥義ゲージを消費してタフガイ状態を維持</span></div>","<div class=""prt-text-small"">터프가이 상태에서 공방 대폭 UP/적대심 UP/오의 데미지 상한 UP/약체 무효　<span class=""text-blue"">◆매 턴 오의 게이지를 소비하고 터프가이 상태를 유지</span></div>"
ボーダーライン,보더라인
自分のHPが少ないほど防御UP,자신의 HP이 적을수록 방어 UP


"!카타리나(SSR,리미티드)"
[蒼天の守護騎士],[창천의 수호기사]
カタリナ,카타리나

アイシクルネイルII,아이시클 네일II
水属性ダメージ(特大)/味方全体の水属性攻撃UP/連続攻撃確率UP,수속성 데미지(특대)/아군 전체의 수속성 공격UP/연속 공격 확률UP
エンチャントランズ＋＋,인챈트 랜즈＋＋
"<div class=""prt-text-small"">敵に水属性ダメージ/効果中必ずトリプルアタック/自分に水属性追撃効果</div>","<div class=""prt-text-small"">적에게 수속성 데미지/효과 중 반드시 트리플 어택/자신에게 수속성 추격 효과</div>"
ローレンガード＋＋,로렌 가드++
"<div class=""prt-text-small"">味方全体の弱体効果無効(*回)/味方全体に再生効果/ディスペルガード効果(*回)</div>","<div class=""prt-text-small"">아군 전체에 약체 효과 무효(*회)/아군 전체에 재생 효과/디스펠 가드 효과(*회)</div>"
ライトウォール・ディヴァイド,라이트 월・디바이드
味方全体の全属性ダメージカット(**%),아군 전체에 모든 속성 데미지 컷(**%)
誓いの剣,맹세의 검
自分に蒼誓剣効果/味方単体をかばう効果,자신에게 창서검 효과/아군 하나를 감싸기 효과
騎士の正道,기사의 정도
一度だけ戦闘不能にならずにHP*で耐える/全属性ダメージカットが付与されている時攻防大幅UP,한번만 전투불능이 되지 않고 HP*으로 버틴다/모든 속성 데미지 컷 상태일 경우 공방 대폭UP
深蒼の輝き,심창의 반짝임
トリプルアタック発動時に敵全体に水属性ダメージ/蒼誓剣効果時間を*ターン延長,트리플 어택 발동 시 적 전체에 수속성 데미지/창서검 효과시간을 *턴 연장


"!카토르(SSR,십천중)"
[十天衆],[십천중]
カトル,카토르

全空の脅威に座する星屑の長は愛する家族を守るべく、遥かなる蒼天の総てを掌る。丁寧な振る舞いの裏に隠されるは、残忍な兇暴性と、家族を守り続けるという強い意志。誰からも、己と家族を蔑まれない為に、絶対的な強さを誇示し続ける。,전공의 협위에 앉은 별가루의 우두머리는 사랑하는 가족을 지키기 위해、아득히 넓은 창천의 모든 것을 관장한다. 정중한 행동거지 뒤에 숨겨져있는 것은、잔인한 흉폭성과、가족을 지켜나가겠다는 강한 의지. 그 누구도、자신과 가족을 무시할 수 없도록、절대적인 강함을 과시해나간다.

星屑の街の死闘,별가루 마을의 사투
街に蔓延るもの,마을에 만연한 것
届かぬ刃,닿지 않는 칼날
四天刃の覚醒,사천인의 각성
彷徨う刃,방황하는 칼날
交わる刃,교차하는 칼날

メメント・ヴィータ,메멘토・비타
水属性ダメージ(特大)/スロウ効果/味方全体の連続攻撃確率UP,수속성 데미지(특대)/슬로우 효과/아군 전체의 연속공격확률UP
メメント・モリ＋,메멘토・모리＋
水属性ダメージ(特大)/スロウ効果,수속성 데미지(특대)/슬로우 효과
シュリーヴァトサ＋＋,슈리바차++
敵に*回水属性ダメージ/ランダムで弱体効果を*つ付与,적에게*회 수속성 데미지/랜덤한 약체 효과를 *회 부여
シュリーヴァトサ＋,슈리바차+
敵に*回水属性ダメージ/ランダムで弱体効果を付与,적에게*회 수속성 데미지/랜덤한 약체 효과 부여
カルネージ＋＋,카니지++
ターゲットに関わらず*回単体ダメージ/敵全体の最大CT増加/強化効果を*つ無効化,타겟에 관계 없이 *회 단체 데미지/적 전체의 최대 CT증가/강화효과를 *개 무효화
カルネージ＋,카니지+
"<div class=""prt-text-small"">ターゲットに関わらず*回単体ダメージ/敵全体の最大CT増加</div>","<div class=""prt-text-small"">타겟에 관계 없이*회 단체 데미지/적 전체의 최대 CT 증가</div>"
アヴィラティ,아비라티
"<div class=""prt-text-small"">味方全体の強化効果延長<br><span class=""text-blue"">◆効果時間*ターンの強化効果は除く</span></div>","<div class=""prt-text-small"">아군 전체의 강화 효과 연장<br><span class=""text-blue"">◆효과시간가*턴인 강화 효과는 제외</span></div>"
四天の嘆き,사천의 비탄
"<div class=""prt-text-small"">ダメージアビリティが最大*回まで連続で使用可能になる/弱体成功率UP　<span class=""text-blue"">◆再使用不可</span></div>","<div class=""prt-text-small"">데미지 어빌리티가 최대 *회 까지 연속으로 사용 가능/약체 성공률UP　<span class=""text-blue"">◆재사용 불가</span></div>"
閃耀の双剣,섬요의 쌍검
稀に即時アビリティ発動可能,드물게 즉시 어빌리티 발동 가능
稀に即時アビリティ発動可能/弱体成功率UP,드물게 즉시 어빌리티 발동 가능/약체성공률 UP
死の舞踏,죽음의 무도

弱体耐性が減少し、毎ターンHPが減少する状態,약체내성이 감소하고、매턴 HP가 감소하는 상태
攻撃力が減少した状態,공격력이 감소한 상태
防御力が減少した状態,방어력이 감소한 상태
被ダメージが上昇し、与ダメージが減少する状態,받는 데미지가 늘어나고、가하는 데미지가 감소한 상태
戦闘行動を封じられた状態,전투행동을 봉인당한 상태
特殊技の最大CTが上昇する状態,특수기의 최대 CT가 상승한 상태
弱体成功率が上昇し、次に使用したアビリティを再度使用可能にする状態(ダメージアビリティ使用で*消費),약체성공률이 상승하고、다음에 사용하는 어빌리티를 재사용가능하게 되는 상태(데미지 어빌리티 사용으로 *소비)


"!칼리오스트로(SSR,수영복)"
[波打ち際の錬金術師],[물가의 연금술사]
カリオストロ,칼리오스트르

アクア・マグナ＋,아쿠아・마그나＋
水属性ダメージ(特大)/自分に玉水の刻印を付与/味方全体に会心効果,수속성 데미지 (특대)/자신에게 옥수의 각인 부여/아군 전체에 회심 효과
アルス・ノヴァ＋,아르스・노바＋
"<div class=""prt-text-small"">水属性キャラのクリティカル確率UP/会心効果/玉水の刻印を付与　<span class=""text-blue"">◆玉水の刻印が*の時、このアビリティが「アルス・ノートリア」に変化</span></div>","<div class=""prt-text-small"">수속성 캐릭터의 크리티컬 확률 UP/회심 효과/옥수의 각인 부여　<span class=""text-blue"">◆옥수의 각인이 *일 때、이 어빌리티가 「아르스・노트리아」로 변화</span></div>"
アルス・ノートリア＋,아르스・노트리아＋
"水属性キャラのクリティカル確率UP/会心効果/水属性追撃効果/ダメージ上限UP　<span class=""text-blue"">◆玉水の刻印を*消費</span>","수속성 캐릭터의 크리티컬 확률 UP/회심 효과/수속성 추격 효과/데미지 상한UP　<span class=""text-blue"">◆옥수의 각인을 *개 소비</span>"
ファンタズマル・ミラージュ＋,판타즈멀・미라쥬＋
味方単体のHPを回復/特殊強化(攻防UP/連続攻撃確率UP),아군 단체의 HP를 회복/특수 강화 (공방 UP/연속 공격 확률 UP)
ディスラプション,디스럽션
"<div class=""prt-text-small"">敵に*回水属性ダメージ/強化効果を*つ無効化　<span class=""text-blue"">◆玉水の刻印が*以上の時、*消費してこのアビリティが再度使用可能になる</span></div>","<div class=""prt-text-small"">적에게 *회 수속성 데미지/강화 효과를 *개 무효화　<span class=""text-blue"">◆옥수의 각인이 * 이상일 때, * 소비하여 이 어빌리티가 재사용 가능이 됨</span></div>"
カワイイの神髄,귀여움의 진수
水属性キャラが通常攻撃時にクリティカルが発動した場合、水属性追撃効果,"수속성 캐릭터가 일반공격 시 크리티컬이 발동했다면, 수속성 추격 효과"
ビーチスタイルだよっ☆,비치 스타일이야 ☆
"<div class=""prt-text-small"">水属性キャラがそれぞれの玉水の刻印の数に応じてクリティカル確率UP　<span class=""text-blue"">◆自分がサブメンバーにいる場合でも発動</span></div>","<div class=""prt-text-small"">수속성 캐릭터가 각각의 옥수의 각인의 수에 따라 크리티컬 확률 UP　<span class=""text-blue"">◆자신이 서브 멤버에 있을 때도 발동</span></div>"


!캬타비라(SSR)
[戦争兵器],[전쟁병기]
キャタピラとヴィーラ,캬타필러와 비라

ロケットアーム＋,로켓 암＋
水属性ダメージ(特大)/ダブルアタック確率DOWN/自分に高揚効果,수속성 데미지 (특대)/더블 어택 확률 DOWN/자신에게 고양 효과
ミサイル＋,미사일＋
ターゲットに関わらず**回単体ダメージ,타겟에 관계없이 **회 단체 데미지
サプライ＋,서플라이＋
自分のHPを回復/他のアビリティが即時使用可能になる,자신의 HP를 회복/다른 어빌리티가 재사용 가능하게 됨
エーテルビーム,에테르 빔
敵に水属性ダメージ/火属性攻撃DOWN/水属性防御DOWN,적에게 수속성 데미지/화속성 공격 DOWN/수속성 방어 DOWN
フロント・フォーメーション,프론트・포메이션
バトルメンバーの*番目、または*番目に配置された場合に自分の防御UP/敵対心UP/魅了無効,"배틀 멤버의 *번째, 혹은 *번째에 배치 되어 있다면 자신의 방어 UP/적대심 UP/매료 무효"
リア・フォーメーション,리어・포메이션
バトルメンバーの*番目、または*番目に配置された場合に自分の攻撃UP/防御DOWN/暗闇無効,"배틀 멤버의 *번째, 혹은 *번째에 배치 되어 있다면 자신의 공격 UP/방어 DOWN/암흑 무효"


!쿠쿠루(SSR)
[創意の銃設計士],[창의적인 총설계사]
ククル,쿠쿠루

プロージットブリッツ＋,프로짓 블리츠＋
水属性ダメージ(特大)/ストッピング効果,수속성 데미지 (특대)/스토핑 효과
エクスプロージョンケッグ＋,익스플로전 케그＋
"<div class=""prt-text-small"">火薬樽を全て消費して敵に水属性ダメージ<br><span class=""text-blue"">◆消費数に応じて性能強化</span></div>","<div class=""prt-text-small"">화약통을 모두 소비해 적에게 수속성 데미지<br><span class=""text-blue"">◆소비 수에 따라 성능 강화</span></div>"
シューテム・アップ＋,슈템・업＋
"<div class=""prt-text-small"">敵全体に*倍水属性ダメージ/攻防DOWN(累積)<span class=""text-blue""><br>◆*ターンの間ターン終了時に制圧射撃を行う</span></div>","<div class=""prt-text-small"">적 전체에 *배 수속성 데미지/공방 DOWN(누적)<span class=""text-blue""><br>◆*턴 동안 턴 종료 시 제압 사격을 시행 </span></div>"
アームズロア,암즈 로어
味方単体を特殊強化(攻撃UP/連続攻撃確率UP)/回避率UP,아군 단체를 특수 강화 (공격 UP/연속 공격 확률 UP)/회피율 UP
ライフリング,라이플링
