orig,kr
"<div class=""prt-text-small"">敵全体に光属性ダメージ/自分以外の味方にバリア効果/砂神グラフォスの鉄槌Lv*上昇　<span class=""text-blue"">◆砂神グラフォスの鉄槌Lv*の時、バリアの効果UP</span></div>","<div class=""prt-text-small"">적 전체에게 광속성 데미지/자신 이외의 아군에게 배리어 효과/모래신 그라포스의 철퇴 Lv*상승　<span class=""text-blue"">◆모래신 그라포스의 철퇴 Lv* 일 때、배리어 효과 UP</span></div>"
アローザル,아로 자르
"<div class=""prt-text-small"">自分にかばう効果　<span class=""text-blue"">◆砂神グラフォスの鉄槌Lvが*以上の時、攻撃大幅UP効果追加</span></div>","<div class=""prt-text-small"">자신에게 감싸기 효과　<span class=""text-blue"">◆모래신 그라포스의 철퇴 Lv이 *이상일 때、공격 대폭 UP 효과 추가</span></div>"
砂神グラフォスの鉄槌,모래신 그라포스의 철퇴
"<div class=""prt-text-small"">奥義ゲージがたまりにくいが被ダメージでカウンター(*回)/カウンター時砂神グラフォスの鉄槌Lv上昇(最大*)　<span class=""text-blue"">◆砂神グラフォスの鉄槌Lvに応じて防御UP/敵対心UP/弱体耐性UP</span></div>","<div class=""prt-text-small"">오의 게이지가 잘 쌓이지 않지만 피격 데미지로 카운터(*번)/카운터 발동 시 모래신 그라포스의 철퇴 Lv 상승(최대*)　<span class=""text-blue"">◆모래신 그라포스의 철퇴 Lv에 대응하여 방어 UP/적대심 UP/약체내성 UP</span></div>"
皆で明日へ行くために,모두와 내일로 나아가기 위해
敵が特殊技を使用時、ターン中に*回トニトルアが発動,적이 특수기를 사용했을 때、턴 동안 *번 트니트루아가 발동


"!사루난(SSR,광속통상)"
[禁呪の恋人],[금지된 주술의 연인]
サルナーン,사루난

エタニティ・デザイア,이터니티・디자이어
光属性ダメージ(特大)/味方全体の光属性攻撃UP/自分の回復性能UP(累積),광속성 데미지(특대)/아군 전체의 광속성 공격 UP/자신의 회복성능 UP(누적)
ルナティックベール,루나틱 베일
ルナティックベール＋,루나틱 베일+
ルナティックベール＋＋,루나틱 베일++
味方全体に闇属性ダメージカット(**%)/光属性攻撃UP/極光の刻印を付与,아군 전체에 암속성 데미지 컷(**%)/광속성 공격 UP/극광의 각인을 부여
ヒッチフォース,힛치 포스
ヒッチフォース＋,힛치 포스+
ヒッチフォース＋＋,힛치 포스++
"<div class=""prt-text-small"">敵に光属性ダメージ/ホーリースパイクを付与/敵のCTを*つ吸収して自分の奥義ゲージに変換</div>","<div class=""prt-text-small"">적에게 광속성 데미지/홀리 스파이크를 부여/적의 CT를 *개 흡수하여 자신의 오의 게이지로 변환</div>"
ホーリーサクション,홀리 섹션
味方全体のHPを回復/弱体効果を*つ回復,아군 전체의 HP를 회복/약체효과를 *개 회복
ヴォイドソウル,보이드 소울
自分が即座に奥義発動可能/自分の他のアビリティが即時使用可能になる,자신의 오의가 즉시 발동가능/자신의 다른 어빌리티가 즉시 사용 가능해진다
独占欲,독점욕
ホーリースパイク状態の敵に対して奥義性能UP,홀리 스파이크 상태인 적에게 오의성능 UP
精霊カザンの加護,정령 카잔의 가호
"<div class=""prt-text-small"">光属性キャラがそれぞれの極光の刻印の数に応じて闇属性ダメージ軽減<br><span class=""text-blue"">◆自分がサブメンバーにいる場合でも発動</span></div>","<div class=""prt-text-small"">광속성 캐릭 각자의 극광의 각인 수에 대응하여 암속성 데미지 경감<br><span class=""text-blue"">◆자신이 서브 멤버인 경우에도 발동</span></div>"


"!사쿠라(SSR,카드캡터콜라보)"
[カードキャプター],[카드 캡터]
木之本桜,키노모토 사쿠라

『風』,『바람』
敵に戒めの鎖効果/ダブルアタック確率DOWN/自分以外の味方の奥義ゲージUP(**%),적에게 금제의 사슬 효과/더블어택 확률 DOWN/자신을 제외한 아군의 오의 게이지 UP(**%)
『跳』,『점프』
『跳』＋,『점프』+
敵の全ての攻撃を回避,적의 모든 공격을 회피
『水』,『물』
『水』＋,『물』+
敵全体に水属性ダメージ/攻防DOWN(累積),적 전체에 수속성 데미지/공방 DOWN(누적)
『雷』,『번개』
敵全体に光属性ダメージ/味方全体の光属性攻撃UP,적 전체에 광속성 데미지/아군 전체의 광속성 공격 UP
『花』,『꽃』
味方全体をランダムで強化,아군 전체를 랜덤하게 강화
カードキャプター,카드 캡터
アビリティ使用時に奥義ゲージUP,어빌리티 사용시 오의 게이지 UP
絶対だいじょうぶだよ,분명 괜찮을 거야
通常攻撃を行わないが木之本桜の残りHPが多いほど味方全体の攻撃が大きくUP,일반공격을 하지 않지만 키노모토 사쿠라의 남은 HP가 많을수록 아군 전체의 공격이 크게 UP


!산달폰(SSR)
[復讐の天司],[복수의 천사]
サンダルフォン,산달폰

アイン・ソフ・オウル,아인・소프・오르
アイン・ソフ・オウル＋,아인・소프・오르+
アイン・ソフ・オウル＋＋,아인・소프・오르++
"<span class=""prt-text-small"">光属性ダメージ(特大)/審判の鐘効果 <span class=""text-blue"">◆次の奥義が「パラダイス・ロスト」に変化</span></span>","<span class=""prt-text-small"">광속성 데미지(특대)/심판의 종 효과 <span class=""text-blue"">◆다음 오의가「파라다이스・로스트」로 변화</span></span>"
アローン・イン・ヘヴン,어론・인・헤븐
アローン・イン・ヘヴン＋,어론・인・헤븐+
アローン・イン・ヘヴン＋＋,어론・인・헤븐++
"<div class=""prt-text-small"">自分の連続攻撃確率UP/防御UP/カウンター効果(被ダメージ/*回)/敵対心UP</div>","<div class=""prt-text-small"">자신의 연속공격확률 UP/방어 UP/카운터 효과(피격 데미지/*회)/적대심 UP</div>"
エクリプティカ,에클립티카
エクリプティカ＋,에클립티카+
エクリプティカ＋＋,에클립티카++
"<div class=""prt-text-small"">敵に*倍光属性ダメージ/自分のHP回復<br><span class=""text-blue"">◆奥義「パラダイス・ロスト」使用後、常に*回発動</span></div>","<div class=""prt-text-small"">적에게 *배의 광속성 데미지/자신의 HP 회복<br><span class=""text-blue"">◆오의 「파라다이스・로스트」 사용 후、항상*회 발동</span></div>"
パワー・オブ・ワン,파워・오브・원
味方全体のクリティカル確率UP/与ダメージ上昇,아군 전체의 크리티컬 확률 UP/가하는 데미지 상승
抗命＋,항명＋
活性効果/ターン開始時に弱体効果を*つ回復,활성 효과/턴 개시시 약체효과를 *개 회복
約束を守るために,약속을 지키기 위해
一度だけ戦闘不能にならずにHP*で耐える,한 번만 전투불능이 되지 않고 HP*로 견딘다


"!샤를로테(SSR,광속통상)"
[栄光の聖騎士団団長],[영광의 성기사단 단장]
シャルロッテ,샤를로테
栄光なる騎士団を牽引する小さな聖騎士よ。聖なる御心を胸に抱き、いつ如何なる時も清廉を忘れず、高潔であれ。,영광스런 기사단을 이끄는 작은 성기사여。거룩한 뜻을 가슴에 품고 어떤 때라도 청렴함을 잊지 말고 고결하라。
気高き白竜と聖なる御心,긍지높은 백룡과 거룩한 마음
団長の資質,단장의 자질
新たなフェイトエピソード<br>「気高き白竜と聖なる御心」<br>が解放されました！,새로운 페이트 에피소드<br>「긍지높은 백룡과 거룩한 마음」이<br>해방되었습니다！
「気高き白竜と聖なる御心」クリア																											<br>						シャルロッテが Lv ** に到達,「긍지높은 백룡과 거룩한 마음」클리어                                                                                                                                                                                                                        <br>                                                샤를로테가 Lv ** 에 도달

ブリリアントムーン,브릴리언트 문
ブリリアントムーン＋,브릴리언트 문+
"光属性ダメージ(特大)/自分にカウンター効果(回避/*回)　<span class=""text-blue"">◆聖騎士Lvが*の時自分に光属性追撃効果</span>","광속성 데미지(특대) / 자신에게 카운터 효과(회피/*회)　<span class=""text-blue"">◆성기사 Lv이 *일 때 자신에게 광속성 추격 효과</span>"
"光属性ダメージ(特大)/自分にカウンター効果(回避/*回)　<span class=""text-blue"">◆聖騎士Lvが*の時...</span>","광속성 데미지(특대) / 자신에게 카운터 효과(회피/*회)　<span class=""text-blue"">◆성기사 Lv이 *일 때...</span>"

清き光の蒼剣,맑은 빛의 푸른 검
清き光の蒼剣＋,맑은 빛의 푸른 검+
敵に光属性ダメージ/闇属性攻撃DOWN/命中率DOWN,적에게 광속성 데미지 / 암속성 공격 DOWN / 명중률 DOWN

正しき騎士道,올바른 기사도
正しき騎士道＋,올바른 기사도+
自分に高揚効果/被ダメージ無効(*回),자신에게 고양 효과 / 받는 데미지 무효(*회)

ソード・オブ・リュミエール,소드 오브 뤼미에르
"<div class=""prt-text-small"">ターゲットに関わらず**回光属性ダメージ<br><span class=""text-blue"">◆聖騎士Lvが*上昇</span></div>","<div class=""prt-text-small"">타겟에 관계없이 **회 광속성 데미지<br><span class=""text-blue"">◆성기사 Lv이 * 상승</span></div>"

高潔なる舞闘,고결한 무투
"<div class=""prt-text-small"">聖騎士Lvに応じて攻撃UP/ダメージ上限UP/連続攻撃確率UP<br><span class=""text-blue"">◆聖騎士Lvは毎ターン*上昇し、被ダメージで*減少(最大*)</span></div>","<div class=""prt-text-small"">성기사 Lv에 대응하여 공격 UP / 데미지 상한 UP / 연속공격 확률 UP<br><span class=""text-blue"">◆성기사 Lv은 매 턴 * 상승하며, 데미지를 받으면 * 감소(최대 *)</span></div>"
グレイスオーダー,그레이스 오더
被ダメージ無効が付与されている光属性キャラの弱体耐性UP,받는 데미지 무효가 부여되어 있는 광속성 캐릭터의 약화 내성 UP


"!세르엘(SSR,광속통상)"
[亡国の血脈],[망국의 혈맥]
セルエル,세르엘

レッドブランチ・サイクル,레드 브랜치・사이클
レッドブランチ・サイクル＋,레드 브랜치・사이클+
レッドブランチ・サイクル＋＋,레드 브랜치・사이클++
光属性ダメージ(特大)/光属性キャラのクリティカル確率UP,광속성 데미지(특대) / 광속성 캐릭터의 크리티컬 확률 UP
コートリーブレイド,코틀리 블레이드
コートリーブレイド＋,코틀리 블레이드＋
コートリーブレイド＋＋,코틀리 블레이드＋＋
敵に光属性ダメージ/攻撃DOWN,적에게 광속성 데미지 / 공격 DOWN
ロイヤルカーテン,로열 커튼
ロイヤルカーテン＋,로열 커튼+
ロイヤルカーテン＋＋,로열 커튼++
味方全体の弱体効果無効(*回)/自分が効果中必ずトリプルアタック,아군 전체의 약화 효과 무효(*회) / 자신이 효과 중 반드시 트리플 어택
レグルス・グロリア,레굴루스・글로리아
レグルス・グロリア＋,레굴루스・글로리아+
敵全体に光属性ダメージ/自分の奥義ゲージUP(**%),적 전체에게 광속성 데미지 / 자신의 오의 게이지 UP(**%)
アイルスト王国第一王子,아일스트 왕국 제 1왕자
稀にカウンター効果(回避/*回),드물게 카운터 효과(회피/*회)
クイックレイド,퀵 레이드
*ターンごとに敵に光属性ダメージ/自分のアビリティダメージ上限UP(累積),*턴마다 적에게 광속성 데미지 / 자신의 어빌리티 데미지 상한 UP(누적)

!소피아(SSR)
[星跡の巡礼者],[별자리의 순례자]
ソフィア,소피아

レーベン・シュトラール,레븐・슈트랄
レーベン・シュトラール＋,레븐・슈트랄+
味方全体のHPを回復/光属性攻撃UP/闇属性ダメージ軽減/高揚効果,아군 전체의 HP를 회복/광속성 공격 UP/암속성 데미지 경감/고양효과
ハイルミッテル,하이르밋텔
ハイルミッテル＋,하이르밋텔+
味方単体のHPを回復/対象が瀕死の場合に完全回復,아군 한 명의 HP을 회복/대상이 빈사 상태인 경우 완전 회복
クリア,클리어
クリア＋,클리어+
味方全体の弱体効果を*つ回復,아군 전체의 약체효과를 *개 회복
メタノイア,메타노이어
味方単体を復活,아군 한 명을 부활
ゼエン教僧侶,제엔 은사스님
光属性キャラの被回復上限UP,광속성 캐릭터의 받는 회복 상한 UP


"!송(SSR,십천중)"
[十天衆],[십천중]
ソーン,송

アステロイド・イェーガー,아스테로이드・예거
光属性ダメージ(特大)/次に発動するクリンチャーに麻痺効果を追加/味方全体のクリティカル確率UP,광속성 데미지(특대) / 다음에 발동하는 클린처에 마비효과 추가 / 아군 전체의 크리티컬 확률 UP
マーキュライト,머큐라이트
マーキュライト＋,머큐라이트+
マーキュライト＋＋,머큐라이트++
敵の全ての攻撃を回避/攻撃UP(特大)/アビリティダメージ上限UP,적의 모든 공격을 회피/공격 UP(특대) / 어빌리티데미지 상한 UP
ディプラヴィティ,디프래비티
ディプラヴィティ＋,디프래비티+
敵全体にさまざまな弱体効果/即死効果,적 전체에 다양한 약체효과/즉사효과
クリンチャー,클린처
クリンチャー＋,클린처+
"<div class=""prt-text-small"">敵全体に弱体効果の数に応じて大ダメージ　<span class=""text-blue"">◆敵の数が少ないほど威力UP</span></div>","<div class=""prt-text-small"">적 전체에 약체효과 갯수에 따라 큰 데미지 <span class=""text-blue"">◆적의 수가 적을수록 위력 UP</span></div>"
二王の諍い,이왕의 언쟁
"<div class=""prt-text-small"">敵全体に付与されている弱体効果時間延長/敵の弱体効果の数に応じた回数ダメージを与える(最大**回)　<span class=""text-blue"">◆再使用不可</span></div>","<div class=""prt-text-small"">적 전체에 부여된 약체효과시간연장 / 적의 약체효과 수에 따른 횟수의 데미지를 입힘 (최대**회)　<span class=""text-blue"">◆재사용불가</span></div>"
魔眼の狩人,마안의 사냥꾼
敵全体に通常攻撃/敵の数が少ないほど自分の攻撃力UP,적 전체에 일반공격/적의 수가 적을수록 자신의 공격력 UP
孤高の狙撃手,고고한 저격수
敵の数が少ないほど弱体成功率UP,적의 수가 적을수록 약체성공률 UP


!시토리(SSR)
[星に贖う少女],별에게 속죄하는 소녀
シトリ,시토리

天雷・星穿,천뢰・성천
天雷・星穿＋,천뢰・성천+
光属性ダメージ(特大)/自分の奥義ゲージUP(**％),광속성 데미지(특대) / 자신의 오의 게이지 UP(**%)
月雲花風,월운화풍
月雲花風＋,월운화풍+
"敵全体の攻撃DOWN/防御DOWN<br><span class=""text-blue"">◆天ノ羽雷が*つの時、麻痺効果追加</span>","<div class=""prt-text-small"">적 전체의 공격DOWN / 방어DOWN <br><span class=""text-blue"">◆하늘의 우뢰가 *개일 때, 마비효과 추가</span><div>"
機織二重,기직이중
機織二重＋,기직이중+
"<div class=""prt-text-small"">敵全体に光属性ダメージ/自分の奥義ゲージUP(**％)/連続攻撃確率UP(累積)<br><span class=""text-blue"">◆天ノ羽雷を*つ消費して*回発動</span></div>","<div class=""prt-text-small"">적 전체에 빛속성 데미지/자신의 오의 게이지 UP(**%) / 연속공격확률UP(누적)<br><span class=""text-blue"">◆하늘의 우뢰 *개를 소비해 *회 발동</span></div>"
天岩戸崩の祈,천암호 붕괴의 기도
"<div class=""prt-text-small"">光属性キャラ単体のアビリティ再使用間隔を**ターン短縮/奥義ゲージUP(***％)<br><span class=""text-blue"">◆再使用不可</span></div>","<div class=""prt-text-small"">빛속성 캐릭터 한명의 어빌리티 재사용시간을 **턴 단축 / 오의 게이지 UP(***%)<br><span class=""text-blue"">◆재사용불가</span></div>"
境界の住人,경계의 거주인
奥義ゲージ最大値***/麻痺状態の敵がいる場合ターン終了時に奥義ゲージUP,오의 게이지 최대치*** / 마비상태의 적이 있을때 턴 종료시 오의 게이지 UP
志操堅固,지조견고
奥義発動時に天ノ羽雷を*つ付与/天ノ羽雷の数に応じて奥義性能UP(最大*),오의 발동시 하늘의 우뢰 *개 부여 / 하늘의 우뢰 수에 따라 오의성능UP(최대 *개)


"!실바(SSR,광속통상)"
[鋭才の射手],영재의 사수
シルヴァ,실바

ゼルク・シュート,제르크・슛
ゼルク・シュート＋,제르크・슛+
"<span class=""prt-text-small"">光属性ダメージ(特大)/対象がウィークネスポイント状態時に性能UP/自分の奥義ゲージUP(**%)</span>","<span class=""prt-text-small"">빛속성 데미지(특대)/대상이 위크니스포인트 상태일때 성능 UP/자신의 오의 게이지 UP(**%)</span>"
インビジブルホーク,인비저블 호크
インビジブルホーク＋,인비저블 호크+
"<div class=""prt-text-small"">潜伏状態となり敵に狙われなくなる/自分のクリティカル確率UP/奥義ダメージ上限UP/高揚効果/防御DOWN</div>","<div class=""prt-text-small"">은신 상태가 되며 적에게 노려지지 않음 / 자신의 크리티컬 확률 UP / 오의데미지 상한 UP / 고양효과 / 방어력 DOWN</div>"
アクーメン,아큐멘
アクーメン＋,아큐멘+
敵に攻防DOWN/ウィークネスポイントを付与,적의 공방DOWN / 위크니스포인트 를 부여
ハイド・シューティング,하이드・슈팅
"<div class=""prt-text-small"">自分とサブメンバーの一人を入れ替える<br><span class=""text-blue"">◆入れ替わったあと援護射撃を行う</span></div>","<div class=""prt-text-small"">자신과 서브 멤버 중 한명을 교체<br><span class=""text-blue"">◆교대 후 원호사격을 행함</span></div>"
スポッター,스폿터
光属性キャラがクリティカル発動時にダメージ上限UP,빛 속성 캐릭터가 크리티컬 발동시 데미지 상한 UP
コラテラルブリット,콜래트럴 불릿
チェインバースト「アセンション」発生時に敵に光属性ダメージ,체인 버스트  「어센션」  발생시 적에게 빛속성 추가데미지


!아미라(SSR)
[舞い降りし少女],[춤추듯 내려온 소녀]
アーミラ,아미라

アヴァンタジア,아반타지아
アヴァンタジア＋,아반타지아+
光属性ダメージ(特大),광속성 데미지(특대)
バルサゴス,바르사고스
バルサゴス＋,바르사고스+
味方全体の連続攻撃確率UP/奥義ゲージ上昇量UP,아군 전체의 연속공격확률UP / 오의 게이지 상승량UP
パワーウィズイン,파워ー위즈인
パワーウィズイン＋,파워ー위즈인+
パワーウィズイン＋＋,파워ー위즈인++
"<div class=""prt-text-small"">敵のモードゲージと味方の奥義ゲージを吸収して自分の奥義ゲージに変換/奥義ダメージUP(*回)</div>","<div class=""prt-text-small"">적의 모드 게이지와 아군의 오의 게이지를 흡수하여 자신의 오의 게이지로 변환 / 오의 데미지 UP(*회)</div>"
半神半魔,반신반마
半神半魔＋,반신반마+
"闇属性の特性を得る　<span class=""text-blue"">◆奥義ゲージを***％消費</span>","암속성의 특성을 얻는다　<span class=""text-blue"">◆오의 게이지를 ***％소비</span>"
片翼の悪魔,편익의 악마
奥義ゲージ上昇量UP,오의 게이지 상승량 UP
ヒドゥンキー,히든키
半神半魔時に攻防UP/必ず連続攻撃/弱体効果無効/被ダメージでカウンター(*回),반신반마 시 공방 UP/반드시 연속공격/약체효과 무효/데미지를 받으면 카운터(*회)


!알베르(SSR)
[雷迅卿],[뇌신경]
アルベール,알베르

レヴィン・アナイアレイション,레비온・어나이어레이션
光属性ダメージ(特大)/自分に光属性追撃効果/雷の裁きを付与,광속성 데미지(특대)/자신에게 광속성 추격효과/천둥의 심판을 부여
インパルススラッシュ,인펄스 슬래쉬
インパルススラッシュ＋,인펄스 슬래쉬+
敵に光属性と火属性ダメージ/光属性防御DOWN,적에게 광속성과 화속성 데미지/광속성 방어 DOWN
エレクトロンブレード,일렉트론 블레이드
エレクトロンブレード＋,일렉트론 블레이드+
エレクトロンブレード＋＋,일렉트론 블레이드++
"<div class=""prt-text-small"">敵全体に光属性ダメージ/スロウ効果<br><span class=""text-blue"">◆雷の裁き消費：*回発動/自分が効果中必ずトリプルアタック</span></div>","<div class=""prt-text-small"">적 전체에게 광속성 데미지/슬로우 효과<br><span class=""text-blue"">◆천둥의 심판 소비：*회 발동/자신이 효과 중심의 트리플 어택</span></div>"
ライトニングバースト,라이트닝 버스트
ライトニングバースト＋,라이트닝 버스트+
"<div class=""prt-text-small"">次のアビリティ性能大幅UP/自分に帯電効果/次のターン進行時に攻撃行動を*回行う</div>","<div class=""prt-text-small"">다음에 사용하는 어빌리티 성능 대폭 UP/자신에게 대전효과/다음 턴 진행시 공격행동을 *회 한다</div>"
サンダーレイド,썬더 레이드
自分が即座に奥義発動可能/他のアビリティが即時使用可能になる,자신이 즉시 오의발동가능/다른 어빌리티를 즉시 사용가능하게 된다
雷迅卿,뇌신경
自分が帯電状態の時に敵からの被ダメージの一部を反射,자신이 대전상태일 때 적에게 받는 데미지의 일부를 반사
レヴィオンセイバー,레비온 세이버
必ず連続攻撃,반드시 연속공격


"!이루자(SSR,광속통상)"
[動乱の指導者],[혼란 속의 지도자]
イルザ,이루자

バースト・リムーバー,버스트 리무버
バースト・リムーバー＋,버스트 리무버+
光属性ダメージ(特大)/自分のリンクアビリティが即時使用可能/軍資を*追加,광속성 데미지(특대)/자신의 링크 어빌리티 쿨타임 초기화/군자를 1 추가
コールトゥアームズ,콜 투 암즈
コールトゥアームズ＋,콜 투 암즈+
"<div class=""prt-text-small"">味方全体に闇属性ダメージ軽減効果/自分が陣地戦を展開　<span class=""text-blue"">◆陣地戦中、敵が特殊技を発動時自分に軍資を*追加</span></div>","<div class=""prt-text-small""> 아군 전체에 어둠속성 데미지 경감효과 / 자신이 진지전을 전개 <span class=""text-blue"">◆ 진지전 중 적이 특수기 발동 시 자신에게 군자를 * 추가 </span> </div>"
ミッドナイト・ムーヴァー,미드나이트 무버
ミッドナイト・ムーヴァー＋,미드나이트 무버+
"<div class=""prt-text-small"">味方全体に光属性追撃効果/自分が機動戦を展開　<span class=""text-blue"">◆機動戦中、味方が回避に成功したターン終了時自分に軍資を*追加</span></div>","<div class=""prt-text-small"">아군 전체에 광속성 추격효과 / 자신이 기동전 전개 <span class=""text-blue"">◆기동전 중 아군이 회피에 성공한 턴 종료 시 자신에게 군자를 * 추가 </div>"
ガンズラス,건즈 란스
"<div class=""prt-text-small"">敵全体に光属性ダメージ<br><span class=""text-blue"">陣地戦中：味方全体のHP回復/防御UP(累積)<br>機動戦中：味方全体の連続攻撃確率UP(累積)</span></div>","<div class=""prt-text-small""> 적 전체에 광속성 데미지 <br> <span class=""text-blue""> 진지전 중: 아군 전체의 HP 회복/방어 UP(누적) <br> 기동전 중: 아군 전체의 연속 공격확률 UP(누적) </div>"
スイッチング・ウォーフェア,스위칭 스페어
"<div class=""prt-text-small"">陣地戦中は味方全体の防御UP/機動戦中は味方全体の回避率UP　<span class=""text-blue"">◆陣地戦と機動戦はどちらか一方のみ展開可能</span></div>","<div class=""prt-text-small""> 진지전 중에는 아군전체 방어 UP / 기동전 중에는 아군전체 회피율 UP <span class=""text-blue"">◆ 진지전과 기동전은 어느 한쪽만 전개 가능 </span> </div>"
鬼教官の兵站術,귀신 교관의 병참술
"<div class=""prt-text-small"">バトル開始時自分に軍資を*追加(最大*)　<span class=""text-blue"">◆ターン終了時に軍資を*消費してガンズラスを発動</span></div>","<div class=""prt-text-small"">배틀 시작시 자신에게 군자를 *추가(최대*) <span class=""text-blue"">◆턴 종료시 군자를 *소비하여 건즐 발동 </div>"


"!이오(SSR,리미티드)"
[蒼翠の魔法少女],[청록의 마법소녀]
イオ,이오

エレメンタル・オーバーリミット,엘레멘탈・오버 리미트
光属性ダメージ(特大)/魔力の渦Lvに応じて味方全体に強化効果/魔力の渦Lv*減少,광속성 데미지(특대)/마법의 소용돌이 Lv에 대응하여 아군 전체에게 강화효과/마법의 소용돌이 Lv* 감소
フラワリーセヴン,플라워리 세븐
フラワリーセヴン＋,플라워리 세븐+
フラワリーセヴン＋＋,플라워리 세븐++
"<div class=""prt-text-small"">ターゲットに関わらず*回弱点属性ダメージ<br><span class=""text-blue"">◆魔力の渦Lvに応じてダメージ回数/上限UP</span></div>","<div class=""prt-text-small"">타겟에 관계없이 *회 약점속성 데미지<br><span class=""text-blue"">◆마력의 소용돌이 Lv에 대응하여 데미지 횟수/상한 UP</span></div>"
メメントウィッシュ,메멘토위시
"味方全体のHPを回復/攻防UP<br><span class=""text-blue"">◆魔力の渦Lvに応じて性能UP</span>","아군 전체의 HP를 회복/공방 UP<br><span class=""text-blue"">◆마력의 소용돌이 Lv에 대응하여 성능 UP</span>"
魔力の渦,마력의 소용돌이
"奥義ゲージを魔力の渦効果に変換<span class=""text-blue""><br>◆**でLv+*/**でLv+*/**でLv+*</span>","오의 게이지를 마력의 소용돌이 효과로 변환<span class=""text-blue""><br>◆**로 Lv+*/**로 Lv+*/**로 Lv+*</span>"
封魔の杖,봉마의 지팡이
"自分に魔封杖効果<br><span class=""text-blue"">◆魔力の渦Lvを*消費</span>","자신에게 봉마지팡이 효과<br><span class=""text-blue"">◆마력의 소용돌이 Lv을 * 소비</span>"
クリスタル・ヴェール,크리스탈・베일
味方全体の闇属性ダメージを軽減,아군 전체의 암속성 데미지를 경감
エンチャント・ライト,인챈트・라이트
エンチャント・ライト＋,인챈트・라이트+
"味方全体の光属性攻撃UP/弱体耐性UP<br><span class=""text-blue"">◆魔力の渦Lvに応じて効果UP</span>","아군 전체의 광속성 공격 UP/약체내성 UP<br><span class=""text-blue"">◆마력의 소용돌이 Lv에 대응하여 효과 UP</span>"


"!잔다르크(SSR,광속통상)"
[聖乙女],[성처녀]
ジャンヌダルク,잔다르크
その手に平穏を,그 손에 평온을
誘いの手、振り払いて,유혹의 손을 뿌리치고
世界を穿つ楔,세계를 꿰뚫는 쐐기

神槍マルテ,신창 마르테
光属性ダメージ(特大),광속성 데미지(특대)
リヴァーサル,리버설
敵の防御DOWN,적의 방어 DOWN
エンカレッジメント,인커리지먼트
味方全体の奥義ゲージUP(**%),아군 전체의 오의 게이지UP(**%)
アドヴェント・エターナル,어드밴트・이터널
ラ・ピュセル,라・퓌셀
クリティカル確率UP,크리티컬 확률UP


"!잔다르크(SSR,리미티드)"
[純白の聖乙女],[순백의 성처녀]
ジャンヌダルク,잔다르크

ソヴァール・ド・ブリエ,소바르・드・프리에
ソヴァール・ド・ブリエ＋,소바르・드・프리에＋
光属性ダメージ(特大)/次に発動するサンクティファイの効果が全体化/即時使用可能,광속성데미지(특대) / 다음에 발동하는 생티파이의 효과가 전체화 / 즉시 사용가능
セイクリッド・リヴァーサル,세이크리드 리버설
セイクリッド・リヴァーサル＋,세이크리드 리버설＋
敵全体に攻防DOWN/神罰の槍効果,적 전체의 방어 DOWN / 신벌의 창 효과
サンクティファイ,생티파이
サンクティファイ＋,생티파이＋
自分が必ずトリプルアタック/ストレングス効果,자신이 반드시 트리플 어택 / 스트랭스 효과
エターナル・ディヴァイン,이터널 디바인
光属性キャラにクリティカル確率UP/ダメージ上限UP/攻撃大幅UP(*回),광속성 캐릭터에게 크리티컬 확률 UP / 데미지 상한 UP / 공격력 대폭 UP(*회)
ドレス・ラ・ピュセル,드레스・라・퓌셀
"<div class=""prt-text-small"">自分がトリプルアタック時にエターナル・ディヴァインの使用可能ターンと再使用間隔が*ターン短縮/光属性キャラがトリプルアタック時に光属性追撃効果</div>","<div class=""prt-text-small"">자신이 트리플 어택시 이터널 디바인의 사용 가능 턴수가 *턴 단축 / 광속성 캐릭터가 트리플 어택시 광속성 추격 효과</div>"
聖布の乙女,성포의 처녀
味方全体の強化効果「光属性攻撃UP」の効果UP,아군전체의 강화효과 「광속성 공격 UP」의 효과 UP


"!제타(SSR,수영복)"
[真夏の穿光],[한여름의 천광]
ゼタ,제타

星の獣を狩る者も、しばしの憩いにと訪れた地では、槍のごとく鋭き眼光はやわらぐものだ。こだわりの水着に身を包み、海の幸を頬張り喜ぶさまは町娘のようにかしましい。かくして騎士は牙を休ませ、新たな戦を越える力を蓄える。,"별의 짐승을 사냥하는 자도, 잠시 휴식하러 방문한 땅에서는 창처럼 날카로운 안광이 누그러지는 것이다. 엄선한 수영복으로 몸을 감싸고, 해산물 요리를 맛보며 기뻐하는 모습은 마을 처녀처럼 소란스럽다. 이렇게 기사는 이빨을 집어넣고, 새로운 전투를 뛰어넘을 힘을 기른다."

水着を着ない理由,수영복을 입지 않는 이유
水着とアルベスの槍,수영복과 알베스의 창

プロミネンスダイヴ＋,프로미넌스 다이브+
光属性ダメージ(特大)/自分の奥義ゲージ上昇量UP,광속성 데미지(특대) / 자신의 오의 게이지 상승량 UP
ライムス,라임스
ライムス＋,라임스+
自分の攻撃UP(大)/敵に弱体耐性DOWN/アルベス・フェルマーレを付与,자신의 공격 UP(대) / 적의 약체내성 DOWN / 알베스・펠마레를 부여
ラプソディー,랩소디
ラプソディー＋,랩소디+
