orig,kr
風属性キャラの最大HP上昇(大),풍속성 캐릭터의 최대HP 상승(대)
バトル開始時から*ターンの間風属性キャラの攻撃力上昇,배틀 시작시부터 *턴동안 풍속성 캐릭터의 공격력 상승
風属性キャラの攻撃力上昇(大)/風属性キャラの最大HP-**%,풍속성 캐릭터의 공격력 상승(대) / 풍속성 캐릭터의 최대 HP -**%
*番目に配置された風属性キャラのトリプルアタック確率UP(大)/攻撃力**%減少(武器スキル合計から-**%),*번째에 배치된 풍속성 캐릭터의 트리플어택 확률UP(대)/공격력이**%감소
経過ターンに応じて風属性キャラの連続攻撃確率上昇,경과된 턴에 따라 풍속성 캐릭터의 연속공격 확률 상승
風属性キャラのHPが多いほど攻撃力が上昇(中),풍속성 캐릭터의 HP가 많을 수록 공격력 상승(중)
風属性キャラのクリティカル確率上昇(大),풍속성 캐릭터의 크리티컬 확률 상승(대)
風属性キャラの最大HP上昇(小)/ダブルアタック確率上昇(小),풍속성 캐릭터의 최대 HP 상승(소) / 더블어택 확률 상승(소)
風属性キャラの最大HP上昇(中)/ダブルアタック確率上昇(中),풍속성 캐릭터의 최대 HP 상승(중) / 더블어택 확률 상승(중)
風属性キャラの星晶獣の攻撃力上昇(中),풍속성 캐릭터의 성정수의 공격력 상승(중)
風属性キャラの攻撃力と最大HPが上昇(大),풍속성 캐릭터의 공격력과 최대 HP가 상승(대)
風属性キャラの攻撃力上昇(中)/ダブルアタック確率上昇(中),풍속성 캐릭터의 공격력 상승(중) / 더블어택 확률 상승(중)
風属性キャラの奥義ダメージUP(中),풍속성 캐릭터의 오의 데미지 UP(중)
風属性キャラのHPが少ないほど攻撃力が上昇(中),풍속성 캐릭터의 HP가 적을 수록 공격력이 상승(중)
風属性キャラが稀に回避カウンター(ダメージ中),풍속성 캐릭터가 가끔 회피하고 카운터(데미지중)
風属性キャラの最大HP上昇(中)/弱体耐性UP(中),풍속성 캐릭터의 최대HP 상승(중)/약체내성UP(중)
風属性キャラの連続攻撃確率上昇(中),풍속성 캐릭터의 연속공격 확률 상승(중)
光属性キャラの攻撃力上昇(大),광속성 캐릭터의 공격력 상승(대)
光属性キャラの攻撃力上昇(大),광속성 캐릭터의 공격력 상승(대)
光属性キャラの攻撃力上昇(特大),광속성 캐릭터의 공격력 상승(특대)

光属性キャラの回復上限上昇(大),광속성 캐릭터의 회복 상한 상승(대)
光属性キャラ属性キャラが稀に回避カウンター(ダメージ大)/光属性キャラのダブルアタック確率上昇（小）,광속성 캐릭터가 드물게 회피하고 카운터(데미지 대) / 광속성 캐릭터의 더블어택 확률 상승(소)
光属性キャラのHPが低いほど防御UP,광속성 캐릭터의 HP가 낮을 수록 방어력UP
光属性キャラの攻撃力上昇(大)/光属性キャラの最大HP-**%,광속성 캐릭터의 공격력 상승(대) / 광속성 캐릭터의 최대HP-**%
光属性キャラの連続攻撃確率上昇(大),광속성 캐릭터의 연속공격 확률 상승(대)
光属性キャラの奥義ダメージUP(大),광속성 캐릭터의 오의 데미지 UP(대)
光属性キャラの攻撃力と最大HPが上昇(大),광속성 캐릭터의 공격력과 최대HP가 상승(대)
光属性キャラの攻撃力上昇(大)/クリティカル確率上昇(大),광속성 캐릭터의 공격력 상승(대)/크리티컬 확률 상승(대)
光属性キャラのHPが多いほど攻撃力が上昇(大),광속성 캐릭터의 HP가 많을 수록 공격력 상승(대)
光属性キャラのHPが少ないほど攻撃力が上昇(大),광속성 캐릭터의 HP가 적을 수록 공격력이 상승(대)
光属性キャラの攻撃力上昇(大),광속성 캐릭터의 공격력 상승(대)
光属性キャラの最大HP上昇(大),광속성 캐릭터의 최대HP 상승(대)

光属性キャラの攻撃力と最大HPが上昇(大),광속성 캐릭터의 공격력과 최대HP가 상승(대)
光属性キャラ属性キャラが稀に回避カウンター(ダメージ大)/光属性キャラのダブルアタック確率上昇（小）,광속성 캐릭터가 드물게 회피하고 카운터(데미지 대) / 광속성 캐릭터의 더블어택 확률 상승(소)
光属性キャラの攻撃力上昇(小)/クリティカル確率上昇(小),광속성 캐릭터의 공격력 상승(소)/크리티컬 확률 상승(소)
光属性キャラのHPが少ないほど攻撃力が上昇(小),광속성 캐릭터의 HP가 적을 수록 공격력이 상승(소)

光属性キャラのHPが多いほど攻撃力が上昇(中),광속성 캐릭터의 HP가 많을 수록 공격력 상승(중)
光属性キャラが稀に回避カウンター(ダメージ中)/クリティカル確率上昇(中),광속성 캐릭터가 가끔 회피하고 카운터(데미지중)/크리티컬 확률 상승(중)
バトル開始時、光属性キャラにバリア効果,배틀개시시、광속성 캐릭터에게 배리어 효과
光属性キャラのHPが多いほど攻撃力が上昇(中),광속성 캐릭터의 HP가 많을 수록 공격력 상승(중)
光属性キャラの奥義ダメージUP(中)/奥義ダメージ上限上昇(中),광속성 캐릭터의 오의 데미지 UP(중) / 오의 데미지 상한 상승(중)

闇属性キャラの攻撃力上昇(特大),암속성 캐릭터의 공격력 상승(특대)
闇属性キャラの最大HP上昇(大),암속성 캐릭터의 최대 HP 상승(대)
闇属性攻撃で弱点を突いた時、クリティカル確率上昇(大),암속성 공격으로 약점을 찔렀을 경우、크리티컬확률상승(대)
闇属性キャラのHPが少ないほど攻撃力が上昇(大),암속성 캐릭터의 HP가 적을 수록 공격력이 상승(대)
闇属性キャラの連続攻撃確率上昇(大),암속성 캐릭터의 연속공격 확률 상승(대)
闇属性キャラのHPが低いほど防御UP,암속성 캐릭터의 HP가 낮을 수록 방어력 UP
闇属性キャラの攻撃力上昇(大)/闇属性キャラの最大HP-**%,암속성 캐릭터의 공격력 상승(대) / 암속성 캐릭터의 최대 HP -**%
闇属性キャラ属性キャラが稀に回避カウンター(ダメージ大)/闇属性キャラのダブルアタック確率上昇（小）,암속성 캐릭터가 가끔 회피하고 카운터(데미지 대) / 암속성 캐릭터의 더블어택 확률 상승(소)
闇属性キャラの回復上限上昇(大),암속성 캐릭터의 회복 상한 상승(대)
闇属性キャラの奥義ダメージUP(大)/奥義ダメージ上限上昇(大),암속성 캐릭터의 오의 데미지 UP(대) / 오의 데미지 상한 상승(대)
闇属性キャラの攻撃力と最大HPが上昇(大),암속성 캐릭터의 공격력과 최대 HP가 상승(대)
闇属性キャラの奥義ダメージUP(大),암속성 캐릭터의 오의 데미지 UP(대)
経過ターンに応じて闇属性キャラの闇属性攻撃力が上昇(大),경과된 턴에 따라 암속성 캐릭터의 암속성 공격력이 상승(대)

闇属性キャラの攻撃力上昇(大),암속성 캐릭터의 공격력 상승(대)
闇属性キャラの最大HP上昇(中),암속성 캐릭터의 최대 HP 상승(중)
闇属性キャラのHP上昇(大),암속성 캐릭터의 HP 상승(대)
闇属性キャラのHPが少ないほど攻撃力が上昇(小),암속성 캐릭터의 HP가 적을 수록 공격력이 상승(소)
闇属性キャラの攻撃力上昇(大)/闇属性キャラの最大HP-**%,암속성 캐릭터의 공격력 상승(대) / 암속성 캐릭터의 최대 HP -**%
闇属性キャラの連続攻撃確率上昇(大),암속성 캐릭터의 연속공격 확률 상승(대)
闇属性キャラが稀に回避カウンター(ダメージ大)/ダブルアタック確率上昇(小),암속성 캐릭터가 가끔 회피하고 카운터(데미지 대) / 더블어택 확률 상승(소)
闇属性キャラのダブルアタック確率上昇(中)/クリティカル確率上昇(中),암속성 캐릭터의 더블어택 확률 상승(중) / 크리티컬 확률 상승(중)
闇属性キャラの攻撃力と最大HPが上昇(中),암속성 캐릭터의 공격력과 최대 HP가 상승(중)
闇属性キャラの攻撃力と最大HPが上昇(大),암속성 캐릭터의 공격력과 최대 HP가 상승(대)



火属性攻撃で弱点を突いた時、クリティカル確率上昇(中),화속성 공격으로 약점을 찔렀을 경우、크리티컬 확률 상승(중)
火属性キャラ属性キャラが稀に回避カウンター(ダメージ中),화속성 캐릭터가 가끔 회피하고 카운터(데미지 중)
火属性キャラのHPが少ないほど攻撃力が上昇(中),화속성 캐릭터의 HP가 적을 수록 공격력이 상승(중)
火属性キャラの攻撃力上昇(中)/弱点を突いた時クリティカル確率上昇(中),화속성 캐릭터의 공격력 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
火属性キャラの攻撃力上昇(中)/ダブルアタック確率DOWN,화속성 캐릭터의 공격력 상승(중) / 더블어택 확률 DOWN
火属性キャラのダブルアタック確率上昇(中)/弱点を突いた時クリティカル確率上昇(中),화속성 캐릭터의 더블어택 확률 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
火属性キャラの攻撃力上昇(中)/ダブルアタック確率上昇(中),화속성 캐릭터의 공격력 상승(중) / 더블어택 확률 상승(중)
火属性キャラの回復上限上昇(中),화속성 캐릭터의 회복 상한 상승(중)
経過ターンに応じて火属性キャラの火属性攻撃力が上昇(中),경과된 턴에 따라 화속성 캐릭터의 화속성 공격력이 상승(중)
火属性キャラの攻撃力と最大HPが上昇(中),화속성 캐릭터의 공격력과 최대 HP가 상승(중)
火属性キャラの攻撃力上昇(中),화속성 캐릭터의 공격력 상승(중)
水属性キャラの攻撃力上昇(中),수속성 캐릭터의 공격력 상승(중)

水属性攻撃で弱点を突いた時、クリティカル確率上昇(中),수속성 공격으로 약점을 찔렀을 경우、크리티컬 확률 상승(중)
水属性キャラ属性キャラが稀に回避カウンター(ダメージ中),수속성 캐릭터가 가끔 회피하고 카운터(데미지 중)
水属性キャラのダブルアタック確率上昇(中),수속성 캐릭터의 더블어택 확률 상승(중)
水属性キャラの連続攻撃確率上昇(中),수속성 캐릭터의 연속공격 확률 상승(중)
水属性キャラの回復上限上昇(中),수속성 캐릭터의 회복 상한 상승(중)
水属性キャラのHPが少ないほど攻撃力が上昇(中),수속성 캐릭터의 HP가 적을 수록 공격력이 상승(중)
水属性キャラの攻撃力上昇(中)/弱点を突いた時クリティカル確率上昇(中),수속성 캐릭터의 공격력 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
水属性キャラの攻撃力上昇(中)/ダブルアタック確率DOWN,수속성 캐릭터의 공격력 상승(중) / 더블어택 확률 DOWN
水属性キャラのダブルアタック確率上昇(中)/弱点を突いた時クリティカル確率上昇(中),수속성 캐릭터의 더블어택 확률 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
水属性キャラの星晶獣の攻撃力上昇(中),수속성 캐릭터의 성정수의 공격력 상승(중)
水属性キャラの最大HP上昇(中)/弱体耐性UP(中),수속성 캐릭터의 최대 HP 상승(중) / 약체내성 UP(중)
水属性キャラの攻撃力上昇(中),수속성 캐릭터의 공격력 상승(중)

土属性キャラの最大HP上昇(中),토속성 캐릭터의 최대 HP 상승(중)
土属性攻撃で弱点を突いた時、クリティカル確率上昇(中),토속성 공격으로 약점을 찔렀을 경우、크리티컬 확률 상승(중)
土属性キャラ属性キャラが稀に回避カウンター(ダメージ中),토속성 캐릭터가 가끔 회피하고 카운터(데미지 중)
土属性キャラのHPが少ないほど攻撃力が上昇(中),토속성 캐릭터의 HP가 적을 수록 공격력이 상승(중)
土属性キャラの攻撃力上昇(中)/弱点を突いた時クリティカル確率上昇(中),토속성 캐릭터의 공격력 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
土属性キャラの攻撃力上昇(中)/ダブルアタック確率DOWN,토속성 캐릭터의 공격력 상승(중) / 더블어택 확률 DOWN
土属性キャラのダブルアタック確率上昇(中)/弱点を突いた時クリティカル確率上昇(中),토속성 캐릭터의 더블어택 확률 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
土属性キャラの回復上限上昇(中),토속성 캐릭터의 회복 상한 상승(중)
土属性キャラの攻撃力上昇(中)/ダブルアタック確率上昇(中),토속성 캐릭터의 공격력 상승(중) / 더블어택 확률 상승(중)
土属性キャラのHPが多いほど攻撃力が上昇(中),토속성 캐릭터의 HP가 많을 수록 공격력 상승(중)
土属性キャラのダブルアタック確率上昇(中),토속성 캐릭터의 더블어택 확률 상승(중)
土属性キャラの奥義ダメージUP(中)/奥義ダメージ上限上昇(中),토속성 캐릭터의 오의 데미지 UP(중) / 오의 데미지 상한 상승(중)
土属性キャラの弱体耐性UP(中),토속성 캐릭터의 약체내성 UP(중)
土属性キャラの攻撃力上昇(中),토속성 캐릭터의 공격력 상승(중)
土属性キャラの最大HP上昇(中),토속성 캐릭터의 최대 HP 상승(중)
風属性キャラの攻撃力上昇(中),풍속성 캐릭터의 공격력 상승(중)
風属性キャラの最大HP上昇(中),풍속성 캐릭터의 최대 HP 상승(중)
風属性攻撃で弱点を突いた時、クリティカル確率上昇(中),풍속성 공격으로 약점을 찔렀을 경우、크리티컬 확률 상승(중)
風属性キャラのダブルアタック確率上昇(中),풍속성 캐릭터의 더블어택 확률 상승(중)
風属性キャラ属性キャラが稀に回避カウンター(ダメージ中),풍속성 캐릭터가 가끔 회피하고 카운터(데미지 중)
風属性キャラの回復上限上昇(中),풍속성 캐릭터의 회복 상한 상승(중)
バトル開始時から*ターンの間風属性キャラの攻撃力上昇
風属性キャラの攻撃力上昇(中)/弱点を突いた時クリティカル確率上昇(中),풍속성 캐릭터의 공격력 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
風属性キャラのダブルアタック確率上昇(中)/弱点を突いた時クリティカル確率上昇(中),풍속성 캐릭터의 더블어택 확률 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
風属性キャラの攻撃力上昇(中)/ダブルアタック確率DOWN,풍속성 캐릭터의 공격력 상승(중) / 더블어택 확률 DOWN
風属性キャラの攻撃力上昇(中),풍속성 캐릭터의 공격력 상승(중)
風属性キャラのHPが少ないほど攻撃力が上昇(小),풍속성 캐릭터의 HP가 적을 수록 공격력이 상승(소)
光属性キャラの攻撃力上昇(中),광속성 캐릭터의 공격력 상승(중)
光属性キャラの最大HP上昇(中),광속성 캐릭터의 최대 HP 상승(중)
光属性攻撃で弱点を突いた時、クリティカル確率上昇(中),광속성 공격으로 약점을 찔렀을 경우、크리티컬 확률 상승(중)
光属性キャラのダブルアタック確率上昇(中),광속성 캐릭터의 더블어택 확률 상승(중)

光属性キャラの回復上限上昇(中),광속성 캐릭터의 회복 상한 상승(중)
光属性キャラのHPが少ないほど攻撃力が上昇(中),광속성 캐릭터의 HP가 적을 수록 공격력이 상승(중)
光属性キャラの攻撃力上昇(中)/弱点を突いた時クリティカル確率上昇(中),광속성 캐릭터의 공격력 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
光属性キャラの攻撃力上昇(中)/ダブルアタック確率DOWN,광속성 캐릭터의 공격력 상승(중) / 더블어택 확률 DOWN
光属性キャラのダブルアタック確率上昇(中)/弱点を突いた時クリティカル確率上昇(中),광속성 캐릭터의 더블어택 확률 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
光属性キャラの攻撃力上昇(中)/ダブルアタック確率上昇(中),광속성 캐릭터의 공격력 상승(중) / 더블어택 확률 상승(중)
経過ターンに応じて光属性キャラの光属性攻撃力が上昇(中),경과된 턴에 따라 광속성 캐릭터의 광속성 공격력이 상승(중)
闇属性キャラの攻撃力上昇(中),암속성 캐릭터의 공격력 상승(중)
闇属性キャラの最大HP上昇(中),암속성 캐릭터의 최대 HP 상승(중)
闇属性攻撃で弱点を突いた時、クリティカル確率上昇(中),암속성 공격으로 약점을 찔렀을 경우、크리티컬 확률 상승(중)
闇属性キャラのダブルアタック確率上昇(中),암속성 캐릭터의 더블어택 확률 상승(중)
闇属性キャラ属性キャラが稀に回避カウンター(ダメージ中),암속성 캐릭터가 가끔 회피하고 카운터(데미지 중)
闇属性キャラのHPが少ないほど攻撃力が上昇(中),암속성 캐릭터의 HP가 적을 수록 공격력이 상승(중)
闇属性キャラの回復上限上昇(中),암속성 캐릭터의 회복 상한 상승(중)
闇属性キャラの攻撃力上昇(中)/弱点を突いた時クリティカル確率上昇(中),암속성 캐릭터의 공격력 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
闇属性キャラの攻撃力上昇(中)/ダブルアタック確率DOWN,암속성 캐릭터의 공격력 상승(중) / 더블어택 확률 DOWN
闇属性キャラのダブルアタック確率上昇(中)/弱点を突いた時クリティカル確率上昇(中),암속성 캐릭터의 더블어택 확률 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
闇属性キャラの攻撃力と最大HPが上昇(中),암속성 캐릭터의 공격력과 최대 HP가 상승(중)
闇属性キャラのHPが少ないほど防御力上昇(中),암속성 캐릭터의 HP가 적을 수록 방어력 상승(중)
闇属性キャラのHPが多いほど攻撃力が上昇(中),암속성 캐릭터의 HP가 많을 수록 공격력 상승(중)
闇属性キャラの奥義ダメージUP(中),암속성 캐릭터의 오의 데미지 UP(중)
闇属性キャラの最大HP上昇(中)/弱体耐性UP(中),암속성 캐릭터의 최대 HP 상승(중) / 약체내성 UP(중)
闇属性キャラの連続攻撃確率上昇(中),암속성 캐릭터의 연속공격 확률 상승(중)


火属性キャラのダブルアタック確率上昇(小),화속성 캐릭터의 더블어택 확률 상승(소)
火属性キャラの連続攻撃確率上昇(小),화속성 캐릭터의 연속공격 확률 상승(소)
火属性攻撃で弱点を突いた時、クリティカル確率上昇(小),화속성 공격으로 약점을 찔렀을 경우、크리티컬확률상승(소)
火属性キャラのHPが少ないほど攻撃力が上昇(小),화속성 캐릭터의 HP가 적을 수록 공격력이 상승(소)
火属性キャラの回復上限上昇(小),화속성 캐릭터의 회복 상한 상승(소)
火属性キャラ属性キャラが稀に回避カウンター(ダメージ小),화속성 캐릭터가 가끔 회피하고 카운터(데미지소)
火属性キャラの攻撃力と最大HPが上昇(小),화속성 캐릭터의 공격력과 최대 HP가 상승(소)

火属性キャラのHPが多いほど攻撃力が上昇(小),화속성 캐릭터의 HP가 많을 수록 공격력 상승(소)
水属性キャラの攻撃力上昇(小),수속성 캐릭터의 공격력 상승(소)
水属性キャラの最大HP上昇(小),수속성 캐릭터의 최대 HP 상승(소)
水属性キャラのダブルアタック確率上昇(小),수속성 캐릭터의 더블어택 확률 상승(소)
水属性キャラの連続攻撃確率上昇(小),수속성 캐릭터의 연속공격 확률 상승(소)
水属性キャラの攻撃力と最大HPが上昇(小),수속성 캐릭터의 공격력과 최대 HP가 상승(소)
水属性キャラのHPが少ないほど攻撃力が上昇(小),수속성 캐릭터의 HP가 적을 수록 공격력이 상승(소)
土属性キャラの攻撃力上昇(小),토속성 캐릭터의 공격력 상승(소)
土属性キャラの最大HP上昇(小),토속성 캐릭터의 최대 HP 상승(소)
土属性キャラのダブルアタック確率上昇(小),토속성 캐릭터의 더블어택 확률 상승(소)
土属性キャラの攻撃力と最大HPが上昇(小),토속성 캐릭터의 공격력과 최대 HP가 상승(소)
土属性キャラのHPが少ないほど攻撃力が上昇(小),토속성 캐릭터의 HP가 적을 수록 공격력이 상승(소)
土属性キャラの奥義ダメージUP(小),토속성 캐릭터의 오의 데미지 UP(소)
土属性キャラの攻撃力上昇(小)/トリプルアタック確率上昇(小),토속성 캐릭터의 공격력 상승(소) / 트리플어택 확률 상승(소)
土属性キャラの最大HP上昇(小)/クリティカル確率上昇(小),토속성 캐릭터의 최대 HP 상승(소) / 크리티컬 확률 상승(소)
土属性キャラのHPが多いほど攻撃力が上昇(小),토속성 캐릭터의 HP가 많을 수록 공격력 상승(소)
土属性キャラのHPが少ないほど防御力上昇(小),토속성 캐릭터의 HP가 적을 수록 방어력 상승(소)
風属性キャラの攻撃力上昇(小),풍속성 캐릭터의 공격력 상승(소)
風属性キャラの最大HP上昇(小),풍속성 캐릭터의 최대 HP 상승(소)
風属性キャラの回復上限上昇(小),풍속성 캐릭터의 회복 상한 상승(소)
風属性攻撃で弱点を突いた時、クリティカル確率上昇(小),풍속성 공격으로 약점을 찔렀을 경우、크리티컬확률상승(소)
風属性キャラ属性キャラが稀に回避カウンター(ダメージ小),풍속성 캐릭터가 가끔 회피하고 카운터(데미지소)
風属性キャラの攻撃力と最大HPが上昇(小),풍속성 캐릭터의 공격력과 최대 HP가 상승(소)
風属性キャラのダブルアタック確率上昇(小),풍속성 캐릭터의 더블어택 확률 상승(소)
風属性キャラの弱体耐性UP(小),풍속성 캐릭터의 약체내성 UP(소)
風属性キャラのHPが少ないほど防御力上昇(小),풍속성 캐릭터의 HP가 적을 수록 방어력 상승(소)
風属性キャラの奥義ダメージUP(小),풍속성 캐릭터의 오의 데미지 UP(소)
風属性キャラの攻撃力上昇(小)/トリプルアタック確率上昇(小),풍속성 캐릭터의 공격력 상승(소) / 트리플어택 확률 상승(소)
風属性キャラのダブルアタック確率上昇(小)/クリティカル確率上昇(小),풍속성 캐릭터의 더블어택 확률 상승(소) / 크리티컬 확률 상승(소)

光属性キャラの最大HP上昇(小),광속성 캐릭터의 최대 HP 상승(소)
光属性キャラのダブルアタック確率上昇(小),광속성 캐릭터의 더블어택 확률 상승(소)
光属性キャラの連続攻撃確率上昇(小),광속성 캐릭터의 연속공격 확률 상승(소)
光属性キャラの攻撃力と最大HPが上昇(小),광속성 캐릭터의 공격력과 최대 HP가 상승(소)
光属性キャラのHPが少ないほど攻撃力が上昇(小),광속성 캐릭터의 HP가 적을 수록 공격력이 상승(소)
光属性キャラの奥義ダメージUP(小),광속성 캐릭터의 오의 데미지 UP(소)
光属性キャラの弱体耐性UP(小),광속성 캐릭터의 약체내성 UP(소)
光属性キャラの最大HP上昇(小)/弱体耐性UP(小),광속성 캐릭터의 최대HP 상승(소) / 약체내성 UP(소)
光属性キャラのクリティカル確率上昇(小),광속성 캐릭터의 크리티컬 확률 상승(소)
光属性のキャラが闇属性の敵に対して与ダメージUP,광속성 캐릭터가 암속성 적에게 가하는 데미지 UP
光属性のキャラが闇属性の敵に対して与ダメージUP,광속성 캐릭터가 암속성 적에게 가하는 데미지 UP
闇属性キャラの攻撃力上昇(小),암속성 캐릭터의 공격력 상승(소)
闇属性キャラの最大HP上昇(小),암속성 캐릭터의 최대 HP 상승(소)
闇属性攻撃で弱点を突いた時、クリティカル確率上昇(小),암속성 공격으로 약점을 찔렀을 경우、크리티컬확률상승(소)
闇属性キャラのダブルアタック確率上昇(小),암속성 캐릭터의 더블어택 확률 상승(소)
闇属性キャラの連続攻撃確率上昇(小),암속성 캐릭터의 연속공격 확률 상승(소)
闇属性キャラの攻撃力と最大HPが上昇(小),암속성 캐릭터의 공격력과 최대 HP가 상승(소)
闇属性キャラのHPが少ないほど攻撃力が上昇(小),암속성 캐릭터의 HP가 적을 수록 공격력이 상승(소)
闇属性キャラの攻撃力上昇(小)/弱点を突いた時クリティカル確率上昇(小),암속성 캐릭터의 공격력 상승(소) / 약점을 찔렀을 때 크리티컬 확률 상승(소)
闇属性キャラのダブルアタック確率上昇(小)/クリティカル確率上昇(小),암속성 캐릭터의 더블어택 확률 상승(소) / 크리티컬 확률 상승(소)
闇属性キャラの攻撃力上昇(小)/トリプルアタック確率上昇(小),암속성 캐릭터의 공격력 상승(소) / 트리플어택 확률 상승(소)
水属性キャラの防御力上昇,수속성 캐릭터의 방어력 상승
闇属性のキャラが光属性の敵に対して与ダメージUP,암속성 캐릭터가 광속성 적에게 가하는 데미지 UP
闇属性のキャラが光属性の敵に対して与ダメージUP,암속성 캐릭터가 광속성 적에게 가하는 데미지 UP
闇属性キャラの攻撃力上昇(大)/闇属性キャラのアビリティダメージ上限UP　◆攻撃力上昇効果は「奈落の攻刃」として扱う,암속성 캐릭터의 공격력 상승(대) / 암속성 캐릭터의 어빌리티 데미지 상한 UP


!익시드 시리즈
イクシード・ファイア,익시드 파이어
火属性キャラの奥義ダメージ上限上昇,화속성 캐릭터의 오의 데미지 상한 상승

イクシード・ウォータ,익시드 워터
水属性キャラの奥義ダメージ上限上昇,수속성 캐릭터의 오의 데미지 상한 상승

イクシード・アース,익시드 어스
土属性キャラの奥義ダメージ上限上昇,토속성 캐릭터의 오의 데미지 상한 상승

イクシード・ライト,익시드 라이트
光属性キャラの奥義ダメージ上限上昇,광속성 캐릭터의 오의 데미지 상한 상승

イクシード・ダーク,익시드 다크
闇属性キャラの奥義ダメージ上限上昇,암속성 캐릭터의 오의 데미지 상한 상승




!아카룸 무기 (세피라)
セフィラテック・ファイア,세피라테크 파이어
アーカルムの転世で火属性キャラのクリティカル確率上昇(特大)
セフィラガード・ファイア,세피라가드 파이어
アーカルムの転世で火属性キャラの最大HP上昇(大)

セフィラテック・ウォータ,세피라테크 워터
アーカルムの転世で水属性キャラのクリティカル確率上昇(特大)
セフィラガード・アクア,세피라가드 아쿠아
アーカルムの転世で水属性キャラの最大HP上昇(大)

セフィラテック・アース,세피라테크 어스
アーカルムの転世で土属性キャラのクリティカル確率上昇(特大)
セフィラガード・アース,세피라가드 어스
アーカルムの転世で土属性キャラの最大HP上昇(大)

セフィラテック・ウィンド,세피라테크 윈드
アーカルムの転世で風属性キャラのクリティカル確率上昇(特大),아카룸의 전세에서 풍속성 캐릭터의 크리티컬 확률 상승(특대)
セフィラガード・ウィンド,세피라가드 윈드
アーカルムの転世で風属性キャラの最大HP上昇(大)

セフィラテック・ライト,세피라테크 라이트
アーカルムの転世で光属性キャラのクリティカル確率上昇(特大)
セフィラマキシ・ライト,세피라맥시 라이트
アーカルムの転世で光属性キャラのダメージ上限UP,아카룸의 전세에서 광속성 캐릭터의 데미지 상한 UP


セフィラテック・ダーク,세피라테크 다크
アーカルムの転世で闇属性キャラのクリティカル確率上昇(特大)



















!언노운
アンノウン・ATK II,언노운・ATK II
