orig,kr
!아르카나 소드 스킬
アルカナソードのアビリティ,아르카나 소드의 어빌리티
エレメンタルフォースII,엘레멘탈 포스 II
参戦者のアビリティダメージUP(大),참전자의 어빌리티 데미지 UP(대)
クイック,퀵
味方全体の連続攻撃確率UP,아군 전체의 연속공격 확률 UP
"エレメンタルフォースII<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","엘레멘탈 포스 II<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"クイック<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","퀵<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"

!다크펜서 스킬
ダークフェンサーのアビリティ,다크펜서의 어빌리티
ディレイII,딜레이 II
ミゼラブルミスト,미저러블 미스트
敵全体の攻撃DOWN/防御DOWN,적 전체의 공격 DOWN / 방어 DOWN
グラビティ,그래비티
敵の最大CT増加,적의 최대 CT증가
ヘイスティアクション,헤이스티 액션
アビリティの使用ターンを*ターン短縮,어빌리티의 사용 턴을 *턴 단축

"ミゼラブルミスト<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","미저러블 미스트<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"グラビティ<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","그래비티<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"




ディレイIII,딜레이 III
クイックダウン,퀵 다운
ブラッドソード,블러드 소드
アップリフト,업 리프트
アンプレディクト,언프레딕트
カオス,카오스
アブソーブ,업소브

!그래플러 스킬
グラップラーのアビリティ,그래플러의 어빌리티
カウンター,카운터
カウンター効果(回避/*回)/自分の攻撃UP,카운터 효과(회피/*회) / 자신의 공격UP
捨身の型,필사의 자세
自分の攻撃UP(大)/防御DOWN,자신의 공격 UP(대) / 방어 DOWN
防御力が減少した状態(回復不可),방어력이 감소한 상태(회복불가)
虎襲の構え,맹호의 자세
"カウンター<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","카운터<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"捨身の型<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","필사의 자세<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"


!쿵푸 스킬
クンフーのアビリティ,쿵푸의 어빌리티
捨身の型II,필사의 자세 II
自分の攻撃UP(特大)/防御DOWN,자신의 공격 UP(특대) / 방어DOWN
内功,내공
自分のHPを回復/防御UP,자신의 HP를 회복 / 방어 UP
カウンターII,카운터 II
"捨身の型II<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","필사의 자세 II<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"内功<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","내공<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"


!오거 스킬

闘気,투기
敵に自属性ダメージ/奥義ゲージUP,적에게 자신의 속성 데미지 / 오의 게이지 UP
羅喉阿修羅陣,나후아수라진
自分の奥義ゲージ上昇量UP,자신의 오의 게이지 상승량 UP
練気,연기
自分の攻撃UP(累積),자신의 공격 UP(누적)
一字構え,일자자세
敵対心UP/カウンターが発動しているとき反撃回数UP(*回),적대심 UP / 카운터가 발동했을 때 반격 횟수 UP(*회)
攻撃のターゲットになりやすい状態(消去不可),공격 대상이 되기 쉬운 상태(소거불가)
武神の極意,무신의 극의
羅喉阿修羅陣の奥義ゲージ上昇量UP/ターン短縮,나후아수라진의 오의 게이지 상승량 UP / 턴 단축


!레슬러 스킬
ナイフハンド・ストライク,나이프 핸드・스트라이크
ファイティングスピリット,파이팅 스피릿
マイクパフォーマンス,마이크 퍼포먼스
ツープラトン,투플라톤


!레인저 스킬
レンジャーのアビリティ,레인저의 어빌리티
ライトウェイト,라이트 웨이트
アローレイン,애로우 레인
敵全体に自属性ダメージ,적 전체에게 자신의 속성 데미지
精密射撃,정밀사격
"ライトウェイト<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","라이트 웨이트<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
効果中の被ダメージと弱体効果を無効化する状態,효과 중 받는 데미지와 약화 효과를 무효화하는 상태
攻撃力+***,공격력+***
アビリティダメージ+*％,어빌리티 데미지+*％


!명사수 스킬
マークスマンのアビリティ,명사수의 어빌리티
アローレインII,애로우 레인 II
敵全体に自属性ダメージ/攻撃DOWN(小),적 전체에게 자신의 속성 데미지 / 공격 DOWN(소)
ハードライン,하드라인
弱体状態の敵に大ダメージ,약화 상태의 적에게 대 데미지
"アローレインII<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","애로우 레인 II<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"



!사이드와인더 스킬

ライトウェイトII,라이트 웨이트 II
敵の全ての攻撃を回避/攻撃UP(特大),적의 모든 공격을 회피 / 공격 UP(특대)
アローレインIII,애로우 레인 III
敵全体に自属性ダメージ/攻撃DOWN(大),적 전체에게 자신의 속성 데미지 / 공격 DOWN(대)
キルストリーク,킬 스트릭
敵の弱体効果の数に応じて大ダメージ,적의 약화 효과 수에 따라 큰 데미지
スタディエイム,스테디 에임
敵にスタディエイムを付与/奥義ゲージUP,적에게 스테디 에임을 부여 / 오의 게이지 UP
チェンジ,체인지
自分とサブメンバーの一人を入れ替える,자신과 서브 멤버 한명을 교체
ターゲッティング,타기팅
キルストリークのダメージUP/ターン短縮,킬 스트릭의 데미지 UP / 턴 단축


!하운드독 스킬

チャフリリース,채프릴리스
タクティクスコマンド,태크닉 커맨드
ジャミング,재밍
トワイライトゾーン,트와일라이트 존
レイショナルショット,레이셔널 샷



!하피스트 스킬
ハーピストのアビリティ,하피스트의 어빌리티
オーヴァチュア,오버츄어
味方全体の回復性能UP　★楽器装備時に性能UP,아군 전체의 회복 성능 UP ★악기 장비시 성능 UP
チャームボイス,챰 보이스
敵に魅了効果　★楽器装備時に性能UP,적에게 매료 효과　★악기 장비시 성능 UP
カンタービレ,칸타빌레
オーバードライブ時の敵からの被ダメージ減少,오버드라이브 상태의 적에게 받는 데미지 감소
"オーヴァチュア<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","오버츄어<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"チャームボイス<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","챰 보이스<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
防御力+*％,방어력+*％
弱体耐性+*％,약화 내성+*％
回復アビリティの回復量が上昇した状態(累積),회복 어빌리티의 회복량이 상승한 상태(누적)
回復アビリティの回復上限が上昇した状態(累積),회복 어빌리티의 회복 상한이 상승한 상태(누적)

!민스트럴 스킬

チャームボイスII,챰 보이스II
ミンストレルソング,민스트럴 송
味方全体に再生効果　★楽器装備時に性能UP,아군 전체에게 재생 효과　★악기 장비시 성능 UP


!슈퍼스타 스킬

オーヴァチュアII,오버츄어 II
参戦者の回復性能UP(累積)　★楽器装備時に性能UP,참전자의 회복 성능 UP(누적)　★악기 장비시 성능 UP
ソウルピルファー,소울필퍼
敵全体の弱体耐性DOWN/味方全体の弱体耐性UP　★楽器装備時に性能UP,적 전체의 약화 내성 DOWN / 아군 전체의 약화 내성 UP　★악기 장비시 성능 UP
ソング・オブ・グランデ,송 오브 그랑데
味方全体のダブルアタック確率UP(大)　★楽器装備時に性能UP,아군 전체의 더블어택 확률 UP(대)　★악기 장비시 성능 UP
ひつじのうた,양의 노래
敵に睡眠効果/スロウ効果　★楽器装備時に性能UP,적에게 수면 효과 / 슬로우 효과　★악기 장비시 성능 UP
戦闘行動を封じられ、大ダメージを受ける状態（ダメージを受けた時解除）,전투행동이 봉인되고 큰 데미지를 받는 상태 （데미지를 받으면 해제）
トレマーラウンド,트레머라운드
参戦者の数に応じて味方全体の攻防UP,참전자 수에 따라 아군 전체의 공방 UP
アパッショナート,아파시오나토
ソング・オブ・グランデのダブルアタック確率UP<br>オーヴァチュアII使用時、参戦者の数に応じて味方全体の攻防UP,송 오브 그랑데의 더블어택 확률 UP<br>오버츄어 II 사용시 참전자 수에 따라 아군 전체의 공방 UP


!엘리시온 스킬

ソング・トゥ・ザ・デッド,송・투・더・데드
解放の歌声,해방의 가성
コール・オブ・アビス,콜・오브・어비스
コンクルージョン,컨클루전




!랜서 스킬
ランサーのアビリティ,랜서의 어빌리티
リードドライブ,리드 드라이브
"敵に自属性ダメージ<br><span class=""text-blue"">槍：ブレイク状態を維持<br>斧：モードゲージ減少</span>","적에게 자신의 속성 데미지<br><span class=""text-blue"">창：브레이크 상태를 유지<br>도끼：모드 게이지 감소</span>"
デュアルインパルス,듀얼 임펄스
"<div class=""prt-text-small"">効果中必ず連続攻撃<br><span class=""text-blue"">槍：参戦者のダブルアタック確率UP(小)<br>斧：敵のダブルアタック確率DOWN(小)</span></div>","<div class=""prt-text-small"">효과중 반드시 연속공격<br><span class=""text-blue"">창：참전자의 더블어택 확률 UP(소)<br>도끼：적의 더블어택 확률 DOWN(소)</span></div>"
ヴォリショナル,볼리셔널
槍装備時に攻撃UP<br>斧装備時に防御UP,창 장비시 공격 UP<br>도끼 장비시 방어 UP
"リードドライブ<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","리드 드라이브<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"デュアルインパルス<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","듀얼 임펄스<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
ダブルアタック確率+*％,더블어택 확률+*％
"ダブルアタック確率<span class=""value"">+*%</span>","더블어택 확률<span class=""value"">+*%</span>"
ブレイク時間が延長している状態,브레이크 시간이 연장되어 있는 상태

!드라군 스킬
ドラグーンのアビリティ,드라군의 어빌리티
デュアルインパルスII,듀얼 임펄스 II
"<div class=""prt-text-small"">効果中必ず連続攻撃<br><span class=""text-blue"">槍：参戦者のダブルアタック確率UP(中)<br>斧：敵のダブルアタック確率DOWN(中)</span></div>","<div class=""prt-text-small"">효과 중 반드시 연속공격<br><span class=""text-blue"">창：참전자의 더블어택 확률 UP(중)<br>도끼：적의 더블어택 확률 DOWN(중)</span></div>"
パイルリベレーション,파일 리버레이션
"<div class=""prt-text-small"">自分の奥義ゲージに応じて自属性ダメージ/攻撃UP/防御UP/自分にダメージ</div>","<div class=""prt-text-small"">자신의 오의 게이지에 따라 자신의 속성 데미지 / 공격 UP / 방어 UP / 자신에게 데미지</div>"
"デュアルインパルスII<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","듀얼 임펄스 II<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"パイルリベレーション<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","파일 리버레이션<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"


!발큐리아 스킬

リードドライブII,리드 드라이브 II
デュアルインパルスIII,듀얼 임펄스 III
"<div class=""prt-text-small"">効果中必ずトリプルアタック<br><span class=""text-blue"">槍：参戦者の連続攻撃確率UP(大)<br>斧：敵の連続攻撃確率DOWN(大)</span></div>","<div class=""prt-text-small"">효과 중 반드시 트리플어택<br><span class=""text-blue"">창：참전자의 더블어택 확률 UP(대)<br>도끼：적의 더블어택 확률 DOWN(대)</span></div>"
レゾナンスサージ,레저넌스 서지
敵に自属性ダメージ/自分のアビリティダメージUP(累積),적에게 자신의 속성 데미지 / 자신의 어빌리티 데미지 UP(누적)
ランドグリース,란드그리스
エインフェリアル,에인헤랴르
"毎ターン攻撃力UP　<span class=""text-blue"">◆被ダメージで解除</span>","매 턴 공격력 UP　<span class=""text-blue"">◆데미지를 받으면 해제</span>"
クライシスブロウ,크라이시스 블로우



!아프사라스 스킬

雷光水明,뇌광수명

湧水の羽衣,용수의 우의
狂信演舞,광신연무
水鳥の歌詠,수조의 가영
曼珠沙華,만주사화




!글래디에이터 스킬

アナザーブレード,어나더 블레이드
"効果中、奥義がコンパニオンウェポンの奥義に変化/奥義ダメージUP(*回)<br><span class=""text-blue"">◆コンパニオンウェポン装備時のみ使用可能</span>","효과 중 오의가 컴패니언 웨폰의 오의로 변화 / 오의 데미지 UP(*회)<br><span class=""text-blue"">◆컴패니언 웨폰 장비시에만 사용 가능 </span>"
奥義がコンパニオンウェポンの奥義に変化する状態(消去不可),오의가 컴패니언 웨폰의 오의로 변화하는 상태(소거불가)
ツインサーキュラー,트윈 서큘러
敵全体に*回自属性ダメージ,적 전체에게 *회 자신의 속성 데미지
ディストリーム,디스트림
"<div class=""prt-text-small"">敵に*回弱点属性ダメージ<br><span class=""text-blue"">◆コンパニオンウェポン装備時：攻撃回数*倍</span></div>","<div class=""prt-text-small"">적에게 *회 약점 속성 데미지<br><span class=""text-blue"">◆컴패니언 웨폰 장비시：공격 횟수 *배</span></div>"


!크리사오르 스킬

アナザーブレードII,어나더 블레이드 II
"効果中、奥義がコンパニオンウェポンの奥義に変化/自分の奥義性能UP(*回)<br><span class=""text-blue"">◆コンパニオンウェポン装備時のみ使用可能</span>","효과중、오의가 컴패니언웨폰의 오의로 변화/자신의 오의성능UP(*회)<br><span class=""text-blue"">◆컴패니언 웨폰 장비시에만 사용 가능</span>"
アーセガル,아세갈
"敵に自属性ダメージ/自分の奥義ゲージUP(**%)<br><span class=""text-blue"">◆コンパニオンウェポン装備時：*回発動</span>","적에게 자속성 데미지/자신의 오의 게이지UP(**%)<br><span class=""text-blue"">◆컴패니언 웨폰 장비시：*회 발동</span>"
デュアルアーツ,듀얼 아츠
"効果中自分の奥義が*回発動<br><span class=""text-blue"">◆コンパニオンウェポン装備時のみ使用可能</span>","효과중 자신의 오의가 *회 발동<br><span class=""text-blue"">◆컴패니언 웨폰 장비시에만 사용 가능</span>"
デュアルブレード,듀얼 블레이드
コンパニオンウェポン装備時ステータスUP/同一ターンに発動する*回目の奥義がコンパニオンウェポンの奥義に変化,컴패니언 웨폰 장비시 스테이터스UP/같은 턴에 발동하는 *회째의 오의가 컴패니언 웨폰의 오의로 변화
メイルブレイク,메일브레이크
"連続攻撃発動時、確率で敵に防御DOWN(累積)<br><span class=""text-blue"">◆コンパニオンウェポン装備時</span>","연속공격시、확률로 적의 방어DOWN(누적)<br><span class=""text-blue"">◆컴패니언 웨폰 장비시</span>"
ディプティク,딥티크
"効果中ターン進行時に攻撃行動を*回行う/自分に自属性追撃効果　<span class=""text-blue"">◆奥義ゲージ**%消費/コンパニオンウェポン装備時のみ使用可能</span>","효과중 턴 진행시에 공격행동을 *회 행한다/자신에게 자속성 추격효과　<span class=""text-blue"">◆오의 게이지**%소비/컴패니언 웨폰 장비시에만 사용 가능</span>"


!럼버잭 스킬
木こりのうた,나무꾼의 노래
"自分に木こりのうた効果　<span class=""text-blue"">◆効果中は様々な条件で森のなかまたちがサポートしてくれる</span>","자신에게 나무꾼의 노래 효과　<span class=""text-blue"">◆효과중 여러가지 조건으로 숲의 동료들이 서포트</span>"
大伐断,대벌단
"敵に自属性ダメージ/自分のクリティカル確率UP　<span class=""text-blue"">◆*回発動で会心効果/*回発動でダメージ上限UP追加</span>","적에게 자신의 속성 데미지 / 자신의 크리티컬 확률 UP　<span class=""text-blue"">◆*회 발동으로 회심 효과 / *회 발동으로 데미지 상한 UP 추가</span>"
弱点を突いた際に稀にダメージが上昇する状態,약점 공격시 드물게 데미지가 상승하는 상태
落葉焚き,모닥불
"落葉焚きを展開/自分にバリア効果　<span class=""text-blue"">◆落葉焚き中毎ターン味方全体の攻防UP(累積)/高揚効果/バリア解除時落葉焚きを解除</span>","모닥불을 전개 / 자신에게 배리어 효과　<span class=""text-blue"">◆모닥불 중 매턴 아군 전체의 공방 UP(누적) / 고양 효과 / 배리어 해제시 모닥불 해제</span>"
防御力が上昇した状態(累積),방어력이 상승한 상태(누적)
クリティカル発動時に与ダメージが上昇する状態,크리티컬 발동시 가하는 데이지가 상승하는 상태

展開中毎ターン味方全体の攻防UP(累積)/奥義ゲージが上昇する状態(消去不可/耐久値が無くなると解除),전개 중 매턴 아군 전체 공방 UP(누적) / 오의 게이지가 상승하는 상태(소거불가/내구치가 없어지면 해제)
安らぎの木もれ日,포근한 숲 속 햇살
"味方全体のHP回復　<span class=""text-blue"">◆*回発動で弱体効果を*つ回復/*回発動で弱体効果無効(*回)追加</span>","아군 전체의 HP 회복　<span class=""text-blue"">◆*회 발동으로 약화 효과 *개 회복 / *회 발동으로 약화 효과 무효화(*회) 추가</span>"
弱体効果を*回無効化する状態,약화 효과를 *회 무효화하는 상태
森と共に歩むもの,숲과 함께 걸어가는자
経過ターンに応じて自分のステータスUP,경과 턴에 따라 자신의 스테이터스 UP


!캐벌리 스킬
ホースマンズデューティ,호스맨즈 듀티
"味方全体に自属性追撃効果　<span class=""text-blue"">槍：自分にブロック効果/敵対心大幅UP　銃：自分に被ダメージ無効(*回)/敵対心大幅DOWN</span>","아군 전체에게 자속성 추격효과　<span class=""text-blue"">창：자신에게 블록 효과/적대심 대폭UP　총：자신이 받는 데미지무효(*회)/적대심 대폭DOWN</span>"
ドラグラクト,드래그랙트
"ターゲットに関わらず*回自属性ダメージ　<span class=""text-blue"">槍：自分のHP回復<br>銃：自分のチェインバースト性能UP(累積)</span>","타게에 관계없이 *회 자속성 데미지　<span class=""text-blue"">창：자신의 HP 회복<br>총：자신의 체신버스트 성능UP(누적)</span>"
バタリング・ラム,배터링・람
"敵に自属性ダメージ　<span class=""text-blue"">槍：敵の強化効果を*つ無効化　銃：敵にスロウ効果　◆人馬一体Lv*の時*回発動</span>","적에게 자속성 데미지　<span class=""text-blue"">창：적의 강화효과를 *개 무효화　총：적에게 슬로우 효과　◆인마일체Lv이 *일 때 *회 발동</span>"
重騎兵の勲,중기병의 공훈
"槍装備時に奥義ゲージが溜まりにくいが被ダメージでカウンター(*回)/被ターゲット時に人馬一体Lvが*上昇(最大*)　<span class=""text-blue"">◆人馬一体Lvに応じて防御UP/敵対心UP</span>","창 장비시 오의 게이지가 잘 쌓이지 않게되지만 데미지를 받을 때 카운터(*회)/데미지를 받을 때 인마일체Lv이 *상승(최대*)　<span class=""text-blue"">◆인마일체Lv에 따라서 방어UP/적대심UP</span>"
竜騎兵の勲,용기병의 공훈
"銃装備時に最大HP**%減少/自分の残りHPが多いほど味方全体の攻撃が大きくUP/被ダメージしなかった時に人馬一体Lvが*上昇(最大*)　<span class=""text-blue"">◆人馬一体Lvに応じて連続攻撃確率UP/敵対心DOWN</span>","총 장비시 최대 HP**%감소/자신의 남은 HP가 많을 수록 아군 전체의 공격력 크게 UP/데미지를 받지 않았을 때 인마일체Lv이 *상승(최대*)　<span class=""text-blue"">◆인마일체Lv에 따라서 연속공격활률UP/적대심DOWN</span>"
ハイ・コマンド,하이・커맨드
"自分に気高き使命効果　<span class=""text-blue"">槍：重騎兵の勲のカウンター回数UP(*回)/全力でカウンター　銃：味方全体の連続攻撃確率UP</span>","자신에게 긍지높은 사명 효과　<span class=""text-blue"">창：중기병의 공훈의 카운터 회수UP(*회)/전력으로 카운터　총：아군 전체의 연속공격확률UP</span>"


!몽크 스킬

修験の構え,수험의 자세
自分にカウンター効果(回避・被ダメージ/*回)/武芸Lv*上昇,자신에게 카운터 효과(회피・받는 데미지/*회) / 무예 Lv* 상승
Lvに応じて攻撃性能とアビリティ性能が上昇し、確率でターン終了時にターゲットに関わらず*回自属性ダメージを与える状態(最大**/消去不可),"Lv에 따라 공격・어빌리티 성능이 상승하고, 확률로 턴 종료시 타깃과 관계없이 *회 자신의 속성 데미지를 주는 상태(최대 ** / 소거불가)"
武操術,무조술
敵に*回自属性ダメージ/強化効果を*つ無効化,적에게 *회 자신의 속성 데미지 / 강화 효과를 *개 무효화
剛耐の型,강내의 형
敵全体に自属性ダメージ/自分の敵対心UP/防御UP/弱体耐性UP,적 전체에게 자신의 속성 데미지 / 자신의 적대심 UP / 방어 UP / 약화 내성 UP
岩崩拳,암붕권
"<div class=""prt-text-small"">敵に自属性ダメージ/自分に自属性追撃効果/ブロック効果/クリティカル確率UP</div>","<div class=""prt-text-small"">적에게 자신의 속성 데미지 / 자신에게 자신의 속성 추격 효과 / 블록 효과 / 크리티컬 확률 UP</div>"
確率で被ダメージを減少する状態,확률로 받는 데미지를 감소하는 상태
研ぎ澄まされし一撃,날카로운 일격
"<div class=""prt-text-small"">ダメージアビリティ使用時と奥義発動時、武芸Lv*上昇(最大**)<br><span class=""text-blue"">◆ターン終了時に自分が瀕死状態の時、武芸Lv*減少</span></div>","<div class=""prt-text-small"">데미지 어빌리티 사용시와 오의 발동시 무예 Lv* 상승(최대**)<br><span class=""text-blue"">◆턴 종료시 자신이 빈사 상태일때, 무예 Lv* 감소</span></div>"
武芸百般,무예백반
"<div class=""prt-text-small"">武芸Lvに応じて攻撃性能UP/アビリティ性能UP/確率でターン終了時にターゲットに関わらず*回自属性ダメージ</div>","<div class=""prt-text-small"">무예 Lv에 따라 공격 성능 UP / 어빌리티 성능 UP / 확률로 턴 종료시 타깃에 관계없이 *회 자신의 속성 데미지</div>"
僧兵の証 ×**,승병의 증표 ×**


!로빈 후드 스킬

ビギニングアロー,비기닝 애로우
ターゲットに関わらず*回自属性ダメージ/敵全体にランダムで弱体効果,타깃에 관계없이 *회 자신의 속성 데미지 / 적 전체에게 랜덤으로 약화 효과
アクロバットヴォレイ,애크러뱃 발리
敵に*回自属性ダメージ/CTを*つ吸収して自分の奥義ゲージに変換,적에게 *회 자신의 속성 데미지 / CT를 *개 흡수하여 자신의 오의 게이지로 변환
エメラルドフォグ,에메랄드 포그
敵全体に攻防DOWN/致命の緑霧効果,적 전체의 공방 DOWN / 치명적인 녹색 안개 효과
付与されている弱体効果の数に応じて被ダメージが上昇している状態,부여된 약화 효과의 수에 따라 받는 데미지가 상승된 상태
フォックス・リターンズ,폭스 리턴즈
自分の他のアビリティが即時使用可能になる/奥義ゲージUP(**%),자신의 다른 어빌리티가 즉시 사용 가능해진다 / 오의 게이지 UP(**%)
義勇のアウトロー,의용의 무법자
"<div class=""prt-text-small"">敵の弱体効果の数に応じて攻撃性能UP/回避率UP/奥義発動時に走狐の嚆矢を*補充(最大*)<br><span class=""text-blue"">◆走狐の嚆矢はバトル開始時*の状態</span></div>","<div class=""prt-text-small"">적의 약화 효과 수에 따라 공격 성능 UP / 회피율 UP / 오의 발동시 달리는 여우의 효시를 *개 보충(최대*)<br><span class=""text-blue"">◆달리는 여우의 효시는 배틀 시작시 *개</span></div>"
フォックストロット,폭스 트롯
"<div class=""prt-text-small"">ダメージアビリティ使用時、敵に自属性*倍ダメージ/自分の連続攻撃確率UP(累積)/弱体アビリティ使用時、敵に自属性*倍ダメージ/攻防DOWN(累積)　<span class=""text-blue"">◆走狐の嚆矢を*消費</span></div>","<div class=""prt-text-small"">데미지 어빌리티 사용시 적에게 자신의 속성 *배 데미지 / 자신의 연속공격 확률 UP(누적) / 약화 어빌리티 사용시 적에게 자신의 속성 *배 데미지 / 공방 DOWN(누적)　<span class=""text-blue"">◆달리는 여우의 효시를 *개 소비</span></div>"

義弓の証 ×**,의궁의 증표 ×**


!렐릭 버스터 스킬
レリックバスターのアビリティ,렐릭 버스터의 어빌리티
オーグメント・マギア,어그먼트 마기아
"<div class=""prt-text-small"">自分にマシンセルを*つ付与(最大*)/HP回復<br><span class=""text-blue"">◆HPが**％以上の時ストレングス効果</span></div>","<div class=""prt-text-small"">자신에게 머신 셀을 *개 부여(최대*) / HP 회복<br><span class=""text-blue"">◆HP가 **％ 이상이면 스트렝스 효과</span></div>"
レリックバスターの通常攻撃やアビリティ使用で消費する(消去不可/最大*),렐릭 버스터의 일반공격이나 어빌리티 사용으로 소비한다(소거불가/최대*)
タクティカル・シールド,택티컬 실드
"<div class=""prt-text-small"">味方全体にバリア効果/弱体効果無効(*回)/ブロック効果<br><span class=""text-blue"">◆マシンセルの数に応じてバリアの性能UP</span></div>","<div class=""prt-text-small"">아군 전체에게 배리어 효과 / 약화 효과 무효(*회) / 블록 효과<br><span class=""text-blue"">◆머신 셀의 수에 따라 배리어 성능 UP</span></div>"
リミットバースト,리미트 버스트
"<div class=""prt-text-small"">マシンセルの数に応じて味方全体の奥義ゲージUP/奥義性能UP(*回)<br><span class=""text-blue"">◆マシンセルを全て消費</span></div>","<div class=""prt-text-small"">머신 셀의 수에 따라 아군 전체의 오의 게이지 UP / 오의 성능 UP(*회)<br><span class=""text-blue"">◆머신 셀을 전부 소비</span></div>"
ブリッツレイド,블리츠 레이드
"ターン経過なしで通常攻撃を実行<br><span class=""text-blue"">◆マシンセルを*つ消費</span>","턴 경과 없이 일반공격을 실행<br><span class=""text-blue"">◆머신 셀을 *개 소바</span>"
レリック・キラー,렐릭 킬러
"<div class=""prt-text-small"">敵のターゲットにされやすく防御力が低いが、通常攻撃の与ダメージが高い/マシンセルが*以上の時自分の被ダメージ無効(*回)　<span class=""text-blue"">◆攻撃を受けるとマシンセルを*つ消費</span></div>","<div class=""prt-text-small"">적의 타깃이 되기 쉽고 방어력이 낮지만 일반공격 데미지가 높다 / 머신 셀이 *개 이상이면 자신이 받는 데미지 무효(*회)　<span class=""text-blue"">◆공격을 받으면 머신 셀을 *개 소비</span></div>"
パーパチュアル・モーション,퍼페츄얼 모션
"<div class=""prt-text-small"">通常攻撃時にマシンセル*消費/マシンセルが付与されている時、以下の効果を得る<br><span class=""text-blue"">剣装備時：攻撃性能UP<br>銃装備時：通常攻撃後敵全体に自属性ダメージ</span></div>","<div class=""prt-text-small"">일반공격시 머신 셀 *개 소비 / 머신 셀이 있을 때 이하의 효과를 얻는다<br><span class=""text-blue"">검 장비시：공격 성능 UP<br>총 장비시：일반공격 후 적 전체에게 자신의 속성 데미지</span></div>"



!EX 1
!알케미스트 스킬
錬成:キュアポーション,연성 : 큐어 포션
キュアポーションを生成,큐어 포션을 생성
メディク,메딕
味方全体のHPを回復,아군 전체의 HP 회복
士気向上,사기향상
参戦者の奥義ゲージUP,참전자의 오의 게이지 UP
鬼神の丸薬,귀신의 환약
*ターン後に味方全体の攻撃UP(大),*턴 후 아군 전체의 공격 UP(대)
*ターン後にアビリティが発動,*턴 후 어빌리티가 발동
錬金術の知見,연금술의 지식
キュアポーションとオールポーションの効果UP,큐어 포션과 올 포션의 효과 UP
鼓舞の心得,고무의 심득
士気向上の効果UP,사기향상의 효과 UP


!닌자 스킬
忍術,인술
印を結んで忍術を発動,인을 맺어 인술을 발동
火遁(闘闘)：敵に火属性ダメージ/火の印を付与　◆火の印が*つ付与されている敵に攻撃力DOWN,화둔(闘闘)：적에게 화속성 데미지 / 화의 인을 부여　◆화의 인이 *개 부여된 적의 공격력 DOWN
水遁(気気)：敵に水属性ダメージ/水の印を付与　◆水の印が*つ付与されている敵に防御力DOWN
土遁(虎虎)：敵に土属性ダメージ/土の印を付与　◆土の印が*つ付与されている敵にスロウ効果
風遁(龍龍)：敵に風属性ダメージ/風の印を付与　◆風の印が*つ付与されている敵にダブルアタック確率DOWN
雷迅(闘龍)：敵に光属性ダメージ/雷の印を付与　◆雷の印が*つ付与されている敵に麻痺効果
呪縛(気龍)：敵に闇属性ダメージ/忍の印を付与　◆忍の印が*つ付与されている敵に暗闇効果
始計(闘気)：自分のクリティカル確率UP
縮地(闘虎)：自分のトリプルアタック確率UP
空蝉(気闘)：敵の全ての攻撃を回避
毒遁(気虎)：敵全体に自属性ダメージ/毒効果
虎眼(虎闘)：自分が暗闇状態の時に攻撃UP
活殺(虎気)：自分のHPを回復/弱体効果を全て回復　◆奥義ゲージを**％消費
蛍火(虎龍)：味方全体の弱体効果を*つ回復
千鳥(龍闘)：敵の連続攻撃確率DOWN
哀車(龍気)：敵のモードゲージを減少
狸退(龍虎)：敵に狙われなくなる
風魔手裏剣,풍마수리검
