orig,kr
味方全体のHPを回復/弱体効果を*つ回復,아군 전체의 HP 회복/약화 효과 *개 회복
意味わかんない！,의미를 모르겠어!
味方全体の奥義ゲージUP(**%),아군 전체의 오의 게이지UP(**%)
まきりんぱな,마키린파나
味方全体に再生効果/奥義ゲージ上昇量UP,아군 전체에 재생효과/오의 게이지 상승량 UP
音ノ木坂学院1年生,오토노키자카 학원 1학년
味方全体の被回復上限UP,아군 전체의 피회복 상한UP


!바이브카하(SSR)
[三相一体の女神],[삼상일체의 여신]
バイヴカハ,바이브카하

トライアド・ウィング,트라이어드 윙
トライアド・ウィング＋,트라이어드 윙＋
風属性ダメージ(特大)/味方全体の風属性攻撃UP/土属性ダメージカット(**%),풍속성 데미지(특대)/아군 전체의 풍속성 공격 UP/토속성 데미지 컷(**%)
トゥアハ・デ・ダナーン,투아하 데 다난
トゥアハ・デ・ダナーン＋,투아하 데 다난＋
敵全体に*倍風属性ダメージ/強化効果を*つ無効化,적 전체에게 *배 풍속성 데미지/강화 효과를 *개 무효화
ブーア,브아
ブーア＋,브아＋
"<div class=""prt-text-small"">自分以外の風属性キャラ単体にブーア効果<br><span class=""text-blue"">◆ブーア効果は味方一人にのみ付与可能</span></div>","<div class=""prt-text-small"">자신 이외의 풍속성 캐릭터 1체에게 브아 효과<br><span class=""text-blue"">◆브아 효과는 아군 1체에게만 부여 가능</span></div>"
ネヴァン,네반
"<div class=""prt-text-small"">味方全体の被ダメージの一部を反射(*回)<br><span class=""text-blue"">◆ブーア効果中の味方が敵の全ての攻撃を回避(*回)</span></div>","<div class=""prt-text-small"">아군 전체가 받은 데미지의 일부를 반사(*회)<br><span class=""text-blue"">◆브아 효과 중인 아군이 적의 모든 공격을 회피(*회)</span></div>"
栄光と死の螺旋,영광과 죽음의 태엽
味方が戦闘不能になった時、自分の全てのアビリティが即時使用可能になる,"아군이 전투불능이 되었을 때, 자신의 모든 어빌리티를 즉시 사용 가능하게 된다"
英雄に寄り添いし獣,영웅에게 다가서는 짐승
ブーア効果が付与されている味方がバトルメンバーにいる場合自分の攻撃UP/トリプルアタック確率UP,브아 효과가 부여되어 있는 아군이 배틀 멤버에 있는 경우 자신의 공격 UP/트리플 어택 확률 UP


"!비라(SSR,풍속통상)"
[安寧の麗装],[평안하고 아름다운 의상]
ヴィーラ,비라

アナザーデストラクション,어나더 디스트럭션
アナザーデストラクション＋,어나더 디스트럭션＋
風属性ダメージ(特大)/ナイトロ・フォースが発動,풍속성 데미지(특대)/나이트로 포스가 발동
プランB,플랜B
プランB＋,플랜B
"<div class=""prt-text-small"">敵全体に**倍風属性ダメージ/プランBに移行<br><span class=""text-blue"">◆効果終了時に戦闘不能/再使用不可</span></div>","<div class=""prt-text-small"">적 전체에게 **배 풍속성 데미지 / 플랜B로 이행<br><span class=""text-blue"">◆효과종료시 전투불능 / 재사용 불가</span></div>"
プライマル・ウェーブ,프라이멀 웨이브
プライマル・ウェーブ＋,프라이멀 웨이브＋
"<div class=""prt-text-small"">敵全体に風属性ダメージ/防御DOWN/恐怖効果<br><span class=""text-blue"">◆プランB時：防御DOWNの効果UP</span></div>","<div class=""prt-text-small"">적 전체에게 풍속성 데미지/방어 DOWN/공포 효과<br><span class=""text-blue"">◆플랜B 시: 방어 DOWN 효과 UP</span></div>"
ナイトロ・フォース,나이트로 포스
"<div class=""prt-text-small"">敵に風属性ダメージ/自分が必ず連続攻撃<br><span class=""text-blue"">◆プランB時：自分に風属性追撃効果</span></div>","<div class=""prt-text-small"">적에게 풍속성 데미지/자신이 반드시 연속공격<br><span class=""text-blue"">◆플랜B 시 : 자신에게 풍속성 추격 효과</span></div>"
星を纏いし身体,별을 두른 몸
プランBに移行時ステータス大幅UP/アビリティダメージ性能UP/攻撃後に追加で敵全体に風属性ダメージ,플랜B로 이행 시 스테이터스 대폭 UP/어빌리티 데미지 성능 UP/공격 후에 추가로 적 전체에게 풍속성 데미지
Vフィールド,V필드
ターン開始時に自分にバリア効果,턴 시작시 자신에게 배리어 효과


!세레피라(SSR)
[望夢の奏者],[꿈을 바라는 연주자]
セレフィラ,세레피라

レヴール・シンフォニア,레벨 심포니아
レヴール・シンフォニア＋,레벨 심포니아＋
風属性ダメージ(特大)/味方全体に活性効果,풍속성 데미지(특대)/아군 전체에게 활성 효과
ディミヌエンド,디미누엔도
ディミヌエンド＋,디미누엔도＋
"<div class=""prt-text-small"">敵全体に風属性ダメージ/防御DOWN　<span class=""text-blue"">◆*回発動で土属性攻撃DOWN/*回で風属性防御DOWN追加</span></div>","<div class=""prt-text-small"">적 전체에게 풍속성 데미지/방어 DOWN　<span class=""text-blue"">◆*회 발동으로 토속성 공격 DOWN/*회 발동으로 풍속성 방어 DOWN 추가</span></div>"
フェルヴィド・ロンド,페르비도 론도
フェルヴィド・ロンド＋,페르비도 론도＋
"<div class=""prt-text-small"">味方全体の風属性攻撃UP　<span class=""text-blue"">◆*回発動で風属性追撃効果/*回で奥義ダメージUP(*回)追加</span></div>","<div class=""prt-text-small"">아군 전체의 풍속성 공격 UP　<span class=""text-blue"">◆*회 발동으로 풍속성 추격 효과/*회 발동으로 오의 데미지 UP(*회) 추가</span></div>"
アリムプヴィスタ,아림프비스타
味方全体のHP回復/自分の他のアビリティが即時使用可能になる,아군 전체의 HP 회복/자신의 다른 어빌리티가 즉시 사용 가능하게 된다
赤誠の提琴,순수한 바이올린
確率でターン開始時に自分の弱体効果を*つ回復,확률로 턴 시작시 자신의 약체 효과를 *개 회복
演奏家で、騎空士,연주가이자 기공사
自分に弱体効果がかかっていない時、奥義ゲージ上昇量UP,"자신에게 약체 효과가 걸려있지 않을 때, 오의 게이지 상승률 UP"


"!세르엘(SSR,크리스마스)"
[守護者の血脈],[수호자의 혈맥]
セルエル,세르엘

イヴォルメト・ソラス,이보르멧 소라스
イヴォルメト・ソラス＋,이보르멧 소라스＋
風属性ダメージ(特大)/味方全体にバリア効果/自分に狂風の刻印を付与,풍속성 데미지(특대)/아군 전체에게 배리어 효과/자신에게 광풍의 각인을 부여
ノーブルブレイド,노블 블레이드
ノーブルブレイド＋,노블 블레이드＋
敵に風属性ダメージ/攻撃DOWN/土属性攻撃DOWN/風属性防御DOWN,적에게 풍속성 데미지/공격 DOWN/토속성 공격 DOWN/풍속성 방어 DOWN
グローアルスター,글로 알스터
グローアルスター＋,글로 알스터＋
"<div class=""prt-text-small"">味方全体に連続攻撃確率UP/クリティカル確率UP/回避率UP<br><span class=""text-blue"">◆*回被ダメージで解除</span></div>","<div class=""prt-text-small"">아군 전체에게 연속 공격 확률 UP/크리티컬 확률 UP/회피율 UP<br><span class=""text-blue"">◆*회 데미지를 받으면 해제</span></div>"
ルーセント・グレイス,루센트 그레이스
味方全体に土属性ダメージカット(**％)/狂風の刻印を付与,아군 전체에게 토속성 데미지 컷(**％)/광풍의 각인을 부여
私がエスコートいたしましょう,제가 에스코트 하겠습니다
弱体効果を受けていない時、味方全体が連続攻撃確率UP,"약체 효과를 받지 않았을 때, 아군 전체게 연속 공격 확률 UP"
王冠無き守護者,왕관 없는 수호자
"<div class=""prt-text-small"">風属性キャラがそれぞれの狂風の刻印の数に応じて土属性ダメージ軽減/バトル開始時に弱体効果無効(*回)を付与<span class=""text-blue"">　◆自分がサブメンバーにいる場合でも発動</span></div>","<div class=""prt-text-small"">풍속성 캐릭터가 각각 광풍의 각인의 숫자에 따라 토속성 데미지 경감/배틀 개시 시 약체 효과 무효(*회)를 부여<span class=""text-blue"">　◆자신이 서브 멤버에 있는 경우라도 발동</span></div>"


!센(SSR)
[藹々の猫娘],[온화한 고양이 소녀]
セン,센

猫猫ハリケーンスラッシュ,냥냥 허리케인 슬래시
猫猫ハリケーンスラッシュ＋,냥냥 허리케인 슬래시＋
"風属性ダメージ(特大)　<span class=""text-blue"">◆旋風爪Lvに応じて性能UP/旋風爪Lvが*の時自分に風属性追撃効果</span>","풍속성 데미지(특대) <span class=""text-blue"">◆선풍발톱 Lv에 따라 성능 UP / 선풍발톱 Lv이 *일 때 풍속성 추격 효과</span>"

嵐爪,폭풍발톱
嵐爪＋,폭풍발톱＋
ターゲットに関わらず*回風属性ダメージ/敵の全ての攻撃を回避(*回),타겟에 관계없이 *회 풍속성 데미지 / 적의 모든 공격을 회피(*회)

本気でいきます！,진심으로 갈게요！
本気でいきます！＋,진심으로 갈게요！＋
"自分のステータス大幅UP<br><span class=""text-blue"">◆*回被ダメージで解除</span>","자신의 스테이터스 대폭 UP<br><span class=""text-blue"">◆*회 데미지를 받으면 해제</span>"

風爪明媚,풍조명미
敵全体の攻撃DOWN/連続攻撃確率DOWN/自分の旋風爪Lvが*上昇,적 전체의 공격 DOWN / 연속공격 확률 DOWN / 자신의 선풍발톱 Lv이 *상승

爪烈の型,거센 발톱 자세
"<div class=""prt-text-small"">確率でカウンター効果(回避/*回)<br><span class=""text-blue"">◆旋風爪Lvに応じてカウンター効果の発動率UP/回避成功時に旋風爪Lvが*上昇(最大*)</span></div>","<div class=""prt-text-small"">확률로 카운터 효과(회피/*회)<br><span class=""text-blue"">◆선풍발톱 Lv에 따라 카운터 효과의 발동률 UP / 회피 성공 시에 선풍발톱 Lv이 *상승(최대 *)</span></div>"
跳翔の型,도약 자세
経過ターンに応じて自分のトリプルアタック確率UP,경과 턴에 따라 자신의 트리플 어택 확률 UP
がんばります！,힘내겠습니다!
旋風爪,선풍조

"!소시에(SSR,풍속통상)"
[千年を癒す者],[천년을 치유하는 자]
ソシエ,소시에

祓之舞・浄火,정화하는 춤・죠우카
祓之舞・浄火＋,정화하는 춤・죠우카＋
"風属性ダメージ(特大)/狐火を付与　<span class=""text-blue"">◆納曾利の儀効果中の自分と味方のHPを回復</span>","풍속성 데미지(특대)/여우불을 부여　<span class=""text-blue"">◆나소리의 의식 효과 중인 자신과 아군의 HP를 회복</span>"
壱之舞・玉串,첫번째 춤・타마구시
壱之舞・玉串＋,첫번째 춤・타마구시＋
"<div class=""prt-text-small"">敵に*回風属性ダメージ/スロウ効果<br><span class=""text-blue"">◆狐火状態の敵の強化効果を*つ無効化</span></div>","<div class=""prt-text-small"">적에게 *회 풍속성 데미지/슬로우 효과<br><span class=""text-blue"">◆여우불 상태인 적의 강화 효과를 *개 무효화</span></div>"
陸之舞・逆羅,여섯번째 춤・사카라
陸之舞・逆羅＋,여섯번째 춤・사카라＋
"<div class=""prt-text-small"">味方単体と自分に納曾利の儀効果<br><span class=""text-blue"">◆納曾利の儀効果は味方一人にのみ付与可能</span></div>","<div class=""prt-text-small"">아군 1체와 자신에게 나소리의 의식 효과<br><span class=""text-blue"">◆나소리의 의식 효과는 아군 1체에게만 부여 가능</span></div>"
癒之舞・心和,치유하는 춤・신와
自分と納曾利の儀効果中の味方のHPを回復/奥義ゲージUP(***%),자신과 나소리의 의식 효과 중인 아군의 HP를 회복/오의 게이지 UP(***%)
大切な人を癒す舞,소중한 사람을 치유하는 춤
狐火状態の敵がいる場合ターン終了時に味方全体のHPを回復,여우불 상태의 적이 있는 경우 턴 종료 시에 아군 전체의 HP를 회복
千年のえにし,천년의 인연
納曾利の儀効果中の自分と味方に奥義性能UP/攻撃開始時に弱体効果を*つ回復,나소리의 의식 효과 중인 자신과 아군에게 오의성능 UP / 공격시 약화 효과를 *개 회복


"!스자크(SSR,기어스콜라보)"
[白の騎士],[하얀 기사]
枢木スザク,쿠루루기 스자크

ギアスの呪縛,기아스의 주박
ギアスの呪縛＋,기아스의 주박+
"風属性ダメージ(特大)/MVSが即時使用可能 <span class=""text-blue"">◆絶対遵守のギアス発動中奥義性能UP</span>","풍속성 데미지(특대)/MVS 즉시 사용 가능 <spanclass=""text-blue"">◆절대 준수의 기어스 발동 중 오의 성능 UP</span>"
敵に風属性ダメージ/自分のダブルアタック確率UP/カウンター効果(被ダメージ/*回),적에게 풍속성 데미지/자신의 더블어택 확률 UP/카운터 효과(데미지 받을 때/*회)
ブレイズ・ルミナス,블레이즈・루미너스
ブレイズ・ルミナス＋,블레이즈・루미너스+
自分にかばう効果/弱体耐性UP,자신에게 감싸기 효과/약체 내성 UP
白き騎士,하얀 기사
"敵に*倍風属性ダメージ/自分に逆境効果<br><span class=""text-blue"">◆自分のHPを最大値の**％消費</span>","적에게 *배 풍속성 데미지/자신에게 역경효과<br><spanclass=""text-blue"">◆자신의 HP를 최대치의 **%소비</span>"
ナイトメアフレーム,나이트메어 프레임
最大HPと防御力が高いが、奥義ゲージが溜まりにくい,최대 HP와 방어력이 높지만 오의 게이지가 잘 쌓이지 않음
生への絶対遵守,생에의 절대 준수
"自分のHPが少ないほど連続攻撃確率UP/一度だけ戦闘不能にならずにHP*で耐える<br><span class=""text-blue"">◆瀕死になったターンの終了時、一度だけ絶対遵守のギアスが発動</span>","자신의 HP가 적을수록 연속공격 확률 UP / 한 번만 전투불능이 되지 않고 HP *로 견딘다<br><spanclass=""text-blue"">◆빈사된 턴 종료 시 한 번만 절대 준수 기아스가 발동</span>"


!스카사하(SSR)
[護国真龍],[호국진룡]
スカーサハ,스카사하

リアタルマ,리아 타르마
風属性ダメージ(特大)/次に発動するパワー・クエストの性能UP/即時使用可能,풍속성 데미지(특대)/다음에 발동하는 파워 퀘스트의 성능 UP/즉시 사용 가능
ディアドラの加護,디아드라의 가호
ディアドラの加護＋,디아드라의 가호＋
ディアドラの加護＋＋,디아드라의 가호＋＋
味方全体の風属性攻撃UP/弱体効果を*つ回復,아군 전체의 풍속성 공격 UP/약체 효과를 *개 회복
パワー・クエスト,파워 퀘스트
パワー・クエスト＋,파워 퀘스트＋
パワー・クエスト＋＋,파워 퀘스트＋＋
"<div class=""prt-text-small"">敵に風属性ダメージ/自分に逆境効果<br><span class=""text-blue"">◆自分の残りHPが少ないほどダメージUP</span></div>","<div class=""prt-text-small"">적에게 풍속성 데미지/자신에게 역경 효과<br><span class=""text-blue"">◆자신의 남은 HP가 적을수록 데미지 UP</span></div>"
ハート・オブ・ア・ドラゴン,하트 오브 어 드래곤
"<div class=""prt-text-small"">味方単体に自分の最大HPの**%分のバリア効果(最大****)　<span class=""text-blue"">◆自分のHPを最大値の**%消費</span></div>","<div class=""prt-text-small"">아군 1체에게 자신의 최대 HP의 **%만큼 배리어 효과(최대****)　<span class=""text-blue"">◆자신의 HP를 최대치의 **% 소비</span></div>"
真龍の鉤爪,진룡의 발톱
土属性の敵に対して与ダメージUP,토속성 적에게 가하는 데미지 UP
久遠の叡智,영원의 예지
久遠の叡智＋,영원의 예지＋
風属性攻撃UPが付与されている時、自分の攻撃UP/連続攻撃確率UP/バリアが付与されている味方に風属性追撃効果,"풍속성 공격 UP이 부여되어 있을 때, 자신의 공격 UP/연속 공격 확률 UP/배리어가 부여되어 있는 아군에게 풍속성 추격 효과"


!스탄&아리자(SSR)
[砂塵に猛るデュオ],[모래먼지 위의 용맹한 듀오]
勇者と姫君 スタン＆アリーザ,용자와 공주 스탄&알리자

炎蹴嵐斬,염축남참
炎蹴嵐斬＋,염축남참＋
"風属性ダメージ(特大)/自分に風属性追撃効果/剣脚Lvが*上昇　<span class=""text-blue"">◆剣脚Lvが*の時、風属性追撃効果UP</span>","풍속성 데미지(특대) / 자신에게 풍속성 추격 효과 / 검각 Lv이 *상승　<span class=""text-blue"">◆검각 Lv이 *일 때, 풍속성 추격 효과 UP</span>"
アクトブレイバー,액트 브레이버
アクトブレイバー＋,액트 브레이버＋
"<div class=""prt-text-small"">敵に*回風属性ダメージ/自分のHP回復　<span class=""text-blue"">◆使用する度に回復性能UP(最大*回)</span></div>","<div class=""prt-text-small"">적에게 *회 풍속성 데미지/자신의 HP 회복　<span class=""text-blue"">◆사용할 때마다 회복 성능 UP(최대 *회)</span></div>"
華焔・疾風,화염・질풍
華焔・疾風＋,화염・질풍＋
効果中必ずトリプルアタック/ストレングス効果,효과 중 반드시 트리플 어택/스트렝스 효과
獅子吼闘気斬,사자후 투기참
"<div class=""prt-text-small"">敵に風属性ダメージ/通常攻撃の与ダメージUP/ターン進行時に攻撃行動を*回行う/弱体効果無効　<span class=""text-blue"">◆剣脚Lvが*の時のみ使用可能</span></div>","<div class=""prt-text-small"">적에게 풍속성 데미지/일반공격으로 가하는 데미지 UP/턴 진행 시에 공격행동을 *회 행한다/약체효과 무효　<span class=""text-blue"">◆검각 Lv이 *일 때만 사용 가능</span></div>"
剣脚の呼応,검각의 호응
必ず連続攻撃/自分のHPが多いほど奥義ダメージUP,반드시 연속공격/자신의 HP가 높을수록 오의 데미지 UP
剣と脚に想いを乗せて,검과 다리에 마음을 실어
"<div class=""prt-text-small"">トリプルアタック発動時に剣脚Lvが*上昇(最大*)　<span class=""text-blue"">◆剣脚Lvに応じて与ダメージ上昇</span></div>","<div class=""prt-text-small"">트리플 어택 발동 시에 검각 Lv이 *상승(최대 *)　<span class=""text-blue"">◆검각 Lv에 따라 가하는 데미지 상승</span></div>"


"!시에테(SSR,십천중)"
[十天衆],[십천중]
シエテ,시에테
ディエス・ミル・エスパーダ,디에스 밀 에스파다
ディエス・ミル・エスパーダ＋,디에스 밀 에스파다＋
風属性ダメージ(特大)/味方全体の攻撃UP,풍속성 데미지(특대)/아군 전체의 공격UP
シエン・ミル・エスパーダ,시엔 밀 에스파다
"<span class=""prt-text-small"">風属性ダメージ(特大)/味方全体の攻撃UP/自分の被ダメージ無効(*回)</span>","<span class=""prt-text-small"">풍속성 데미지(특대)/아군 전체의 공격 UP/자신이 받는 데미지 무효(*회)</span>"
エンブレーマ,엠블레마
エンブレーマ＋,엠블레마＋
エンブレーマ＋＋,엠블레마＋＋
"<div class=""prt-text-small"">自分が即座に奥義発動可能/奥義性能UP(*回)/剣光Lvが*上昇(最大*)</div>","<div class=""prt-text-small"">자신이 즉시 오의 발동가능/오의 성능 UP(*회)/검광 레벨이 * 상승(최대 *)</div>"
自分が即座に奥義発動可能/剣光Lvが*上昇(最大*),자신이 즉시 오의 발동가능/검광Lv이 * 상승(최대 *)
Lvに応じて攻撃力、連続攻撃確率が上昇した状態(消去不可),"Lv에 따라 공격력, 연속공격 확률이 상승한 상태(소거불가)"
インフィニート・クレアーレ,인피니트 클레아레
インフィニート・クレアーレ＋,인피니트 클레아레＋
インフィニート・クレアーレ＋＋,인피니트 클레아레＋＋
"<div class=""prt-text-small"">ターゲットに関わらず**回単体ダメージ/自分の奥義ゲージUP(**%)</div>","<div class=""prt-text-small"">타겟에 관계없이 **회 단일 데미지/자신의 오의 게이지 UP(**%)</div>"
クオーレ・ディ・レオーネ,쿼레 디 레오네
"味方全体が即時奥義発動　<span class=""text-blue"">◆剣光Lvを*消費</span>","아군 전체가 즉시 오의 발동　<span class=""text-blue"">◆검광 Lv을 *소비</span>"
七星の煌めき,칠성의 반짝임
"味方全体の奥義性能UP/即時奥義発動　<span class=""text-blue"">◆再使用不可</span>","아군 전체의 오의 성능 UP/즉시 오의 발동　<span class=""text-blue"">◆재사용 불가</span>"
奥義ダメージが上昇した状態,오의 데미지가 상승한 상태
奥義ダメージの上限が上昇した状態,오의 데미지의 상한이 상승한 상태
天星剣王,칠성검왕
"<div class=""prt-text-small"">風属性キャラの奥義性能UP/剣光Lvに応じて自分の攻撃UP/連続攻撃確率UP　<span class=""text-blue"">◆剣光Lvは毎ターン*上昇し、被ダメージで*減少(最大*)</span></div>","<div class=""prt-text-small"">풍속성 캐릭터의 오의 성능 UP/검광 Lv에 따라 자신의 공격 UP / 연속 공격 확률 UP　<span class=""text-blue"">◆검광 Lv은 매 턴 *상승하고, 데미지를 받으면 *감소(최대 *)</span></div>"
"風属性キャラの奥義ダメージUP/剣光Lvに応じて自分の攻撃UP/連続攻撃確率UP　<span class=""text-blue"">◆剣光Lvは毎ターン*上昇し、被ダメージで*減少(最大*)</span>","풍속성 캐릭터의 오의 데미지UP/검광 Lv에 따라 자신의 공격UP/연속 공격 확률UP　<span class=""text-blue"">◆검광 Lv은 매 턴 *상승하며, 데미지를 받으면 *감소(최대*)</span>"
カンピオーネ,캄피오네
土属性の敵に対して与ダメージUP,토속성 적에게 가하는 데미지 UP


!안치라(SSR)
[西南西の守護神],[서남서의 수호신]
アンチラ,안치라

千手千猿・猿皇波,천수천원・원황파
風属性ダメージ(特大)/強化効果を*つ無効化,풍속성 데미지(특대)/강화 효과를 *개 무효화
不生不滅,불생불멸
不生不滅＋,불생불멸＋
参戦者のHPを回復/味方全体の防御DOWN/弱体耐性DOWN,참전자의 HP를 회복 / 아군 전체의 방어 DOWN / 약화 내성 DOWN
君子万年,군자만년
君子万年＋,군자만년＋
君子万年＋＋,군자만년＋＋
"<div class=""prt-text-small"">味方単体にバリア効果/敵対心UP/風属性追撃効果<br><span class=""text-blue"">◆追撃は被ダメージするまで継続</span></div>","<div class=""prt-text-small"">아군 1체에게 배리어 효과/적대심 UP/풍속성 추격 효과<br><span class=""text-blue"">◆추격은 데미지를 받을 때까지 계속</span></div>"
葦編三絶,위편삼절
葦編三絶＋,위편삼절＋
"<div class=""prt-text-small"">味方全体を強化<br><span class=""text-blue"">◆*回発動でクリティカル確率UP/*回でダメージ上限UP追加</span></div>","<div class=""prt-text-small"">아군 전체를 강화<br><span class=""text-blue"">◆*회 발동으로 크리티컬 확률 UP/*회 발동으로 데미지 상한 UP 추가</span></div>"
三令五申,삼령오신
"<div class=""prt-text-small"">敵全体に風属性ダメージ/三猿効果を付与<br><span class=""text-blue"">◆三猿効果は発動回数に応じて性能強化(最大Lv*)</span></div>","<div class=""prt-text-small"">적 전체에게 풍속성 데미지/삼원 효과를 부여<br><span class=""text-blue"">◆삼원 효과는 발동 횟수에 따라 성능 강화(최대 Lv*)</span></div>"
猿神宮の主,원신궁의 주인
味方全体が確率で敵の通常攻撃回避,아군 전체가 확률로 적의 일반공격을 회피
身外身の術,신외신술
"<div class=""prt-text-small"">奥義発動時に自分に身外身の術を付与<br><span class=""text-blue"">◆効果中は攻撃力UP/連続攻撃確率UP/風属性追撃効果/敵の全ての攻撃を回避(回避成功時に解除)</span></div>","<div class=""prt-text-small"">오의 발동 시에 자신에게 신외신술을 부여<br><span class=""text-blue"">◆효과 중에는 공격력 UP/연속 공격 확률 UP/풍속성 추격 효과/적의 모든 공격을 회피(회피 성공 시에 해제)</span></div>"


!앙리에트(SSR)
[癒奏者],[치유의 연주자]
アンリエット,앙리에트

アフェクション・メロディ,어펙션 멜로디
アフェクション・メロディ＋,어펙션 멜로디＋
風属性ダメージ(特大)/睡眠効果,풍속성 데미지(특대) / 수면 효과
フィランソロピー,필란트로피
フィランソロピー＋,필란트로피＋
"<div class=""prt-text-small"">風属性キャラ単体のアビリティ再使用間隔を*ターン短縮/ターン進行時に攻撃行動を*回行う</div>","<div class=""prt-text-small"">풍속성 캐릭터 1체의 어빌리티 재사용 간격을 *턴 단축/턴 진행 시에 공격행동을 *회 행한다</div>"
シークレットガーデン,시크릿 가든
シークレットガーデン＋,시크릿 가든＋
味方全体の攻撃UP/奥義ゲージ上昇量UP,아군 전체의 공격 UP/오의 게이지 상승량 UP
ユーフォリア,유포리아
"<div class=""prt-text-small"">敵全体の攻撃DOWN/防御DOWN/味方全体に敵のモードゲージ減少量UP効果(大)</div>","<div class=""prt-text-small"">적 전체의 공격 DOWN / 방어 DOWN / 아군 전체에게 적의 모드 게이지 감소량 UP 효과(대)</div>"
神選の奏者,신이 택한 연주자
味方全体の弱体成功率UP,아군 전체의 약체 성공률 UP


"!요달라하(SSR,풍속통상)"
[鉛白の剣鬼],[회백색의 검귀]
ヨダルラーハ,요달라하

須臾一断,수유일단
須臾一断＋,수유일단＋
風属性ダメージ(特大)/自分に三幕の数に応じた風属性追撃効果,풍속성 데미지(특대)/자신에게 삼막의 수에 따른 풍속성 추격 효과
刀逡巡,도준순
刀逡巡＋,도준순＋
"<div class=""prt-text-small"">三幕を*消費して自分の攻撃大幅UP　<span class=""text-blue"">◆奥義ゲージ***％消費でターン進行時に攻撃行動を*回行う</span></div>","<div class=""prt-text-small"">삼막을 * 소비하여 자신의 공격 대폭 UP　<span class=""text-blue"">◆오의 게이지를 ***％ 소비하여 턴 진행 시에 공격행동을 *회 행한다</span></div>"
両模糊,양모호
両模糊＋,양모호＋
"<div class=""prt-text-small"">自分が即座に奥義発動可能/奥義性能UP(*回)<br><span class=""text-blue"">◆最大HP**％減少</span></div>","<div class=""prt-text-small"">자신이 즉시 오의 발동가능/오의 성능 UP(*회)<br><span class=""text-blue"">◆최대 HP**％ 감소</span></div>"
段漠,단막
"自分に三幕を*付与<br><span class=""text-blue"">◆三幕が無い時のみ使用可能</span>","자신에게 삼막을 * 부여<br><span class=""text-blue"">◆삼막이 없을 때만 사용 가능</span>"
三幕八場,삼막팔장
"<div class=""prt-text-small"">*ターン毎に三幕を*付与/三幕効果中必ずトリプルアタック/ただし三幕が無いとき通常攻撃を行わない/防御と敵対心大幅DOWN　<span class=""text-blue"">◆三幕は通常攻撃で*消費しバトル開始時*の状態(最大*)</span></div>","<div class=""prt-text-small"">*턴 마다 삼막을 * 부여/삼막 효과 중 반드시 트리플 어택/단 삼막이 없을 때 일반공격을 하지 않는다/방어와 적대심 대폭 DOWN　<span class=""text-blue"">◆삼막은 일반공격으로 * 소비하고 배틀 개시 시 *인 상태(최대*)</span></div>"
覚悟と誓いの白装束,각오와 맹세의 흰 복장
風属性追撃効果が付与されている時、回避率UP,"풍속성 추격 효과가 부여되어 있을 때, 회피율 UP"


"!유엘(SSR,수영복)"
[蒼紅之絆],[창홍의 인연]
ユエル,유엘

紅之舞・華嵐,붉은 춤・하나아라시
紅之舞・華嵐＋,붉은 춤・하나아라시＋
"<span class=""prt-text-small"">風属性ダメージ(特大)/味方全体に風属性追撃効果　<span class=""text-blue"">◆対象が狐火状態時に無属性追加ダメージ</span></span>","<span class=""prt-text-small"">풍속성 데미지(특대)/아군 전체에게 풍속성 추격 효과　<span class=""text-blue"">◆대상이 도깨비 불 상태일 때 무속성 추가 데미지</span></span>"
不知火,시라누이
不知火＋,시라누이＋
"<div class=""prt-text-small"">敵全体に風属性ダメージ/狐火を付与/土属性攻撃DOWN　<span class=""text-blue"">◆奥義ゲージを**%消費</span></div>","<div class=""prt-text-small"">적 전체에게 풍속성 데미지/도깨비 불을 부여/토속성 공격 DOWN　<span class=""text-blue"">◆오의 게이지를 **% 소비</span></div>"
飛燕・焔返し,비연・호무라가에시
飛燕・焔返し＋,비연・호무라가에시＋
"<div class=""prt-text-small"">敵に*回風属性ダメージ/自分の連続攻撃確率UP(累積)　<span class=""text-blue"">◆狐火状態の敵に*回発動</span></div>","<div class=""prt-text-small"">적에게 *회 풍속성 데미지/자신의 연속 공격 확률 UP(누적)　<span class=""text-blue"">◆도깨비 불 상태의 적에게 *회 발동</span></div>"
迎涼の儀,시원함을 맞이하는 의식
"<div class=""prt-text-small"">味方全体のHPを回復/弱体効果を*つ回復</div>","<div class=""prt-text-small"">아군 전체의 HP를 회복/약체 효과를 *개 회복</div>"
瑞月,서월
"<div class=""prt-text-small"">狐火状態の敵に対して味方全体が与ダメージ上昇</div>","<div class=""prt-text-small"">도깨비 불 상태의 적에게 아군 전체가 가하는 데미지 상승</div>"
風前之狐火,바람 앞의 도깨비 불
"<div class=""prt-text-small"">自分のHPが半分以下になったターンの終了時、*度だけ自分の全てのアビリティが即時使用可能になる/奥義ゲージUP(***%)</div>","<div class=""prt-text-small"">자신의 HP가 절반 이하가 된 턴의 종료 시, *번에 한해 자신의 모든 어빌리티를 즉시 사용 가능하게 된다/오의 게이지 UP(***%)</div>"


"!유이시스(SSR,풍속통상)"
[再興を求めし義侠騎士],[재흥을 바라는 의협기사]
ユイシス,유이시스

破煌刃・星薙,파황인・호시나기
破煌刃・星薙＋,파황인・호시나기＋
