orig,kr
"<div class=""prt-text-small"">被ダメージで以下の効果を順に得る(被ダメージ属性を水属性に変換/奥義ダメージUP/奥義ダメージ上限UP/弱体効果無効/カウンター(被ダメージ/*回))</div>","<div class=""prt-text-small"">받는 데미지로 이하의 효과를 순서대로 얻는다(받는 데미지의 속성을 수속성으로 변환/오의 데미지 UP/오의 데미지 상한 UP/약체효과 무효/카운터(받는 데미지/*회))</div>"


"!사라사(SSR,십천중)"
[十天衆],[십천중]
サラーサ,사라사
全空の脅威に座する無双の獣は最強を掲げ、遥かなる蒼天の総てを掌る。自然の摂理を誰よりも厳しく受け止め、弱者を喰らい、強者であり続ける。なにもかもを、失わないために。,전공의 협위에 앉은 무쌍의 짐승은 최강을 내걸고、아득히 넓은 창천의 모든 것을 관장한다. 자연의 섭리를 누구보다 엄격하게 받아들여、약자를 먹고、강한자로서 군림한다. 모든 것을、잃어버리지 않기 위해.

最強の斧使い,최강의 도끼꾼
本当の強さ,진정한 강함
変わらぬ思い,변하지 않는 마음
真なる強さを得るために,진정한 강함을 얻기 위해
求めた先にある答えとは……,추구했던 그 너머에 있는 답은……
最強の称号を手に入れるために,최강의 칭호를 손에 얻기 위해서

アストロ・デストラクション,아스트로・디스트럭션
土属性ダメージ(特大)/自分の土属性攻撃力UP/フォームチェンジ,토속성 데미지(특대)/자신의 토속성 공격력UP/폼 체인지
アストロ・スプレション＋,아스트로・스플레이션
土属性ダメージ(特大)/フォームチェンジ,토속성 데미지(특대)/폼 체인지

アニヒレイション・ノヴァ,어나힐레이션・노바
土属性ダメージ(特大)/無属性追加ダメージ(*回)/フォームチェンジ,토속성 데미지(특대)/무속성 추가 데미지(*회)/폼 체인지

ヴォーパルレイジ＋,보팔 레이지+
"敵に土属性ダメージ<br><span class=""text-blue"">斧：自分のHP回復/憤怒効果<br>剣：憤怒状態の時に激昂効果</span>","적에게 토속성 데미지<br><span class=""text-blue"">도끼：자신의 HP회복/분노효과<br>검：분노상태일 때 격앙효과</span>"

ベルセルクフォージ＋＋,베르세르크 포지++
斧：カウンター効果(回避/*回)/自分の攻撃UP　剣：自分に逆境効果/敵対心DOWN,도끼：카운터 효과(회피/*회)/자신의 공격UP　검：자신에게 역경효과/적대심DOWN
ベルセルクフォージ＋,베르세르크 포지+
斧：カウンター効果(回避/*回)<br>剣：自分に逆境効果,도끼：카운터 효과(회피/*회)<br>　검：자신에게 역경효과

グラウンドゼロ＋,그라운드제로+
自分のHPを犠牲にして敵全体に無属性ダメージ/自分にバリア効果/土属性防御DOWN,자신의 HP를 희생하여 적 전체에 무속성 데미지/자신에게 베리어 효과/토속성 방어DOWN
グラウンドゼロ,그라운드제로
自分のHPを犠牲にして敵全体に無属性ダメージ/自分にバリア効果,자신의 HP를 희생하여 적 전체에 무속성 데미지/자신에게 베리어 효과

三寅の祝福,삼인의 축복
"自分が即座に奥義発動可能/効果時間中ターン終了時に奥義ゲージを***%にする/攻撃大幅UP(*ターンのみ)　<span class=""text-blue"">◆再使用不可</span>","자신이 즉시 오의 발동가능/효과시간중 턴 종료시에 오의 게이지를***%으로 한다/공격 대폭UP(*턴만)　<span class=""text-blue"">◆재사용불가</span>"

怪力乱神,괴력난신
憤怒状態の時に連続攻撃確率UP/クリティカル確率UP<br>激昂状態の時に奥義ダメージUP/チェインバーストダメージUP/土属性追撃効果,분노상태에 연속공격 확률UP/크리티컬 확률UP<br>격앙상태일  때 오의 데미지UP/체인 버스트 데미지UP/토속성 추격 효과
憤怒状態の時に連続攻撃確率UP<br>激昂状態の時に奥義ダメージUP/チェインバーストダメージUP,분노상태에 연속공격 확률UP<br>격앙상태일  때 오의 데미지UP/체인 버스트 데미지UP
暴虎,포호
水属性の敵に対して与ダメージUP,수속성 적에게 대해 입히는 데미지UP

連続攻撃の発生確率が上昇した状態,연속공격의 발생확률이 상승한 상태
奥義ダメージとチェインバーストダメージが上昇した状態,오의 데미지와 체인 버스트 데미지가 상승한 상태
通常攻撃を無効化して相手に攻撃する状態,일반공격을 무효화하고 상대에게 공격하는 상태
自分のHPが少なくなるほど攻撃力が大きく上昇する状態,자신의 HP가 적어질 수록 공격력이 크게 상승하는 상태
攻撃のターゲットになりにくい状態,공격의 타겟이 잘 되지 않는 상태

土属性の被ダメージに対する防御力が減少した状態,토속성 받는 데미지에 대한 방어력이 감소한 상태
ターン終了時に奥義ゲージを***%にする状態,턴 종료시에 오의 게이지를 ***%로 하는 상태
三寅の祝福により攻撃力が上昇した状態,삼인의 축복에 의해 공격력이 상승한 상태


!소릿즈(SSR)
[岩砕快拳],[바위를 부수는 쾌권]
ソリッズ,소릿즈

破碞溢衝＋,파괴일충＋
土属性ダメージ(特大)/自分にストレングス効果,토속성 데미지 (특대)/자신에게 스트렝스 효과
不撓不屈＋,불요불굴＋
"<div class=""prt-text-small"">敵に*回土属性ダメージ/自分のHP回復　<span class=""text-blue"">◆使用する度に回復性能UP(最大*回)</span></div>","<div class=""prt-text-small"">적에게 *회 토속성 데미지/자신의 HP 회복　<span class=""text-blue"">◆사용할 수록 회복 성능 UP(최대 *회)</span></div>"
肉弾気焔＋,육탄기백＋
"<div class=""prt-text-small"">敵に*回土属性ダメージ/防御DOWN(累積)　<span class=""text-blue"">◆使用する度に攻撃回数UP(最大**回)</span></div>","<div class=""prt-text-small"">적에게 *회 토속성 데미지/방어 DOWN(누적)　<span class=""text-blue"">◆사용할 수록 공격 횟수 UP(최대 **회)</span></div>"
漢気アルティメイタム,한기 얼티메이텀
"<div class=""prt-text-small"">不撓不屈と肉弾気焔が即時使用可能になる　<span class=""text-blue"">◆この拳に誓ってネェチャン達には触れさせねぇ！</span></div>","<div class=""prt-text-small"">불요불굴과 육탄기백이 즉시 사용 가능　<span class=""text-blue"">◆この拳に誓ってネェチャン達には触れさせねぇ！</span></div>"
老當益壮,노당익장
敵のターゲットにされやすいが最大HPUP,적의 타겟이 되기 쉽지만 최대 HPUP
マッスルリアクション,머슬 리액션
"被ダメージで剛破Lvが*上昇（最大**)　<span class=""text-blue"">◆剛破Lvに応じて与ダメージ上昇</span>","피격 시 강파 레벨이*상승（최대**)　<span class=""text-blue"">◆강파Lv에 따라 적에게 가하는 데미지 상승</span> "


!아루루메이야(SSR)
[神託の妖童],[신탁의 요동]
アルルメイヤ,아루루메이야

セレネ・ティモリア,세레네・티모리아
土属性ダメージ(特大)/水晶に事象を投影/投影解放を再使用可能にする/味方全体の奥義ゲージUP,토속성 데미지(특대)/수정에 사상을 투영/투영해방을 재사용 가능/아군 전체의 오의 게이지 UP
月天＋＋,월천++
敵全体に土属性ダメージ/攻撃DOWN/水属性攻撃DOWN,적 전체에 토속성 데미지/공격 DOWN/수속성 공격 DOWN
タブラ・ラーサ＋＋,타블라・라사++
"<div class=""prt-text-small"">味方全体の弱体効果無効(*回)/アビリティダメージUP/アビリティダメージ上限UP</div>","<div class=""prt-text-small"">아군 전체의 약체효과 무효(*회)/어빌리티 데미지 UP/어빌리티 데미지 상한 UP</div>"
ナクシャトラ,나크샤트라
敵に土属性ダメージ/スロウ効果,적에게 토속성 데미지/슬로우 효과
事象投影,사상투영
"水晶に事象を投影する　<span class=""text-blue"">◆映し出した夢に応じて効果が変化</span>","수정에 사상을 투영한다　<span class=""text-blue"">◆투영된 꿈에 따라 효과가 변화</span>"
神託,신탁
防御UP,방어 UP


"!아쿠아1학년(SSR,럽라콜라보)"
[Aqours],[Aqours]
津島善子＆国木田花丸＆黒澤ルビィ,츠시마 요시코&쿠니키다 하나마루&쿠로사와 루비

Waku-Waku-Week!,Waku-Waku-Week！+
Waku-Waku-Week!＋,Waku-Waku-Week！+
敵に土属性ダメージ(特大)/味方全体の土属性攻撃UP/HP回復,적에게 토속성 데미지(특대)/아군 전체의 토속성 공격UP/HP회복
一緒に堕天しましょ,같이 타천하자
一緒に堕天しましょ＋,같이 타천하자+
敵に暗闇効果/最大CT増加,적에게 암흑효과/최대 CT 증가
未来ずら～,미래에유～
未来ずら～＋,미래에유～+
味方全体のHP回復,아군 전체의 HP회복
がんばルビィ！,힘내루비！
味方全体の弱体効果を*つ回復/防御UP,아군 전체의 약화효과를 *개 회복/방어UP
リアルこそ正義,리얼이야말로 정의
"敵の全ての攻撃を回避　<span class=""text-blue"">◆回避時味方全体のHP回復</span>","적 전체의 공격을 회피 <span class=""text-blue"">◆회피시 아군 전체 HP회복</span>"
浦の星女学院1年生,우라노호시 여학원 1학년
HPが**%以下の時自分の回復性能UP,HP가 ***% 이하일 때 자신의 회복성능UP


!알레티아(SSR)
[剣の賢者],[검의 현자]
アレーティア,알레티아

白刃一掃＋,백인일소+
土属性ダメージ(特大)/次の序と破が*回発動,토속성 데미지(특대) / 다음 서와 파가 *번 발동
序＋,서+
敵に*～*倍土属性ダメージ,적에게 *~*배의 토속성 데미지
破＋,파+
敵全体に*.*～*.*倍土属性ダメージ,적 전체에게 *~*배의 토속성 데미지
急,급
自分が即座に奥義発動可能,자신이 즉시 오의 발동 가능
剣聖,검성
奥義ゲージ上昇量UP,오의 게이지 상승량 UP


"!오이겐(SSR,리미티드)"
[蒼醒の志士],[창성의 지사]
オイゲン,오이겐

ディー・ヤーゲン・カノーネ＋,디・야겐・카노네+
土属性ダメージ(特大)/味方全体の土属性攻撃UP/ダブルアタック確率UP,토속성 데미지(특대) / 아군 전체의 토속성 공격 UP / 더블어택 확률 UP
インターセプトII＋,인터셉트II＋
"<div class=""prt-text-small"">自分にカウンター効果(回避/*回)/敵対心UP<br><span class=""text-blue"">◆奥義ゲージを**％消費</span></div>","<div class=""prt-text-small"">자신에게 카운터 효과(회피 / * 회) / 적대심 UP<br><span class=""text-blue"">◆오의 게이지를 **% 소비</span></div>"
サドンアタック＋,서든어택＋
土属性キャラ単体にアームド効果/高揚効果,토속성 캐릭터 한 명에게 암드 효과 / 고양 효과
オートイグニッション,오토 이그니션
"<div class=""prt-text-small"">発動時に自分の奥義ゲージを***%にする/弱体効果を*つ回復 <span class=""text-blue"">◆効果時間中ターン終了時に奥義ゲージを***%にする</span></div>","<div class=""prt-text-small"">발동시 자신의 오의 게이지를 ***%로 만든다 / 약체효과를 *개 회복 <span class=""text-blue"">◆효과시간 중 턴 종료시 오의 게이지를 ***%로 만든다</span></div>"
ツングースカ・バタフライ,싱그스카・버터플라이
敵の攻撃行動のターゲットになった場合チェインバースト性能UP(累積),적의 공격행동의 타겟이 된 경우 체인 버스트 성능 UP(누적)
ヘッドショット,헤드샷
クリティカル発生時にダメージ上限UP,크리티컬 발생 시 데미지 상한 UP


"!옥토(SSR,십천중)"
[十天衆],[십천중]
オクトー,옥토
全空の脅威に座する天上無敵の剣豪は己を研ぎ澄まし続け、遥かなる蒼天の総てを掌る。善悪の区別無く刀を向けるも、決して弱者を切ることは無い。強き悪鬼を切り捨てるその姿は、力無き者に正義を思わせる。,전공의 협위에 앉은 천상무적의 검호는 자신을 계속해서 갈고 닦아、아득히 넓은 창천의 모든 것을 관장한다. 선악의 구별이 없는 도를 향해도、결코 약자를 베는 일은 없다. 강한 악귀를 베어 쓰러뜨리는 그 모습은、힘없는 자에게 정의를 떠올리게한다.

刀神襲来,도신의 습격
常在戦場の心得,늘 전장의 마음가짐
再戦の予感,재전의 예감
最強を名乗る刀,최강을 자처하는 칼
問おう、汝が最強を,묻겠다、그대의 최강을
万華なる世界,만화(万華)한 세계

捨狂煉路敷,습광연로부
土属性ダメージ(特大)/即死効果/自分の連続攻撃確率UP/味方全体の土属性攻撃力UP,토속성 데미지(특대)/즉사효과/자신의 연속공격 확률UP/아군 전체의 토속성 공격력UP
心解,심해
心解＋,심해＋
心解＋＋,심해＋＋
自分の攻撃UP/クリティカル確率UP/飛天効果,자신의 공격UP/크리티컬 확률UP/비천 효과
煉獄,연옥
煉獄＋,연옥＋
"味方に自分の奥義ゲージを分配する<br><span class=""text-blue"">◆奥義ゲージを**％消費</span>","아군에게 자신의 오의 게이지를 배분한다<br><span class=""text-blue"">◆오의 게이지를**％소비</span>"
神斬舞,신참무
神斬舞＋,신참무＋
敵のモードゲージを吸収して自分の奥義ゲージに変換/奥義ゲージの累積上昇量に応じて自分のステータスUP,적의 모드게이지를 흡수하여 자신의 오의 게이지로 변환/오의 게이지의 누적 상승량에 따라 자신의 스테이터스 UP
八命の廻り,팔명의 순환
"奥義ゲージ***%UP/高揚効果　<span class=""text-blue"">◆再使用不可</span>","오의 게이지***%UP/고양효과　<span class=""text-blue"">◆재사용불가</span>"
刀神,도신
奥義ゲージ最大値***/奥義ゲージ上昇率UP/ダブルアタック確率UP,오의 게이지 최대치***/오의 게이지 상승률UP/더블어택 확률UP
鬼神,귀신
水属性の敵に対して与ダメージUP,수속성 적에 대해 입히는 데미지UP

*ターンの間に自分が発動した奥義回数に応じて奥義ダメージと奥義ダメージ上限が上昇する状態,*턴 간 자신이 발동한 오의 회수에 따라 오의 데미지와 오의 데미지 상한이 상승하는 상태
奥義ゲージの累積上昇量に応じて強化効果を得る状態,오의 게이지의 누적 상승량에 따라 강화효과를 얻는 상태
毎ターン奥義ゲージが上昇する状態(消去不可),매턴 오의 게이지가 상승하는 상태(소거불가)


"!유그드라실(SSR,통상)"
[創樹の守人],[창수의 수호자]
ユグドラシル,유그드라실

アクシス・ムンディ,엑시스 문디
アクシス・ムンディ＋,엑시스 문디＋
土属性ダメージ(特大)/奥義ゲージUP(**%),토속성 데미지(특대) / 오의 게이지 UP(**%)
ブローナド・ノルン＋,블로나드 노룬＋
"<div class=""prt-text-small"">味方全体の攻撃UP(中)/防御UP(中)/奥義ゲージ上昇量UP<span class=""text-blue"">　◆奥義ゲージを**%消費</span></div>","<div class=""prt-text-small"">아군 전체의 공격UP(중)/방어UP(중)/오의 게이지상승량UP<span class=""text-blue"">　◆오의 게이지를**%소비</span></div>"
ジグラット＋,지그라트＋
"<div class=""prt-text-small"">土属性キャラのクリティカル確率UP/自分以外の味方全体にバリア効果<span class=""text-blue"">　◆奥義ゲージを**%消費</span></div>","<div class=""prt-text-small"">토속성 캐릭터의 크리티컬 확률UP/자신 이외의 아군 전체에 배리어 효과<span class=""text-blue"">　◆오의 게이지를**%소비</span></div>"
ケラスス・グラティア,케라스・그라티아
味方全体のHP回復/再生効果/弱体効果を*つ回復,아군 전체의 HP회복/재생효과/약체효과를*개회복
慈愛の大樹,자애의대목
敵のターゲットにされやすいが被ダメージ時の奥義ゲージ上昇量UP,적의 타겟이 되기 쉽지만 피격 시 오의 게이지 상승량UP
アニマ・アエテルヌス,아니마・아에테르누스
水属性の敵に対して与ダメージUP,수속성 적에 대해 입히는 데미지UP


"!유스테스(SSR,토속통상)"
[地砕の霹狼],[지쇄의청랑]
ユーステス,유스테스

デッドエンド・シュート＋,데드엔드・슛＋
土属性ダメージ(特大)/攻撃DOWN/充填Lvリセット,토속성 데미지(특대)/공격DOWN/충전Lv리셋
フラメクの雷＋,프라메크의 천둥＋
敵全体に土属性ダメージ/麻痺効果,적 전체에 토속성 데미지/마비효과
アンチ・ソシアル・ディシーズ＋,안티・소시알・디시즈＋
"味方全体のクリティカル確率UP　<span class=""text-blue"">◆奥義ゲージを**%消費</span>","아군 전체의 크리티컬 확률UP　<span class=""text-blue"">◆오의 게이지를**%소비</span>"
スロー・キル,슬로・킬
ターゲットに関わらず敵に*回単体ダメージ/奥義ゲージUP,타겟에 관계없이 적에게 *회 단체 데미지/오의 게이지UP
フラメクの契約者,프라메크의 계약자
被ダメージ時の奥義ゲージ上昇量UP,데미지를 받을 때 오의 게이지 상승량UP
カスタムバレル,커스텀 배럴
"充填Lvに応じて攻撃UP/奥義ダメージUP/奥義ダメージ上限UP　<span class=""text-blue"">◆充填Lvは自分がアビリティを使用するたび*上昇</span>","충전Lv에 따라 공격UP/오의 데미지UP/오의 데미지 상한UP　<span class=""text-blue"">◆충전Lv은 자신이 어빌리티를 사용할 때마다*상승</span>"
リミットボーナスアビリティ,리미트 보너스 어빌리티
強化アビリティ使用時自分の連続攻撃確率UP,강화 어빌리티 사용 시 자신의 연속공격확률UP


"!유스테스(SSR,할로윈)"
[闇夜の蒼雷],[암야의 창운]
ユーステス,유스테스

デッドエンド・シュート＋,데드엔드・슛＋
土属性ダメージ(特大)/暗闇効果/充填Lvリセット,토속성 데미지(특대)/암흑효과/충전Lv 리셋
フラメクの雷＋,프라메크의 번개＋
"敵全体に土属性ダメージ/麻痺効果　<span class=""text-blue"">◆充填Lvが*上昇</span>","적 전체에게 토속성 데미지/마비효과　<span class=""text-blue"">◆충전Lv이 *상승</span>"
トゥナイト・アイ・フライ＋,투나잇・아이・플라이＋
"<div class=""prt-text-small"">敵に土属性ダメージ/土属性防御DOWN<br><span class=""text-blue"">◆充填Lvを*消費して*回ダメージが発動/弱体効果命中率UP</span></div>","<div class=""prt-text-small"">적에게 토속성 데미지/토속성 방어 DOWN<br><span class=""text-blue"">◆충전Lv을 *소비하여 *회 데미지 발동/약체효과 명중률 UP</span></div>"
ウェイステッド・アース,웨이스티드・어스
"<div class=""prt-text-small"">土属性キャラのクリティカル確率UP/連続攻撃確率UP<br><span class=""text-blue"">◆充填Lvを*消費して会心効果追加</span></div>","<div class=""prt-text-small"">토속성 캐릭터의 크리티컬 확률 UP/연속공격확률 UP<br><span class=""text-blue"">◆충전Lv을 *소비하여 회심효과 추가</span></div>"
フラメクの使い手,프라메크의 사용자
ダメージを受けなかった場合、ターン終了時にターゲットに関わらず*回土属性ダメージ,"데미지를 받지 않은 경우, 턴 종료 시 타겟에 관계없이 *회 토속성 데미지"
雷狼,뇌랑
"充填Lvに応じて攻撃UP/奥義性能UP　<span class=""text-blue"">◆充填Lvは毎ターン*上昇(最大**)</span>","충전Lv에 대응하여 공격 UP/오의성능 UP　<span class=""text-blue"">◆충전Lv은 매턴 * 상승(최대**)</span>"


"!이루자(SSR,토속통상)"
[峻厳な鬼教官],[준엄한 귀신교관]
イルザ,이루자

バースト・イレイザー＋,버스트 이레이저
土属性ダメージ(特大)/リロード/ダブルアタック確率DOWN,토속성 데미지(특대)/리로드/더블어택 확률 DOWN
セイクリッド・ヘル＋,세이크리드 헬+
"<div class=""prt-text-small"">敵の現HPに応じた無属性ダメージ/恐怖効果/リロード<br><span class=""text-blue"">◆バレットの残弾が*の場合のみ使用可</span></div>","<div class=""prt-text-small"">적의 현재 HP에 비례한 무속성 데미지/공포효과/리로드<br><span class=""text-blue"">◆불릿 잔탄이*인 경우에만 사용가능</span></div>"
ヒム＋,힘+
"敵に土属性ダメージ/防御DOWN <br><span class=""text-blue"">◆バレットを*消費</span>","적에게 토속성 데미지/방어DOWN <br><span class=""text-blue"">◆불릿을*소비</span>"
ティニタス,티니타스
"<div class=""prt-text-small"">バレットを全て消費して敵に土属性ダメージ<br><span class=""text-blue"">◆残弾数に応じてダメージUP/ダメージ上限UP</span></div>","<div class=""prt-text-small"">불릿을 모두 소비하여 적에게 토속성 데미지<br><span class=""text-blue"">◆잔탄 수에 비례해 데미지UP/데미지 상한UP</span></div>"
ノインバレット,노인 불릿
"通常攻撃時にバレットを消費<br><span class=""text-blue"">◆バレットはバトル開始時*の状態(最大*)</span>","일반공격시 불릿을 소비<br><span class=""text-blue"">◆불릿은 배틀 시작시*의 상태 (최대*)</span>"
調停の銃ニバス,조정의 총 니바스
"<div class=""prt-text-small"">バレットの残弾がある時与ダメージ上昇/残弾が*の場合通常攻撃の代わりにリロードを行う</div>","<div class=""prt-text-small"">불릿의 잔탄이 있을 경우 적에게 가하는 데미지 상승/잔탄이*일 경우 일반공격 대신에 리로드를 한다</div>"


"!제시카(SSR,유카타)"
[朱夏の銃士]
ジェシカ
団長、ルリア、ビィ、そしてアイル。大切な相手と共に選び、楽しい思い出が染みこんだユカタヴィラは、ジェシカの宝物となった。この夏が終わっても、ユカタヴィラを目にする度に彼女は幸せな気持ちになることだろう。

お姉ちゃん、夏のおめかし
迷子の迷子のお姉ちゃん

ブルート・リヒト＋
土属性ダメージ(特大)/暗闇効果/味方全体の弱体効果を*つ回復

フレーゲ・シュース＋
"敵全体に土属性ダメージ/味方全体のHP回復<span class=""text-blue""><br>◆*ターンの間ターン終了時に救命射撃を行う</span>"
ファイアヴェルク＋
"味方全体を特殊強化(攻防UP/連続攻撃確率UP)/弱体成功率UP<span class=""text-blue"">　◆火力支援Lvが*以上の時、与ダメージ上昇効果追加</span>"
◆火力支援Lvが*以上の時、与ダメージ上昇効果追加
アウセンザイター
"土属性キャラ単体に自分の最大HPの**%分のバリア効果(最大****)/土属性追撃効果　<span class=""text-blue"">◆追撃は被ダメージするまで継続</span>"
◆追撃は被ダメージするまで継続

姉と見上げる夏景色
攻撃開始時に瀕死状態の味方がいる時、自分が必ずトリプルアタック/回復性能UP
ひと夏の装い
"奥義使用時に救命射撃の効果時間を*ターン延長/火力支援Lv上昇(最大Lv*)　<span class=""text-blue"">◆火力支援Lvに応じてフレーゲ・シュースと救命射撃のダメージ性能UP</span>"
◆火力支援Lvに応じてフレーゲ・シュースと救命射撃のダメージ性能UP

効果中、ターン終了時に救命射撃を実行する状態(消去不可)
攻撃力が上昇した状態(消去不可)
防御力が上昇した状態(消去不可)
*回攻撃の発生確率が上昇した状態(消去不可)
弱体成功率が上昇した状態
与えるダメージが上昇している状態
次に受ける攻撃を一定量無効化する状態
通常攻撃時に土属性の追加ダメージが発生する状態(被ダメージで解除)


"!제타&바자라가(SSR,할로윈)"
[闇と篝火]
真紅と冥闇 ゼタ＆バザラガ

アビスウォール＋
土属性ダメージ(特大)/自分にカウンター効果(回避・被ダメージ/*回)
マジック・ホライズンズ＋
自分の攻撃UP/必ずトリプルアタック/土属性追撃効果/防御大幅DOWN
ブラック・チェンバー＋
"<div class=""prt-text-small"">自分の防御UP/敵対心UP/トリプルアタック確率DOWN　<span class=""text-blue"">◆効果中、敵の攻撃行動のターゲットになったとき敵全体に*倍土属性ダメージ</span></div>"
ウィッチ・アンド・リーパー
"<div class=""prt-text-small"">敵に*回土属性ダメージ/自分の強化効果を*ターン延長<br><span class=""text-blue"">◆効果時間*ターンの強化効果は除く</span></div>"
契約者の夜宴
必ず連続攻撃/自分の強化効果が無効化されない
「組織」の二人組
"<div class=""prt-text-small"">自分のHPが半分以下になったターンの終了時、*度だけHP回復/自分の全てのアビリティが即時使用可能になる</div>"


"!지크프리트(SSR,토속통상)"
[竜殺しの騎士],[용살해의 기사]
ジークフリート,지크프리트

シュヴァルツ・ファング＋＋,슈발츠 팡＋＋
土属性ダメージ(特大)/追加ダメージ,토속성 데미지(특대)/추가데미지
ウーヴェ＋＋,우베＋＋
敵に土属性ダメージ/味方全体に水属性ダメージカット(**%),적에게 토속성 데미지/아군 전체에 물속성 데미지 컷(**%)
マニガンス＋＋,마니간스＋＋
自分の攻撃UP(特大)/防御UP(大),자신의 공격력UP(특대)/방어력UP(대)
デリリアム＋,델리리움＋
"<div class=""prt-text-small"">敵のモードゲージを吸収して自分の奥義ゲージに変換/自分のダブルアタック率UP</div>","<div class=""prt-text-small"">적의 모드 게이지를 흡수하여 자신의 오의 게이지로 변환/자신의 더블어택 확률UP</div>"
ドラッフェンブルート,드라헨 브루트
稀に通常攻撃時の与ダメージに応じて回復,드물게 일반공격 시의 데미지에 반응하여 회복


!진(SSR)
[成願の武士]
ジン,진

蹊照天刀＋
"土属性ダメージ(特大)/自分に高揚効果　<span class=""text-blue"">◆尚武Lvに応じて奥義性能UP</span>"
硬骨漢＋
自分が即座に奥義発動可能
疾風刃来＋
"<div class=""prt-text-small"">敵に土属性ダメージ/自分に残心効果　<br><span class=""text-blue"">◆尚武Lvが*以上の時、敵の強化効果を*つ消去</span></div>"
一隻眼
"<div class=""prt-text-small"">自分の他のアビリティが即時使用可能になる<br><span class=""text-blue"">◆奥義ゲージを全て消費し、消費した奥義ゲージに応じて一隻眼の再使用間隔を短縮</span></div>"
武辺者
"<div class=""prt-text-small"">残心効果中に敵が特殊技を使用時、敵に土属性ダメージ/自分の尚武Lvが*上昇(最大*)　<span class=""text-blue"">◆尚武Lvが*の時、奥義ゲージ上昇量**%UP</span></div>"
土壇場
大ダメージを受けた時、尚武Lvが*上昇


"!카인(SSR,리미티드)"
[暁旦の臥龍],[새벽의 와룡]
カイン,카인

絶襲・太極陣＋,절습・태극진+
土属性ダメージ(特大)/兵貴神速による強化効果を*ターン延長,토속성 데미지(특대)/병귀신속의 강화효과를 *턴 연장
闊達自在の計＋,활달자재의 계+
敵の攻撃DOWN/防御DOWN/伏計効果,적의 공격 DOWN/방어 DOWN/복계(伏計) 효과
兵貴神速＋,병귀신속+
味方全体を特殊強化(攻撃UP/連続攻撃確率UP),아군 전체를 특수강화(공격 UP/연속공격확률 UP)
八卦斬・生門,팔괘참・생문
ターゲットに関わらず*回土属性ダメージ/自分の奥義ゲージUP(**%),타겟에 상관없이 *회의 토속성 데미지/자신의 오의 게이지 UP(**%)
十面埋伏,십면매복
伏計状態の敵に奥義発動時、味方全体に*ターンの間土属性追撃効果,"복계상태인 적에게 오의 발동 시, 아군 전체에 *턴동안 토속성 추격효과"
イデルバの麒麟児,이데르바의 기린아
自分に兵貴神速による強化効果が付与されている時、攻撃性能UP,"자신이 병귀신속의 강화효과를 받을 때, 공격성능 UP"
リミットボーナスアビリティ,리미트 보너스 어빌리티
味方全体が伏計状態の敵から受けるダメージを軽減,아군 전체가 복계 상태의 적으로부터 받는 데미지를 경감


"!카임(SSR,십현자)"
[忘却の愚者],[망각의 어리석은 자]
カイム,카임

ゴールデンドーン＋,골든 던
土属性ダメージ(特大)/自分の*番目のアビリティがブランクフェイスに変化,토속성 데미지(특대)/자신의 *번째 어빌리티가 블랭크 페이스로 변화
ダブルディール＋,더블 딜+
"土属性キャラの次に使用したアビリティが再度使用可能になる<span class=""text-blue"">　◆再使用不可</span>","토속성 캐릭터가 다음에 사용한 어빌리티를 다시 사용할 수 있게 된다<span class=""text-blue"">　◆재사용 불가</span>"
ビギニング・オブ・ジョーカー＋,비기닝・오브・조커+
"<div class=""prt-text-small"">仲間のアビリティを模倣する<br><span class=""text-blue"">◆次のこのアビリティが「エンド・オブ・ジョーカー」に変化</span></div>","<div class=""prt-text-small"">동료의 어빌리티를 복사한다<br><span class=""text-blue"">◆그 다음 이 어빌리티가「엔드・오브・조커」로 변화</span></div>"
ブランクフェイス,블랭크 페이스
"<div class=""prt-text-small"">バトルメンバーが最初に使用したアビリティの種類に応じてアビリティ内容が変化</div>","<div class=""prt-text-small"">배틀 멤버가 처음 사용한 어빌리티의 종류에 따라 어빌리티 내용이 변화</div>"
ワイルドカード,와일드 카드
武器スキルの得意武器/タイプ/種族の発動条件を全て満たす,무기 스킬의 특기무기/타입/종족의 발동조건을 모두 충족한다
刑死者の逆位置,사형수의 역위치
装備している武器が全て異なる時、土属性キャラの攻撃UP/防御UP/ダメージ上限UP,장비하고있는 무기가 전부 다를경우 토속성 캐릭터의 공격UP/방어UP/데미지상한UP
愚者の正位置,어리석은 자의 정위치
"スペードランク、ハートランク、ダイヤランク、クラブランクがランダムで上昇　<span class=""text-blue"">◆再発動不可</span>","스페이드랭크/하트랭크/다이아랭크/클럽랭크가 랜덤으로 상승　<span class=""text-blue"">◆재발동불가</span>"


"!칼리오스트로(SSR,토속통상)"
[開闢の錬金術師],[개벽의 연금술사]
カリオストロ,칼리오스트로
封印されし美少女,봉인된 미소녀
カリオストロの秘密,칼리오스트로의 비밀
天才美少女錬金術師の憂鬱,천재 미소녀 연금술사의 우울
カリオストロ討滅戦,칼리오스트로 토멸전

アルス・マグナ,아르스  ・마그나
土属性ダメージ(特大)/味方全体の土属性攻撃UP,토속성데미지(특대)/아군전체의 토속성공격UP
コラプス,콜랩스
