0,SceneCode,Type,Name,Origin,Korean
Japanese,scene_cp3_q4_s30、343,synopsis,,嵐の原因が星晶獣であるからこそ、なんとかできるかもしれない、と告げるルリア。ルリアの決意に一筋の希望の光が差し込む。,폭풍의 원인이 성정수이니、 자신이 무언가 할 수 있을지도 모른다고 말하는 루리아. 루리아의 결의 덕에 한줄기 희망이 비춘다.
Japanese,scene_cp3_q4_s30、343,detail,카타리나,ふぅ……<br>これで住人は皆、街に戻れたようだ。,후우……<br>이걸로 주민은 모두、 마을로 돌아간 것 같군.
Japanese,scene_cp3_q4_s30、343,detail,카타리나,しかし、<br>困った状況になったな……,하지만、 <br>곤란하게 됐군……
Japanese,scene_cp3_q4_s30、343,detail,라캄,俺のせいだ……<br>俺があのとき……<br>脱出艇に乗るのを、躊躇わなければ……,나 때문이야……<br>내가 그때……<br>탈출용 비공정에 타는 것을、 주저하지 않았더라면……
Japanese,scene_cp3_q4_s30、343,detail,라캄,そうすりゃいまごろ、<br>みんなは、<br>隣の群島にでも避難できてたはずだ……,그랬으면 지금쯤、 <br>모두、 <br>근처의 군도에라도 피난 할 수 있었을 텐데……
Japanese,scene_cp3_q4_s30、343,detail,비,やめろラカム!<br>んなこと言ったって、しょうがねぇぜ!,그만 둬、 라캄! <br>이제 와서 그런 말 해 봐야、 어쩔 수 없잖아!
Japanese,scene_cp3_q4_s30、343,detail,라캄,みんな、俺に命を預ける覚悟を<br>してくれたってのに……<br>俺があいつらの想いを台無しに……,모두、 내게 목숨을 맡길 각오를<br>해 줬는데도……<br>내가 그녀석들의 각오를 엉망으로……
Japanese,scene_cp3_q4_s30、343,detail,라캄,くそっ!<br>これで本当にお終いだってのか!?<br>何か方法はねぇのか!?,젠장! <br>이걸로 정말 끝장인 건가! ?<br>뭔가 방법은 없는 건가! ?
Japanese,scene_cp3_q4_s30、343,detail,카타리나,守り神とまで称される星晶獣相手では、<br>私達にいったい、何ができるか……,수호신이라고까지 칭송 받는 성정수를 상대로、 <br>우리가 대체、 뭘 할 수 있을까……
Japanese,scene_cp3_q4_s30、343,detail,루리아,できます……まだ希望はあります。,할 수 있어요……아직 희망이 있어요.
Japanese,scene_cp3_q4_s30、343,detail,카타리나,ルリア……?,루리아……?
Japanese,scene_cp3_q4_s30、343,detail,루리아,まだ私がいます……<br>ねぇ、カタリナ? そうだよね?,아직 제가 있어요……<br>그쵸、 카타리나? 그렇죠?
Japanese,scene_cp3_q4_s30、343,detail,카타리나,そうか……!<br>……い、いや、しかし、<br>その力にはどんな影響があるか……,그런가……! <br>……아、 아니、 하지만、 <br>그 힘에는 얼마만큼의 영향을 미칠지……
Japanese,scene_cp3_q4_s30、343,detail,라캄,おい、どういうことだ……?,어이、 무슨 말이야……?
Japanese,scene_cp3_q4_s30、343,detail,루리아,私が……<br>ずっと帝国に囚われていた理由です。,제가……<br>계속 제국에 잡혀 있었던 이유에요.
Japanese,scene_cp3_q4_s30、343,detail,루리아,私には……星晶獣を従える力がある。,저는……성정수를 조종할 수 있어요.
Japanese,scene_cp3_q4_s30、343,detail,비,ちょ、ちょっと待てよ!<br>星晶獣は自分達の作り手である<br><span class='scene-font-spword'>星の民</span>にしか従わねぇんじゃねーのか?,자、 잠깐만! <br>성정수는 자기들의 창조주인<br><span class='scene-font-spword'>별의 민족</span>의 말만 따르는 거 아니었어?
Japanese,scene_cp3_q4_s30、343,detail,라캄,ああ……それに、<span class='scene-font-spword'>星の民</span>はもう、<br>何百年も前の覇空戦争で姿を消して<br>子孫はいないって聞いてるぜ?,그래……거기에、 <span class='scene-font-spword'>별의 민족</span>은 이미、 <br>수백 년 전 패공전쟁이 끝난 후 모두 모습을 감췄고<br>자손은 없다고 들었다고?
Japanese,scene_cp3_q4_s30、343,detail,카타리나,ルリアは、<span class='scene-font-spword'>星の民</span>の子孫ではないよ。<br>……おそらくな。,루리아는、 <span class='scene-font-spword'>별의 민족</span>의 자손은 아니다.<br>……아마도.
Japanese,scene_cp3_q4_s30、343,detail,카타리나,理由も原理もわからない……<br>しかし、ルリアには確かに、<br>そういう力がある。,이유도 원인도 모른다……<br>하지만、 루리아에겐 확실히、 <br>그런 힘이 있다.
Japanese,scene_cp3_q4_s30、343,detail,비,あ! なぁ、[플레이어]!<br><span class='scene-font-place'>ザンクティンゼル</span>で現れた星晶獣も、<br>もしかして……,아!  어이、 [플레이어]! <br><span class='scene-font-place'>장크틴젤</span>에서 나타났던 성정수도、 <br>혹시……
Japanese,scene_cp3_q4_s30、343,detail,카타리나,その可能性はある……<br>しかし、これは謎の多い力なんだ。<br>結局、帝国も何も解明できなかった。,그럴 가능성도 있다……<br>하지만、 이건 아직 알 수 없는 부분이 많은 힘이다. <br>결국、 제국도 아무것도 해명할 수 없었다.
Japanese,scene_cp3_q4_s30、343,detail,카타리나,そんな力を多用すれば、<br>ルリアにどんな影響があるか……,그런 힘을 많이 사용하면、 <br>루리아에게 어떤 영향이 있을지……
Japanese,scene_cp3_q4_s30、343,detail,루리아,私は大丈夫。<br>だって、みんなが……<br>[플레이어]が居てくれるから……,나는 괜찮아.<br>하지만、 모두가……<br>[플레이어]가 곁에 있어준다면……
Japanese,scene_cp3_q4_s30、343,detail,루리아,行きましょう、ラカムさん。<br>風の大星晶獣……<br>ティアマトを止めるために……!!,가요、 라캄씨.<br>바람의 대성정수……<br>티아마트를 멈추기 위해서……! !
Japanese,scene_cp3_q4_s30、343,detail,,<span class='scene-font-katari'>ルリアの決意に、</span><br><span class='scene-font-katari'>一筋の希望の光が差し込む。</span>,<span class='scene-font-katari'>루리아의 결의로、 </span><br><span class='scene-font-katari'>한줄기 희망의 빛이 비춘다.</span>
Japanese,scene_cp3_q4_s30、343,detail,,<span class='scene-font-katari'>その輝きを頼りに、</span><br><span class='scene-font-katari'>[플레이어]達は、</span><br><span class='scene-font-katari'>ティアマトの元へと向かう。</span>,<span class='scene-font-katari'>그 빛에 의지하여、 </span><br><span class='scene-font-katari'>[플레이어] 일행은、 </span><br><span class='scene-font-katari'>티아마트가 있는 곳으로 향한다.</span>

English,scene_cp3_q1_s10、311,synopsis,,Major General Furias is angry that Sturm and Drang failed to stop [플레이어] and the others、 but his plan is still unfolding.,드디어 마을 코 앞까지 도착한 <span>[플레이어]</span> 일행. 그 때、  에르스테 제국 전함에서는 장군 퓨리어스가 드랑크와 슈투름에게 짜증을 내면서도、  순조롭게 진행되는 계획에 사악한 미소를 보이고 있었다.
English,scene_cp3_q1_s10、311,detail,,On an Erste Empire warship、 a major general barks at two lackeys who've just returned.,<span class='scene-font-place'>에르스테 제국</span><span class='scene-font-katari'>이 자랑하는 전함의 객실.</span><br><span class='scene-font-katari'>그곳에서는 한 장군이</span><br><span class='scene-font-katari'>비난의 목소리를 높이고 있었다.</span>
English,scene_cp3_q1_s10、311,detail,퓨리어스,How'd this happen? Why and how and why!,<span class='scene-font-4'>어째서!?</span><br><span class='scene-font-4'>어? 어? 어? 어째서냐고!?</span>
English,scene_cp3_q1_s10、311,detail,슈투름,My apologies、 sir. We have no excuse.,장군 각하…… 죄송합니다.
English,scene_cp3_q1_s10、311,detail,드랑크,Sorry! They were way stronger than we thought they'd be!,미안해～<br>걔들、 생각보다 세더라구～
English,scene_cp3_q1_s10、311,detail,퓨리어스,Someone execute these fools! Immediately!,이봐! <br>이 녀석들의 목、<br>모두 베어버려!
English,scene_cp3_q1_s10、311,detail,제국병,Sir、 these two are under the command of the Black Knight...,장군 각하……<br>그들은 흑기사님의 칙령으로<br>움직이고 있기 때문에……
English,scene_cp3_q1_s10、311,detail,제국병,We can't punish them even if you order us.,저희들 손으론、 <br>각하의 명령일지라도、<br>처벌을 하는 것은……
English,scene_cp3_q1_s10、311,detail,퓨리어스,Then I'll punish you instead. One clean cut should do the trick!,아、 그럼.<br>나중에 네가 대신 죽어.
English,scene_cp3_q1_s10、311,detail,제국병,But、 sir...,그런……
English,scene_cp3_q1_s10、311,detail,퓨리어스,Regardless、 you two still managed to buy me some time、 and my plan's moving right along. Just look at this storm!,뭐어、 시간을 벌어준 덕분에、<br>계획은 순조로우니까 말이지……<br>자、 보라구. 거기 둘도……이 풍경을.
English,scene_cp3_q1_s10、311,detail,퓨리어스,Soon this island—No! The entire archipelago will be plunged into the darkest depths of the sky...,이 섬……아니、 이 군도 전체가、 <br>곧 폭풍 속으로 가라앉아、  떨어지는 거야.<br>……어둡고 깊은 하늘 저 바닥으로 말이지.
English,scene_cp3_q1_s20、312,synopsis,,Due to a heavy storm、 [플레이어] and the others must use an escape airship to evacuate the townspeople. But Rackam is the only helmsman around.,<span>[플레이어]</span> 일행은 마을에 도착하지만、 제국을 물리치기에 앞서 폭풍을 벗어나 가까운 섬으로 피난하는 것이 낫겠다고 판단한다. 거친 날씨 탓에 비공정의 조종은 상당히 까다로운 일이 되었고、  그런 상황 속에서 엄청난 실력을 가진 조타수라고 불렸던 라캄에게 일행의 기대가 쏠린다.
English,scene_cp3_q1_s20、312,detail,,[플레이어] and the others finally reach the town、 which is weathering strong winds and rain.,<span class='scene-font-katari'>[플레이어] 일행이、 </span><br><span class='scene-font-katari'>겨우 돌아온 마을은、 </span><br><span class='scene-font-katari'>전례 없는 폭풍우의 습격을 받고 있었다.</span>
English,scene_cp3_q1_s20、312,detail,라캄,What's going on with this rain? I've never seen a storm like this before!,대체 뭐냐고、 이 비……<br>지금까지 이런 폭풍、 <br>한 번도 없었다고.
English,scene_cp3_q1_s20、312,detail,셰로카르테,How strange... It was clear just a moment ago.,이상하네요～<br>좀 전까지는 맑았는데 말이죠～
English,scene_cp3_q1_s20、312,detail,카타리나,We can't fight back the empire in this kind of weather.,이런 날씨에는、 <br>제국을 격퇴하자는 이야기나<br>하고 있을 때가 아니군……
English,scene_cp3_q1_s20、312,detail,비,Even they must be helpless in a storm like this! We've gotta get away from here!,이렇게 심한 폭풍이면、 <br>제국도 움직일 수 없겠지! <br>먼저 피난하는 걸 생각해 보자구!
English,scene_cp3_q1_s20、312,detail,셰로카르테,You're right! And we have an escape airship、 so let's head to a nearby island.,그렇네요～<br>피난용 기공정은 있으니까、 <br>거기 타서 가까운 섬으로……
English,scene_cp3_q1_s20、312,detail,마을사람1,Who's gonna pilot that thing?,……어이、 저거、 <br>누가 조종하는 거야?
English,scene_cp3_q1_s20、312,detail,마을사람2,Who? Well、 don't look at me! Not in a storm like this anyway...,응? 누、 누군가……<br>나한테는 무리라구?<br>이런 폭풍 속에선……
English,scene_cp3_q1_s20、312,detail,루리아,I almost forgot... All the helmsmen are out on business.,그러고 보니……<br>조타수는 모두 자리를 비웠는데……
English,scene_cp3_q1_s20、312,detail,셰로카르테,Indeed、 indeed... And we wouldn't want any average helmsman for a storm this intense.,그렇네요～<br>거기에 음、 이 정도로 바람이 강하면、 <br>평범한 조타수로는、 위험해요～
English,scene_cp3_q1_s20、312,detail,셰로카르테,Only the best of the best would have a chance...,그야말로、 <br>탑 클래스의……<br>엄청난 실력을 가진 조타수가 아니라면～
English,scene_cp3_q1_s20、312,detail,마을사람1,...,…………
English,scene_cp3_q1_s20、312,detail,루리아,...,…………
English,scene_cp3_q1_s20、312,detail,라캄,Why are you all looking at me?,뭐、 뭐야……?
English,scene_cp3_q1_s20、312,detail,마을사람3,We're in trouble! Monsters confused by the storm are nearing the town!,어이!  큰일이야! <br>폭풍에 휩쓸려<br>마물이 마을 코 앞까지 와 있어!
English,scene_cp3_q1_s20、312,detail,라캄,Let's handle this first. You can lecture me about piloting later!,말하고 싶은 게 있는 건 알겠는데……<br>일단은 이 녀석이 먼저다!
English,scene_cp3_q1_s20、312,detail,라캄,[플레이어]、 let's take out these monsters!,[플레이어]! <br>서둘러 처리해버리자고!
English,scene_cp3_q2_s10、321,synopsis,,Rackam refuses to pilot the escape airship. But when the townsfolk show their faith in him、 he decides to take the helm once again.,라캄은 과거의 추락 사고를 마을의 모두에게 이야기한 뒤、  비공정의 키를 잡는 것을 거부한다. 그럼에도 마을 주민들은 라캄의 실력에 대한 신뢰를 보이고、  그 마음에 답하기 위해 라캄은 각오를 다진다.
English,scene_cp3_q2_s10、321,detail,라캄,Look、 I know I agreed to fight the empire with you guys...,――알겠어?<br>확실히 나는 [플레이어]와 일행에게、 <br>제국과 싸우겠다고는 말했지만 말야?
English,scene_cp3_q2_s10、321,detail,라캄,But piloting airships is a whole other matter!,그런데 말야、 기공정을 조종하냐 마냐는、 <br>그거랑은 다른 문제고……
English,scene_cp3_q2_s10、321,detail,카타리나,There's no one else we can count on though.,그렇지만、 이 상황에서는 역시、 <br>우리들도 마을 사람들도、 <br>믿을 수 있는 것은 자네뿐이야……
English,scene_cp3_q2_s10、321,detail,셰로카르테,She's right! And this could be your shot at redemption!,그렇네요～<br>오명에서 벗어날 찬스라구요～?
English,scene_cp3_q2_s10、321,detail,라캄,I'm telling you... The skies don't have a use for me anymore.,아니、 그……<br>나는……나는 이미、 <br>하늘에게 버려졌잖아?
English,scene_cp3_q2_s10、321,detail,라캄,That's why I crashed the Grandcypher. Aren't you scared at all?,그러니까、 <br>나는 그랑사이퍼도 추락 시켰는데……<br>너희들은……무섭지 않은 거야?
English,scene_cp3_q2_s10、321,detail,루리아,Scared?,무서워요……?
English,scene_cp3_q2_s10、321,detail,라캄,I might crash again. Hasn't that crossed your minds?,내가 조종하면、 <br>다시 배가 추락할 지도 모른다고……<br>그렇게 생각하지 않는 거냐고?
English,scene_cp3_q2_s10、321,detail,라캄,It was a miracle that I survived after crashing the Grandcypher. Got beat up pretty badly...,그랑사이퍼를 타고 있을 때、 <br>나는 기적적으로 살 수 있었어.<br>……큰 부상을 입긴 했지만.
English,scene_cp3_q2_s10、321,detail,라캄,But I might not be so lucky this time、 and you'll all be on board with me.,그렇지만 이번엔、 <br>죽을지도 몰라……<br>그것도、 너희과 함께……말이지.
English,scene_cp3_q2_s10、321,detail,라캄,Are you still going to tell me you're not scared?,그런데도 너희들은、 <br>내가 조종하는 배에 타는 게<br>무섭지 않다니……
English,scene_cp3_q2_s10、321,detail,라캄,Ouch!,<span class='scene-font-4'>아얏!?</span>
English,scene_cp3_q2_s10、321,detail,마을사람,How stupid can you be! Keep whining and I'll hit you again!,<span class='scene-font-4'>바보냐、  너는! </span><br>한 번만 더 그런 이야기를 하면、<br>한 대 더 때려줄 테다.
English,scene_cp3_q2_s10、321,detail,루리아,Take a good look at the faces all around you、 Rackam.,라캄 씨……잘 봐주세요.<br>저희들의、 마을 사람들의 표정을……
English,scene_cp3_q2_s10、321,detail,루리아,No one looks worried、 do they?,그 누구도 불안한 듯한 표정을<br>하고 있지 않아요.
English,scene_cp3_q2_s10、321,detail,라캄,You guys...,너희들……
English,scene_cp3_q2_s10、321,sel1_txt,,Let's get to that airship!,<span class='scene-font-katari'>탈출용 비공정으로 가자</span>
English,scene_cp3_q2_s10、321,sel2_txt,,Are you still worried?,<span class='scene-font-katari'>아직 불안해?</span>
English,scene_cp3_q2_s10、321,detail,라캄,You're right. Everyone's already prepared for the worst. I can't chicken out here!,그렇군……<br>모두가 각오를 다지고 있어……<br>내가 쫄아 있으면 말이 안 되지!
English,scene_cp3_q2_s10、321,detail,라캄,Not anymore. Thanks、 [플레이어].,그래……<br>고맙다、 [플레이어]……
English,scene_cp3_q2_s10、321,detail,라캄,Besides、 I've gotta live up to your expectations! The best of the best!,아무리 나라도 말야……<br>네 놈들의 기대에 부응할 정도의<br>융통성은 있다고!
English,scene_cp3_q2_s10、321,detail,비,All right! If that's settled、 then let's make our escape!,좋았어! <br>그럼 어서 모두를 데리고<br>탈출용 비공정으로 가자고!
English,scene_cp3_q2_s20、322,synopsis,,Rackam leads everyone to the escape airship while growing wary of the sudden storm.,라캄과 함께 <span>[플레이어]</span>일행은 마을 주민을 데리고 비공정으로 향한다. 도망치던중、  라캄은 이 급작스럽게 몰아치기 시작한 폭풍에 의문을 품는다.
English,scene_cp3_q2_s20、322,detail,라캄,This is one weird storm...,그나저나、 이상한 폭풍이군……
English,scene_cp3_q2_s20、322,detail,카타리나,Something about the storm strikes you as strange、 Rackam?,이상하다니……?<br>라캄、 뭔가<br>짚이는 데라도 있는 건가?
English,scene_cp3_q2_s20、322,detail,라캄,For Port Breeze to have a storm is rare in and of itself.,짚이는 데고 자시고、 <br>애초에 이 <span class='scene-font-place'>포트브리즈</span>에<br>폭풍이 오는 것 자체가 드문 일이라고.
English,scene_cp3_q2_s20、322,detail,비,That reminds me! Is there a guardian or something on this island?,그러고 보면、 그렇게 말했었지! <br>이 섬에는、 <br>바람의 수호신이 있다던가?
English,scene_cp3_q2_s20、322,detail,라캄,There is、 indeed. All winds that blow on this island are the breath of Tiamat、 a guardian deity of sorts.,응、 그래……<br>이 섬에 부는 바람은 모두、 <br>티아마트라는 수호신의 숨결이야.
English,scene_cp3_q2_s20、322,detail,카타리나,It sounds like a primal beast. Maybe Tiamat has something to do with the storm.,수호신……어쩌면 성정수일수도.<br>그 티아마트라는 것에、 <br>무슨 일이 생긴 걸지도 모르겠군.
English,scene_cp3_q2_s20、322,detail,라캄,Tiamat's legend has been around for centuries. Tough to say if there's any truth to it though.,수백 년전부터 전해지던 이야기였다고?<br>티아마트라는 것도<br>정말로 있기나 할지……
English,scene_cp3_q2_s20、322,detail,루리아,Tiamat's here on the island. I'm sure of it. You can sense it too、 right、 [플레이어]?,있어요……있어요、 확실히.<br>티아마트는、 이 섬에……<br>[플레이어]도……느껴지나요?
English,scene_cp3_q2_s20、322,detail,라캄,What's gotten into you all of a sudden、 little miss?,어、 어이、 아가씨?<br>어떻게 된거야、 갑자기.
English,scene_cp3_q2_s20、322,detail,루리아,I can hear it... I can feel it. The power of the stars courses through the wind...,들려와요……<br>그리고 느껴져요……<br>세차게 부는 바람의、 강대한 별의 힘이……
English,scene_cp3_q3_s10、331,synopsis,,Everyone reaches the escape airship only to find imperial soldiers waiting for them.,마을 주민을 데리고、 <span>[플레이어]</span>일행은 폭풍에서 벗어나기 위해 탈출용 비공정이 있는 동굴로 서두른다. 하지만、 동굴에는 마치 이 상태를 예지한 것처럼、 퓨리어스가 이끄는 제국군이 기다리고 있었다.
English,scene_cp3_q3_s10、331,detail,,The storm grows in strength、 but everyone finally reaches the valley where the escape airship is located.,<span class='scene-font-katari'>계속해서 강해지는 폭풍 속에서、 </span><br><span class='scene-font-katari'>마을 주민과 함께 이동하던 일동은、 </span><br><span class='scene-font-katari'>마침내 탈출용 비공정이 있는 골짜기에 도착한다.</span>
English,scene_cp3_q3_s10、331,detail,비,Looks like we found it!,이 녀석이 탈출용 비공정인가!
English,scene_cp3_q3_s10、331,detail,루리아,And it's big enough for all of us to board!,이거라면、 <br>마을 사람들 모두가 탈 수 있겠어요!
English,scene_cp3_q3_s10、331,detail,카타리나,All right、 Rackam. To the helm!,자、 라캄、 조타실로……
English,scene_cp3_q3_s10、331,detail,라캄,R-right...,응、 그래……
English,scene_cp3_q3_s10、331,detail,비,Huh? Why aren't you getting on board? We can't do anything without you、 Rackam!,응? 왜 그래?<br>왜 안 타는 거야?<br>얼른 라캄이 타야 다른 사람도 타지.
English,scene_cp3_q3_s10、331,detail,라캄,Sure、 I get that. But...,아、 아니……<br>그건、 알고 있는데……
English,scene_cp3_q3_s10、331,detail,라캄,I knew it. I can't—,그……<br>여、 역시 나는……
English,scene_cp3_q3_s10、331,detail,퓨리어스,Just hurry up and board already! I don't have all day、 you know!,――아 정말! <br>탈려면 타고、 <br>말라면 말라고!
English,scene_cp3_q3_s10、331,detail,라캄,Didn't I shoot you earlier? How are you back on your feet?,네 녀석……분명 내가 쐈을 텐데?<br>어째서 그렇게 팔팔한 거지! ?
English,scene_cp3_q3_s10、331,detail,퓨리어스,Isn't it obvious? Pathetic scum like you could never hurt a noble soul like me.,왜 그렇게까지 놀라는 거야?<br>고귀한 이 내가 미천한 너희들의 총알로<br>상처 하나라도 입을 거라고 생각했어?
English,scene_cp3_q3_s10、331,detail,루리아,I'm sensing something weird about him、 Katalina. He's scaring me...,카타리나……<br>저 사람……뭔가 이상한 느낌이 들어.<br>무서워……
English,scene_cp3_q3_s10、331,detail,카타리나,It's fine、 Lyria. You needn't worry.,괜찮다、 루리아.<br>걱정할 거 없어……
English,scene_cp3_q3_s10、331,detail,마을사람,Eep! Soldiers!,히익! ?<br>벼、 병사가……! !
English,scene_cp3_q3_s10、331,detail,비,We have to protect the townsfolk! Let's chase these imperial creeps outta here、 [플레이어]!,어쨌든 마을 사람들을 지키자고! <br>[플레이어]! <br>제국녀석들을 물리치자!
English,scene_cp3_q3_s20、332,synopsis,,[플레이어] and the others protect the townsfolk、 but General Furias blows up the escape airship before anyone can board it.,주민을 제국병으로부터 지키는 <span>[플레이어]</span> 일행이었지만、 계속해서 그 수의 차이에 압도되기 시작한다. 그런 도중、 주민들의 희망이었던 탈출용 비공정이 갑자기 폭발한다.
English,scene_cp3_q3_s20、332,detail,카타리나,We've been able to keep them at bay、 but they just keep coming...,어느정도는 쓰러뜨렸지만、 <br>이래서는 끝이 없겠군……
English,scene_cp3_q3_s20、332,detail,퓨리어스,How wonderful! Exhausted yet? Finally had enough?,좋아……<br>응? 응? 응? 이제 지쳤어? 한계야?
English,scene_cp3_q3_s20、332,detail,퓨리어스,Here's the thing... We haven't even gotten to the main course yet!,그래도 말야……<br>메인 디시는、 <br>이제부터야.
English,scene_cp3_q3_s20、332,detail,마을사람,There's no time for this! Hurry to the airship!,이、 이런 녀석들이랑 계속 어울려줄 수는 없어! <br>탈출용 비공정에 타고 도망가자고!
English,scene_cp3_q3_s20、332,detail,루리아,Watch out!,<span class='scene-font-4'>……! ? 위험해요! ! </span>
English,scene_cp3_q3_s20、332,detail,카타리나,I can't believe it! The airship just exploded!,뭐、 뭐야! ?<br>탈출용 비공정이 폭발한 건가! ?
English,scene_cp3_q3_s20、332,detail,루리아,Are you all right?,괘、 괜찮으신가요! ?
English,scene_cp3_q3_s20、332,detail,마을사람,Nghh... What in the skies...,으、 으윽……대체 무슨 일이……?
English,scene_cp3_q3_s20、332,detail,퓨리어스,Ha-ha-ha! Wonderful! I just love the expressions of utter disbelief on your faces!,갸하하하하하하! ! <br>좋아!  그 얼굴、 최~고! ! <br>그 믿을 수 없다는 얼굴!  크크크……
English,scene_cp3_q3_s20、332,detail,퓨리어스,That's right! I blew it up! That precious airship of yours is nothing but flotsam now! Ha-ha-ha!,그래、 폭발시켰다고! <br>네 놈들이 믿고 있던 탈출용 비공정을 말야! <br>산산조각으로!  갸하하하하하! !
English,scene_cp3_q3_s20、332,detail,라캄,You brat! Why'd you do that?,이 자식……! ! <br>어째서 그런 일을! ?
English,scene_cp3_q3_s20、332,detail,퓨리어스,You want to know? Burning with curiosity、 are you? Then I'll tell you... if you survive!,알고 싶어? 알고 싶지?<br>그럼……<br>살아남을 수 있으면 알려 줄게.
English,scene_cp3_q3_s20、332,detail,퓨리어스,So go ahead. Give it your best shot!,그러니까、 뭐어、 부디 힘내줘?
English,scene_cp3_q3_s20、332,detail,카타리나,You fiend!<br>Listen、 [플레이어]、 don't try and stop me!,악독한 놈이……! ! <br>[플레이어]!  날 막지 마라……
English,scene_cp3_q3_s20、332,detail,카타리나,I'll defeat his flunkies myself!,녀석의 부하는……<br>내가 직접 날려 버리겠어! !
English,scene_cp3_q4_s10、341,synopsis,,Major General Furias admits to sending Tiamat into a rampage that is brewing a storm to sink the islands. Katalina decides to get everyone back to town.,퓨리어스의 손에 의해 탈출용 비공정이 폭발하고、 마을 주민과 함께 절체절명의 상태에 몰린 <span>[플레이어]</span> 일행. 그런 도중、 폭풍의 원인이 성정수 티아마트였다는 것을 알게 된다.
English,scene_cp3_q4_s10、341,detail,퓨리어스,Not bad! Hm... I guess you idiots might have some redeeming qualities after all!,――제법이네! <br>응응、 역시 너희들、 <br>장래성이 있네.
English,scene_cp3_q4_s10、341,detail,라캄,Shut it! You're next、 pal!,닥쳐라!  이번엔 네 차례라고!
English,scene_cp3_q4_s10、341,detail,라캄,With you out of the way、 we'll get the townsfolk to safety before this storm gets worse!,폭풍이 이 이상 강해지기 전에、 <br>마을 모두를 어딘가에、 <br>피난시켜야……
English,scene_cp3_q4_s10、341,detail,퓨리어스,Ha-ha-ha! You haven't given up on that yet?,갸하하하하! ! <br>아직도 그런 이야기를 하는 거야! ?
English,scene_cp3_q4_s10、341,detail,퓨리어스,It doesn't matter where you run! This entire archipelago is about to sink into oblivion!,어디로 도망치는 마찬가지라고! <br>어차피 이 군도는、 <br>전부 통째로 가라앉을 거니까 말야! !
English,scene_cp3_q4_s10、341,detail,카타리나,What are you talking about?,이 자식……무슨 말이냐! ?
English,scene_cp3_q4_s10、341,detail,퓨리어스,Don't you get it? You must have an inkling... I'm talking about Tiamat! The guardian of this island!,알고 있잖아? 어렴풋이 말야! <br>티아마트라고、 티아마트! ! <br>이 섬의 수호신 말야!
English,scene_cp3_q4_s10、341,detail,퓨리어스,Let's just say... our handiwork has sent her into a massive rampage!,그녀석을 말이지……<br>약간 손봐 달라고 했어.<br>……대폭주를 시작하도록 말이지! !
English,scene_cp3_q4_s10、341,detail,비,You did <span class='scene-font-italic'>what</span>? Are you for real?,티아마트를 폭주시켰다고! ?<br>이 자식、 대체 무슨 일을……!
English,scene_cp3_q4_s10、341,detail,퓨리어스,Look for yourselves at this incredible storm! It'll only get stronger... until it blows the whole archipelago away!,이 폭풍이 무엇보다도 그 증거다! <br>폭풍은 끝없이 강해질 거야……<br>이 군도를 날려버릴 정도로 말이지! !
English,scene_cp3_q4_s10、341,detail,라캄,It's not just the town... You're trying to destroy the islands themselves?,이 자식……<br>마을 정도가 아니라、 이 군도 자체를<br>없애려고 하는 건가! ?
English,scene_cp3_q4_s10、341,detail,라캄,Do you have any idea how many innocent lives will be lost?,대체 얼마나 많은 사람이<br>희생될 거라고 생각하는 거냐!
English,scene_cp3_q4_s10、341,detail,퓨리어스,Who knows? But if you idiots love these islands enough to resist the empire...,글쎄? 몰라、 그런거.<br>우리들 제국의 지배를 받고 싶고 싶지 않을 정도로、 <br>너희들은 이 섬을 좋아하잖아?
English,scene_cp3_q4_s10、341,detail,퓨리어스,Then I imagine you'll be happy plunging to the bottom of the skies with it!,그럼、 <br>차라리 같이 죽으라고! ! <br>하늘 바닥까지 떨어질 이 섬과 함께 말야!
English,scene_cp3_q4_s10、341,detail,마을사람1,How can this be?,대체 무슨 일이……
English,scene_cp3_q4_s10、341,detail,마을사람2,I can't believe it! Are we doomed?,이럴 수가……우리들 이제 살 수 없는 거야?
English,scene_cp3_q4_s10、341,detail,퓨리어스,Indeed、 you are! I've already given orders to shoot down any airships attempting to flee!,그래、  그래……그리고 말야?<br>이 군도에서 도망치려고 한 기공정들은、 <br>모두 합쳐서 격추시킬 거니까.
English,scene_cp3_q4_s10、341,detail,퓨리어스,You finally get it now、 right? <span class='scene-font-italic'>Right</span>? There's nowhere for you to run!,이해하지? 응?<br>즉、 너희들에게는 이제、 <br>도망갈 데가 없다고! !
English,scene_cp3_q4_s10、341,detail,라캄,You make me sick! There are <span class='scene-font-italic'>people</span> living here!,<span class='scene-font-4'>웃기지 마! </span><br>네놈들、 이 마을의 주민을<br>뭐라고 생각하는 거냐! ?
English,scene_cp3_q4_s10、341,detail,카타리나,[플레이어]、 we can't stay any longer! Let's get the people back to town for now!,[플레이어]! <br>이 곳은 위험하다! <br>주민들을、 일단 마을로 돌려 보내자!
English,scene_cp3_q4_s10、341,detail,카타리나,We'll take care of these monsters and soldiers on the way. Let's go!,그 동안、 마물이나 제국 병사는、 <br>여기서 상대 해야겠지……가자!
English,scene_cp3_q4_s20、342,synopsis,,The imperials have given up the chase、 but [플레이어] and the others won't give up hope for the islands.,제국병을 어떻게든 따돌렸지만、 <span>[플레이어]</span> 일행에게 어두운 분위기가 감돌기 시작한다. 하지만、 루리아는 결코 희망을 잃지 않았다.
