orig,kr
敵全体全属性ダメージ/全属性攻防DOWN/自分に弱点属性追撃効果,적 전체 모든 속성 데미지 / 모든 속성 공방 DOWN / 자신에게 약점 속성 추격 효과

色即是空,색즉시공
色即是空＋,색즉시공+
敵全体に火属性ダメージ/スロウ効果,적 전체에게 화속성 데미지 / 슬로우 효과

竜吟虎嘯,용음호소
竜吟虎嘯＋,용음호소+
味方全体の奥義ゲージ上昇量UP/弱体耐性UP/攻撃UP/ダブルアタック確率UP/クリティカル確率UP,아군 전체의 오의 게이지 상승량 UP / 약화 내성 UP / 공격 UP / 더블어택 확률 UP / 크리티컬 확률 UP

意気羊々,의기양양
味方全体のHPを回復/弱体効果を*つ回復/ストレングス効果,아군 전체의 HP를 회복 / 약화 효과를 *개 회복 / 스트렝스 효과

羊神宮の主,양신궁의 주인
火属性キャラが弱体効果を受けていない時攻撃UP/受けている時防御UP,화속성 캐릭터가 약화 효과가 부여되지 않았으면 공격 UP / 되었으면 방어 UP
一羊来復,일양내복
アニラの残りHPが多いほど火属性キャラのダブルアタック確率UP/少ないほど火属性キャラの防御UP,아니라의 남은 HP가 많을수록 화속성 캐릭터의 더블어택 확률 UP / 적을수록 화속성 캐릭터의 방어 UP



!아라난(SSR / 십현자)
[破天荒なる教皇],[전대미문의 교황]
アラナン,아라난

ベネディクトス・ソーレ,베네딕투스 솔
ベネディクトス・ソーレ＋,베네딕투스 솔＋
"火属性ダメージ(特大)　<span class=""text-blue"">◆フィールド効果「烈日の楽園」発生時に奥義性能UP</span>","화속성 데미지(특대)　<span class=""text-blue"">◆필드 효과 「태양이 내리쬐는 낙원」 발동 시 오의 성능 UP</span>"

烈日の楽園,태양이 내리쬐는 낙원
烈日の楽園＋,태양이 내리쬐는 낙원＋
フィールドを烈日の楽園に塗り替える,필드를 태양이 내리쬐는 낙원으로 바꾼다

レナトゥス・コード,레나투스 코드
レナトゥス・コード＋,레나투스 코드＋
"<div class=""prt-text-small"">味方全体のトリプルアタック確率UP/火属性追撃効果/ショート効果<br><span class=""text-blue"">◆味方全体の奥義ゲージを***%消費</span></div>","<div class=""prt-text-small"">아군 전체의 트리플 어택 확률 UP / 화속성 추격 효과 / 쇼트 효과<br><span class=""text-blue"">◆아군 전체의 오의 게이지를 ***% 소비</span></div>"

ラース・オブ・ゴッデス,라스 오브 가디스
"<div class=""prt-text-small"">敵全体に**倍火属性ダメージ/攻防DOWN/恐怖効果/敵味方全体に穢れ無き陽光を付与</div>","<div class=""prt-text-small"">적 전체에 **배 화속성 데미지 / 공방 DOWN / 공포 효과 / 적과 아군 전체에게 더럽힘 없는 햇빛을 부여</div>"
誰が為の善行,누군가를 위한 선행
フィールド効果「烈日の楽園」発生時に火属性キャラの回復性能UP,필드 효과 「태양이 내리쬐는 낙원」발동 시 화속성 캐릭터의 회복 성능 UP
太陽の逆位置,태양의 역위치
火属性キャラの回復性能UP/ターンダメージを受けた時に弱体効果を*つ回復,화속성 캐릭터의 회복 성능 UP / 턴 데미지를 받았을때 약화 효과를 *개 회복
教皇の正位置,교황의 정위치
"火属性キャラに日輪の祝福効果(防御力が上昇し、通常攻撃と奥義の与ダメージの一部を自身のHPに吸収)　<span class=""text-blue"">◆再発動不可</span>","화속성 캐릭터에게 일륜의 축복 효과(방어력 UP / 일반공격과 오의 데미지 일부를 자신의 HP로 흡수)　<span class=""text-blue"">◆재발동 불가</span>"




!알리자(SSR)
[灼脚の麗姫],[염각의 여희]
アリーザ,알리자

炎鳴流奥義改め・灼龍炎牙,염명류 오의改・계룡염아
炎鳴流奥義改め・灼龍炎牙＋,염명류 오의改・계룡염아＋
火属性ダメージ(特大)/自分のクリティカル確率UP,화속성 데미지(특대) / 자신의 크리티컬 확률 UP

重ね陽炎,겹치는 양염
重ね陽炎＋,겹치는 양염＋
"自分にかばう効果/カウンター効果(回避/*回)　<span class=""text-blue"">◆奥義ゲージを**％消費</span>","자신에게 감싸기 효과 / 카운터 효과(*회)　<span class=""text-blue"">◆오의 게이지를 **％ 소비</span>"

華焔・臨天,화염・임천
華焔・臨天＋,화염・임천＋
自分のクリティカル確率UP/ダメージ上限UP,자신의 크리티컬 확률 UP / 데미지 상한 UP

鳴神,천둥
"<div class=""prt-text-small"">敵全体に火属性ダメージ/自分の攻撃UP(累積)　<span class=""text-blue"">◆敵の数が多いほどダメージUP</span></div>","적 전체에게 화속성 데미지 / 자신의 공격 UP(누적)<br><span class=""text-blue"">◆적의 수가 많을수록 데미지 UP</span>"

絶えない闘志,끝없는 투지
敵の攻撃行動のターゲットになった場合にダブルアタック確率UP(累積),적의 공격대상이 되었을 경우 더블어택 확률 UP(누적)


!아오이도스(SSR)
[エンド・オブ・ザ],[엔드 오브 더]
アオイドス,아오이도스


火属性ダメージ(特大)/自分のテンションを*ターン延長,화속성 데미지(특대) / 자신의 텐션을 *턴 연장
火属性ダメージ(特大)/火属性キャラのテンションを*ターン延長,화속성 데미지(특대) / 화속성 캐릭터의 텐션을 *턴 연장

自分のテンションUP,자신의 텐션 UP
"<div class=""prt-text-small"">自分のテンションUP<br><span class=""text-blue"">◆テンションに応じて自分のダメージ上限UP/テンションが*の時、テンションUPが全体化</span></div>","<div class=""prt-text-small"">자신의 텐션 UP<br><span class=""text-blue"">◆텐션에 따라 자신의 데미지 상한 UP / 텐션이 *일 경우 텐션 UP이 전체화</span></div>"

自分の連続攻撃確率UP/敵対心大幅UP,자신의 연속공격 확률 UP / 적대심 대폭 UP
"<div class=""prt-text-small"">自分の連続攻撃確率UP<br><span class=""text-blue"">◆テンションに応じて連続攻撃確率UPの性能上昇</span></div>","<div class=""prt-text-small"">자신의 연속공격 확률 UP<br><span class=""text-blue"">◆텐션에 따라 연속공격 확률 UP의 성능 상승</span></div>"

味方全体のテンションUP,아군 전체의 텐션 UP

味方全体がそれぞれの「テンション」に応じて火属性追撃効果,아군 전체가 각자의 「텐션」에 따라 화속성 추격 효과
"<div class=""prt-text-small"">味方全体がそれぞれの「テンション」に応じて防御UP　<span class=""text-blue"">◆テンションが*の時、強化効果消去を*回無効化(テンションは消去される)</span></div>","<div class=""prt-text-small"">아군 전체가 각자의 「텐션」에 따라 방어 UP <span class=""text-blue"">◆텐션이 *일 경우 강화 효과 소거를 *회 무효화(텐션은 소거된다)</span></div>"


!아쿠아3학년(SSR / 럽라 콜라보)
[Aqours],[Aqours]
松浦果南＆黒澤ダイヤ＆小原鞠莉,마츠우라 카난＆쿠로사와 다이야＆오하라 마리

G線上のシンデレラ,G선상의 신데렐라
G線上のシンデレラ＋,G선상의 신데렐라＋
敵に火属性ダメージ(特大)/味方全体の火属性攻撃UP/HP回復,적에게 화속성 데미지(특대) / 아군 전체의 화속성 공격 UP / HP 회복

ハグしよ？,허그할래？
ハグしよ？＋,허그할래？＋
味方全体の全属性ダメージカット(**%),아군 전체의 모든 속성 데미지 컷 (**%)

ブッブーですわ,뿟뿌～예요
ブッブーですわ＋,뿟뿌～예요＋
敵全体の攻撃DOWN/防御DOWN,적 전체의 공격 DOWN / 방어 DOWN

シャイニー！,샤이니！
味方全体の奥義ゲージUP(**％),아군 전체의 오의 게이지 UP (**％)

未熟DREAMER,미숙한 DREAMER
味方全体の弱体効果無効(*回),아군 전체의 약화 효과 무효 (*회)
浦の星女学院*年生,우라노호시 여학원 *학년
自分のHPが少ないほど防御UP,자신의 HP가 적을수록 방어 UP


!아테나(SSR)
[守護と防衛の女神],[수호와 방위의 여신]
アテナ,아테나
守護と平和を司る星晶獣。常時は平和を愛する女騎士として、争乱の最中で苦しむ人の為に戦術を授けながら旅をしている。闘争を嫌い、対話によって争いを回避しようとするが、ひとたび交渉が決裂すると、彼女自身の意志に関わらず星晶獣としての機能が発揮され、無情の防衛者として君臨する。,수호와 평화를 관장하는 성정수. 언제나 평화를 사랑하는 여기사로서 난세에 시달리는 이들을 위해 지혜를 빌려주며 여행을 하고 있다. 투쟁을 싫어하고 대화를 통해 분쟁을 피하려 하지만 일단 협상이 결렬되면 자신의 의지와 상관없이 성정수로서의 능력을 발휘하며 무정한 방위자로 군림한다

ミネルヴァ・スラスト,미네르바 스러스트
ミネルヴァ・スラスト＋,미네르바 스러스트＋
火属性ダメージ(特大)/味方全体に火属性攻撃UP/ブロック効果,화속성 데미지(특대) / 아군 전체의 화속성 공격 UP / 블록 효과
ミネルヴァ・フィーニス,미네르바 피니스
火属性ダメージ(特大)/風属性攻撃DOWN/味方全体に火属性攻撃UP/ブロック効果,화속성 데미지(특대) / 풍속성 공격 DOWN / 아군 전체의 화속성 공격 UP / 블록 효과

神盾アイギス,신의 방패 아이기스
神盾アイギス＋,신의방패 아이기스＋
味方全体の風属性ダメージカット(**%)/被ダメージを風属性に変換/再生効果,아군 전체의 풍속성 데미지 컷(**%) / 받는 데미지를 풍속성으로 변환 / 재생 효과
神盾アイギス＋＋,신의 방패 아이기스＋＋
味方全体の風属性ダメージカット(**%)/被ダメージを風属性に変換/再生効果/ディスペルガード効果(*回),아군 전체의 풍속성 데미지 컷(**%) / 받는 데미지를 풍속성으로 변환 / 재생 효과 / 디스펠 가드 효과(*회)

テトラドラクマ＋,테트라 드라크마＋
"<div class=""prt-text-small"">ターゲットに関わらず*回火属性ダメージ/敵全体に防御DOWN(累積)/灼熱効果　<span class=""text-blue"">◆女神の怒りLvに応じて攻撃回数UP(最大**回)</span></div>","<div class=""prt-text-small"">타겟에 관계없이 *회 화속성 데미지 / 적 전체의 방어 DOWN(누적) / 작열 효과　<span class=""text-blue"">◆여신의 분노 Lv에 따라 공격횟수 UP(최대**회)</span></div>"

マティティス・グラウクス,마티티스 글라우코스
敵全体にダブルアタック確率DOWN/暗闇効果/スロウ効果,적 전체에게 더블어택 확률 DOWN / 암흑 효과 / 슬로우 효과

パラディオン,팔라디온
味方全体に被ダメージ無効(*回)/弱体効果無効(*回),아군 전체가 받는 데미지를 무효(*회) / 약화 효과 무효(*회)

守護の戦女神,수호의 전쟁여신
"<div class=""prt-text-small"">敵の攻撃行動のターゲットになった場合女神の怒りLvが*上昇(最大Lv*)/テトラドラクマの攻撃回数+*　<span class=""text-blue"">◆Lv*の時被ターゲット時にテトラドラクマが自動発動</span></div>","<div class=""prt-text-small"">적의 공격 행동의 타겟이 되었을때 여신의분노 Lv*상승(최대Lv*) / 테트라 드라크마의 공격횟수 +*　<span class=""text-blue"">◆Lv*일때 데미지를 받았을 경우 테트라 드라크마가 자동 발동</span></div>"
劫炎の赤槍,겁염의 붉은 창
灼熱状態の敵に対して奥義性能UP,작열 상태의 적에게 오의 성능 UP
劫炎の赤槍＋,겁염의 붉은 창＋
味方全体が灼熱状態の敵に対して奥義性能UP,아군 전체가 작열 상태의 적에게 오의 성능 UP


!안스리아(SSR)
[紅陽の舞主],[홍양의 무주]
アンスリア,안스리아

ロッソ・パッシオーネ,로쏘 파시오네
ロッソ・パッシオーネ＋,로쏘 파시오네＋
火属性ダメージ(特大)/マッドネスダンスを発動,화속성 데미지(특대) / 매드니스 댄스를 발동

マッドネスダンス,매드니스 댄스
マッドネスダンス＋,매드니스 댄스＋
自分の回避率UP/敵対心UP(大)/敵の全ての攻撃を回避(*回),자신의 회피율 UP / 적대심 UP(대) / 적의 모든 공격을 회피(*회)

アトラクションステップ,어트랙션 스텝
アトラクションステップ＋,어트랙션 스텝＋
サイレントタップに切り替える,사일런트 텝으로 전환한다


キャプティベイト,캡티베이트
自分が即座に奥義発動可能/味方全体に高揚効果/バリア効果/テンションUP,자신이 즉시 오의 발동가능 / 아군 전체에게 고양 효과 / 배리어 효과 / 텐션 UP

エキサイトステップ,익사이트 스텝
エキサイトタップ中、回避成功で味方全体のテンションを*ターン延長/攻撃UP(累積),익사이트 텝 중 회피에 성공하면 아군 전체의 텐션을 *턴 연장 / 공격 UP(누적)
サイレントステップ,사일런트 스텝
サイレントタップ中、回避成功で味方全体のHP回復/防御UP(累積),사일런트 텝 중 회피에 성공하면 아군 전체의 HP 회복 / 방어 UP(누적)


!엣셀(SSR / 십천중)
[十天衆],[십천중]
エッセル,엣셀

ダンス・マカブル,댄스 마카브르
火属性ダメージ(特大)/暗闇効果,화속성 데미지(특대) / 어둠 효과
ダンス・クレマシオン,댄스 크레마시온
"<span class=""prt-text-small"">火属性ダメージ(特大)/天蓋花効果/味方全体のアビリティダメージ上限UP</span>","<span class=""prt-text-small"">화속성 데미지(특대) / 천개화 효과 / 아군 전체의 어빌리티 데미지 상한 UP</span>"

インテンスバレット,인텐스 불릿
インテンスバレット＋,인텐스 불릿＋
敵に火属性ダメージ/アイテムドロップ率UP(*回),적에게 화속성 데미지 / 아이템 드롭률 UP (*회)

ラストオーダー,라스트 오더
ラストオーダー＋,라스트 오더＋
ラストオーダー＋＋,라스트 오더＋＋
"<div class=""prt-text-small"">敵のブレイク状態を維持/強襲効果を付与/自分の攻撃大幅UP(敵ブレイク時のみ/*回)</div>","<div class=""prt-text-small"">적의 브레이크 상태를 유지 / 강습 효과 부여 / 자신의 공격 대폭 UP(적이 브레이크 상태일 때 / *회)</div>"

スターダスト,스타더스트
敵に**回火属性ダメージ,적에게 **회 화속성 데미지
スターダスト＋,스타더스트＋
敵に**回火属性ダメージ/自分に火属性追撃効果/効果中必ずトリプルアタック,적에게 **회 화속성 데미지 / 자신에게 화속성 추격 효과 / 효과 중 반드시 트리플 어택

十狼の雄叫び,십랑의 포효
"<div class=""prt-text-small"">味方全体に火属性追撃効果/効果中必ずトリプルアタック/攻撃大幅UP(敵ブレイク時のみ/*回)　<span class=""text-blue"">◆再使用不可</span></div>","<div class=""prt-text-small"">아군 전체에게 화속성 추격 효과 / 효과 중 반드시 트리플 어택 / 공격 대폭 UP(적이 브레이크 상태일 때 / *회)　<span class=""text-blue"">◆재사용 불가</span></div>"

魔弾の射手,마탄의 사수
必ずトレジャーハント成功/アイテムドロップ率UP(*%),반드시 트레저 헌트 성공 / 아이템 드롭률 UP (*%)
必ずトレジャーハント成功/アイテムドロップ率UP(**%)/味方全体がブレイク状態の敵に対してクリティカル確率UP,"<span style=""font-size: 90%"">반드시 트레저 헌트 성공 / 아이템 드롭률 UP (**%) / 아군 전체가 브레이크 상태의 적에게 크리티컬 확률 UP</span>"

ピースメイカー,피스메이커
風属性の敵に対して与ダメージUP,풍속성 적에게 가하는 데미지 UP



!유엘(SSR / 화속 일반)
[千年を探す者],[천년을 찾는 자]
ユエル,유엘


紅之舞・融月,홍색의 춤・융월
火属性ダメージ(特大)/自分にダメージ上限UP/回復性能UP(累積),화속성 데미지(특대) / 자신에게 데미지 상한 UP / 회복 성능 UP(누적)

紅蓮,홍련
紅蓮＋,홍련＋
敵全体に火属性ダメージ/狐火を付与,적 전체에게 화속성 데미지 / 여우불을 부여
紅蓮＋＋,홍련＋＋
"<div class=""prt-text-small"">敵全体に火属性ダメージ/狐火を付与/味方全体の連続攻撃確率UP/火属性追撃効果</div>","<div class=""prt-text-small"">적 전체에게 화속성 데미지 / 여우불을 부여 / 아군 전체의 연속공격 확률 UP / 화속성 추격 효과</div>"

燕返し,제비반환
燕返し＋,제비반환＋
"<div class=""prt-text-small"">敵に*回火属性ダメージ/自分の連続攻撃確率UP(累積)</div>","<span style=""font-size: 90%"">적에게 *회 화속성 데미지 / 자신의 연속공격 확률 UP(누적)</span>"
燕返し＋＋,제비반환＋＋
"<div class=""prt-text-small"">敵に*回火属性ダメージ/自分の攻撃UP(累積)/連続攻撃確率UP(累積)/回避率UP(累積)<span class=""text-blue"">　◆狐火状態の敵に*回発動</span></div>","<div class=""prt-text-small"">적에게 *회 화속성 데미지 / 자신의 공격 UP(누적) / 연속공격 확률 UP(누적) / 회피율 UP(누적)<span class=""text-blue"">　◆여우불 상태의 적에게 *회 발동</span></div>"

迎暁の儀,새벽맞이의 의식
味方全体のHPを回復/弱体効果を*つ回復,아군 전체의 HP를 회복 / 약화 효과를 *개 회복

参之舞・燼花,세번째 춤・신화
"<div class=""prt-text-small"">効果中必ずトリプルアタック/ターン進行時に攻撃行動を*回行う</div>","<span style=""font-size: 90%"">효과 중 반드시 트리플 어택 / 턴 진행시 공격 행동을 *회 실행</span>"

融月,융월
狐火状態の敵に対して味方全体が与ダメージ上昇,여우불 상태의 적에게 아군 전체가 가하는 데미지 상승


!유이시스(SSR / 화속통상)
[誓いの義侠騎士],[맹세의 의협기사]
ユイシス,유이시스

破煌刃・絶影,파황인・절영
破煌刃・絶影＋,파황인・절영＋
"火属性ダメージ(特大)/自分に逆境効果　<span class=""text-blue"">◆追加効果：自分にバリア効果</span>","화속성 데미지 (특대) / 자신에게 역경 효과　<span class=""text-blue"">◆추가 효과：자신에게 배리어 효과</span>"

鬼哭啾々,귀곡추추
鬼哭啾々＋,귀곡추추＋
"<div class=""prt-text-small"">自分のHPを犠牲にして敵に火属性ダメージ/自分に被ダメージ無効<span class=""text-blue"">　◆追加効果:自分の他のアビリティが即時使用可能になる</span></div>","<div class=""prt-text-small"">자신의 HP를 희생해 적에게 화속성 데미지 / 자신이 받는 데미지 무효<span class=""text-blue""> ◆추가 효과 : 자신의 다른 어빌리티를 즉시 사용 가능</span></div>"

暁闇,효암 (暁闇)
暁闇＋,효암＋(暁闇)
"<div class=""prt-text-small"">ターゲットに関わらず*回火属性ダメージ/自分にカウンター効果(回避/*回)<span class=""text-blue"">　◆追加効果:自分に通常攻撃の与ダメージUP効果</span></div>","<div class=""prt-text-small"">타겟과 관계없이 *회 화속성 데미지 / 자신에게 카운터 효과(*회)<span class=""text-blue"">　◆추가 효과 : 자신의 일반공격 데미지 UP 효과</span></div>"

一刀命終,일도명종
"<div class=""prt-text-small"">敵全体に火属性ダメージ/自分の奥義ゲージUP(**%)<span class=""text-blue"">　◆追加効果：自分の奥義性能大幅UP(*回)</span></div>","<div class=""prt-text-small"">적 전체에게 화속성 데미지 / 자신의 오의 게이지 UP (**%)<span class=""text-blue""> ◆추가 효과：자신의 오의 성능 대폭 UP (*회)</span></div>"

墓前の墨染桜,무덤 앞 묵염의 벚꽃
自分が瀕死状態の場合、必ずトリプルアタック/火属性追撃効果/奥義・アビリティに追加効果付与,"<span style=""font-size: 90%"">자신이 빈사 상태일 경우 반드시 트리플 어택 / 화속성 추격 효과 / 오의・어빌리티에 추가 효과 부여</span>"
七回忌の砌,칠주기의 때
一度だけ戦闘不能にならずにHP*で耐える/ユイシスの残りHPが少ないほど味方全体の攻撃が大きくUP,"<span style=""font-size: 90%"">한 번만 전투불능이 되지 않고 HP *로 견딘다 / 유이시스의 남은 HP가 적을수록 아군 전체의 공격이 크게 UP</span>"




















































!자루하메리나(SSR)
[日輪の巫女],[일륜의 무녀]
ザルハメリナ,자루하메리나

アレキサンダル・プラズマ,알렉산드르 플라즈마
アレキサンダル・プラズマ＋,알렉산드르 플라즈마＋
"火属性ダメージ(特大)/味方全体にクリティカル確率UP効果　<span class=""text-blue"">◆フレア効果時に奥義性能UP</span>","화속성 데미지 (특대) / 아군 전체에게 크리티컬 확률 UP 효과　<span class=""text-blue"">◆플레어 효과시 오의 성능 UP</span>"

サンライト・レジデューム,썬라이트 레지듐
サンライト・レジデューム＋,썬라이트 레지듐＋
火属性キャラに活性効果/バリア効果/奥義ゲージUP(**%),화속성 캐릭터에게 활성 효과 / 배리어 효과 / 오의 게이지 UP (**%)

フレア,플레어
フィールドにフレア効果,필드에 플레어 효과
フレア＋,플레어＋
フィールドにフレア効果/味方全体に防御UP,필드에 플레어 효과 / 아군 전체의 방어 UP

ニュー・レリジョン,뉴 레지듐
"<div class=""prt-text-small"">火属性キャラに業火の刻印を付与/火属性攻撃UP/風属性ダメージカット(**%)</div>","<span style=""font-size: 90%"">화속성 캐릭터에게 업화의 각인을 부여 / 화속성 공격 UP / 풍속성 데미지 컷 (**%)</span>"

太陽信仰,태양신앙
ザルハメリナの残りHPが少ないほど味方全体の攻撃が大きくUP,자루하메리나의 남은 HP가 적을수록 아군 전체의 공격이 크게 UP
直射日光回避,직사광선 회피
"<div class=""prt-text-small"">火属性キャラがそれぞれの業火の刻印の数に応じて風属性ダメージ軽減<br><span class=""text-blue"">◆自分がサブメンバーにいる場合でも発動</span></div>","<div class=""prt-text-small"">화속성 캐릭터 각자의 업화의 각인의 수에 따라 풍속성 데미지 경감<br><span class=""text-blue"">◆자신이 서브 멤버에 있어도 발동</span></div>"


!제타(SSR / 화속 일반)
[真紅の穿光],[진홍의 천광]
ゼタ,제타

プロミネンスダイヴ,프로미넌스 다이브
シリウスロア,시리우스 로어
"<div class=""prt-text-small"">火属性ダメージ(特大)/自分のクリティカル確率UP　<span class=""text-blue"">◆アルベス・フェルマーレ状態の敵に対して奥義性能UP</span></div>","<div class=""prt-text-small"">화속성 데미지(특대) / 자신의 크리티컬 확률 UP　<span class=""text-blue"">◆알베스・페르마레 상태의 적에게 오의 성능 UP</span></div>"

アルベスの槍,알베스의 창
アルベスの槍＋,알베스의 창＋
敵に火属性ダメージ/アルベス・フェルマーレを付与,적에서 화속성 데미지 / 알베스・페르마레를 부여
アルベスの槍＋＋,알베스의 창＋＋
"<div class=""prt-text-small"">敵に火属性ダメージ/アルベス・フェルマーレを付与/次の攻撃で必ずトリプルアタック</div>","<div class=""prt-text-small"">적에서 화속성 데미지 / 알베스・페르마레를 부여 / 다음 공격이 반드시 트리플 어택</div>"

ラプソディー,랩소디
ラプソディー＋,랩소디＋
"<div class=""prt-text-small"">自分の攻撃大幅UP(アルベス・フェルマーレ状態の敵のみ/*回)　<span class=""text-blue"">◆対象がブレイク時に攻撃UP</span></div>","<div class=""prt-text-small"">자신의 공격 대폭 UP (알베스・페르마레 상태의 적에게만 / *회) <span class=""text-blue"">◆대상이 브레이크 상태일 때 공격 UP</span></div>"

サウザンドフレイム,사우전드 플레임
敵全体に火属性ダメージ/強化効果を*つ無効化,적 전체에게 화속성 데미지 / 강화 효과를 *개 무효화

レイン・オブ・フューリー,레인 오브 퓨리
敵の現HPに応じた無属性ダメージ/スロウ効果,적의 현재 HP에 따른 무속성 데미지 / 슬로우 효과

アルベスの契約者,알베스의 계약자
クリティカル発動時にダメージ上限UP/トリプルアタック発動時に火属性追撃効果,크리티컬 발동시 데미지 상한 UP / 트리플 어택 발동시 화속성 추격 효과
穿光のパトス,천광의 파토스
"<div class=""prt-text-small"">アビリティダメージで追い撃ちが消費されない/ラプソディーを使用したターンに同じダメージアビリティを連続*回まで使用可能</div>","<div class=""prt-text-small"">어빌리티 데미지로 추격이 소비되지 않는다 / 랩소디를 사용한 턴에 같은 데미지 어빌리티를 연속 *회까지 사용 가능</div>"


!지크프리트(SSR / 화속 통상)
[退魔の黒き竜],[퇴마의 검은 용]
ジークフリート,지크프리트

ゲヴァルト・ファング,게발트 팽
ゲヴァルト・ファング＋,게발트 팽＋
火属性ダメージ(特大)/フェアドレーゲンが発動/自分のHP回復,화속성 데미지(특대) / 페어드레겐이 발동 / 자신의 HP 회복

フェアドレーゲン,페어드레겐
フェアドレーゲン＋,페어드레겐＋
敵に火属性ダメージ/火属性防御DOWN(累積),적에게 화속성 데미지 / 화속성 방어 DOWN(누적)

ル・ミラージ,루 미라지
ル・ミラージ＋,루 미라지＋
味方全体に風属性ダメージカット(**%),아군 전체에게 풍속성 데미지 컷 (**%)

ザルヴァートル,살바토르
火属性キャラ全体の弱体耐性UP/被ダメージを軽減/吸収効果,화속성 캐릭터 전체의 약화 내성 UP / 받는 데미지를 경감 / 흡수 효과

返り血の代償,뛰쳐나온 피의 대가
毎ターンダメージを受けるが攻防UP/必ず連続攻撃/奥義性能UP,매 턴 데미지를 받지만 공방 UP / 반드시 연속공격 / 오의 성능 UP
救国の忠騎士,구국의 충기사
得意武器が「剣」の火属性キャラのアビリティダメージ性能UP,특기무기가 「검」인 화속성 캐릭터의 어빌리티 성능 UP


!츠바사(SSR)
[マナリアの特攻総長],[마나리아의 특공총장]
ツバサ,츠바사

烈弩緋威斗・紅羅狩,레드히트 크래쉬
烈弩緋威斗・紅羅狩＋,레드히트 크래쉬＋
火属性ダメージ(特大)/味方全体の火属性攻撃UP,화속성 데미지(특대) / 아군 전체의 화속성 공격 UP

"タイマンの""瞬間""","맞짱의 ""순간"""
"タイマンの""瞬間""＋","맞짱의 ""순간""＋"
敵に火属性ダメージ/恐怖効果,적에게 화속성 데미지 / 공포 효과

"""喧嘩""の時間","""싸움""의 시간"
"""喧嘩""の時間＋","""싸움""의 시간＋"
"<div class=""prt-text-small"">敵のCTを*つ増加させて味方全体の奥義ゲージUP(**%)/奥義性能UP(*回)</div>","<div class=""prt-text-small"">적의 CT를 *개 증가시키고 아군 전체의 오의 게이지 UP (**%) / 오의 성능 UP (*회)</div>"

"""特攻""","""특공"""
"味方全体の連続攻撃確率UP<br><span class=""text-blue"">◆奥義ゲージを**%消費</span>","아군 전체의 연속공격 확률 UP<br><span class=""text-blue"">◆오의 게이지를 **% 소비</span>"

"""烈弩宇威愚""の疾風り","""레드윙""의 질풍"
"<div class=""prt-text-small"">強化アビリティ使用時にシフトアップ(最大*速)　<span class=""text-blue"">◆ギアの回転数に応じて回避率/奥義ゲージ上昇量UP</span></div>","<div class=""prt-text-small"">강화 어빌리티 사용시 시프트업 (최대 *단)<br><span class=""text-blue"">◆기어의 회전수에 따라 회피율・오의 게이지 상승량 UP</span></div>"
"オレ達は""親友(マブ)""","우리들은 ""친구"""
恐怖状態の敵に対して味方全体に火属性追撃効果,공포 상태의 적에게 아군 전체가 화속성 추격 효과


!코우즈키 카렌(SSR / 코드기아스 콜라보)
[紅の夜叉],[붉은 야차]
紅月カレン,코우즈키 카렌

輻射波動機構,복사파동기구
輻射波動機構＋,복사파동기구＋
"<span class=""prt-text-small"">火属性ダメージ(特大)/自分の防御DOWN/輻射波動Lvリセット　<span class=""text-blue"">◆輻射波動Lvに応じて奥義性能UP</span></span>","<span class=""prt-text-small"">화속성 데미지(특대) / 자신의 방어 DOWN / 복사파동 Lv 리셋　<span class=""text-blue"">◆복사파동 Lv에 따라 오의 성능 UP</span></span>"

**mmグレネードランチャー,**mm 그레네이드 런처
**mmグレネードランチャー＋,**mm 그레네이드 런처＋
敵に火属性ダメージ/最大CT増加,적에게 화속성 데미지 / 최대 CT 증가

チャフスモーク,채프 스모크
チャフスモーク＋,채프 스모크＋
敵全体に暗闇効果/連続攻撃確率DOWN,적 전체에게 암흑 효과 / 연속공격 확률 DOWN


紅の闘志,붉은 투지
自分の火属性攻撃力UP/クリティカル確率UP/輻射波動Lv上昇,자신의 화속성 공격력 UP / 크리티컬 확률 UP / 복사파동 Lv 상승

人型自在戦闘装甲騎,인간형 자재전투장갑기
最大HPと防御力が高いが、奥義ゲージが溜まりにくい,"최대 HP와 방어력이 높지만, 오의 게이지를 모으기 어렵다"
黒の騎士団 零番隊隊長,흑의 기사단 0번대 대장
"<div class=""prt-text-small"">毎ターン輻射波動Lv上昇(最大Lv*)　<span class=""text-blue"">◆輻射波動Lvに応じて与ダメージ上昇/火属性追撃効果</span></div>","<div class=""prt-text-small"">매 턴 복사파동 Lv 상승 (최대 Lv*)　<span class=""text-blue"">◆복사파동 Lv에 따라 데미지 상승 / 화속성 추격 효과</span></div>"


!콜로서스(SSR)
[鋼鉄の巨人],[강철의 거인]
コロッサス,콜로서스

フォースグラウンド,포스 그라운드
フォースグラウンド＋,포스 그라운드＋
