jp,kr
642958,TAYLOR COUNTY
102002,TAYLOR COUNTY
484307,TAYLOR COUNTY
539985,TAYLOR COUNTY
660338,TAYLOR COUNTY
680100,MADISON COUNTY
240664,MADISON COUNTY
948418,MADISON COUNTY
915706,MADISON COUNTY
700735,MADISON COUNTY
521481,MADISON COUNTY
399117,GADSDEN COUNTY
850152,GADSDEN COUNTY
267551,GADSDEN COUNTY
475548,GADSDEN COUNTY
708729,GADSDEN COUNTY
875533,GADSDEN COUNTY
754962,GADSDEN COUNTY
254136,GADSDEN COUNTY
520684,GADSDEN COUNTY
811927,GADSDEN COUNTY
307890,GADSDEN COUNTY
441071,GADSDEN COUNTY
960973,GADSDEN COUNTY
134341,GADSDEN COUNTY
830075,GADSDEN COUNTY
194015,GADSDEN COUNTY
344814,GADSDEN COUNTY
594806,GADSDEN COUNTY
819822,GADSDEN COUNTY
747511,GADSDEN COUNTY
274748,GADSDEN COUNTY
671128,GADSDEN COUNTY
546588,GADSDEN COUNTY
281041,GADSDEN COUNTY
388236,GADSDEN COUNTY
583457,GADSDEN COUNTY
634761,GADSDEN COUNTY
992828,GADSDEN COUNTY
840869,GADSDEN COUNTY
753794,GADSDEN COUNTY
394096,GADSDEN COUNTY
993901,GADSDEN COUNTY
785862,GADSDEN COUNTY
567375,GADSDEN COUNTY
503438,GADSDEN COUNTY
428168,GADSDEN COUNTY
824970,GADSDEN COUNTY
182953,GADSDEN COUNTY
470499,GADSDEN COUNTY
309731,GADSDEN COUNTY
190203,GADSDEN COUNTY
706567,GADSDEN COUNTY
449478,GADSDEN COUNTY
355644,GADSDEN COUNTY
651125,GADSDEN COUNTY
629544,GADSDEN COUNTY
851607,GADSDEN COUNTY
778665,GADSDEN COUNTY
869078,GADSDEN COUNTY
737972,GADSDEN COUNTY
644493,GADSDEN COUNTY
206766,GADSDEN COUNTY
349230,GADSDEN COUNTY
539320,GADSDEN COUNTY
696388,GADSDEN COUNTY
250787,GADSDEN COUNTY
122420,GADSDEN COUNTY
613556,GADSDEN COUNTY
703519,GADSDEN COUNTY
275369,GADSDEN COUNTY
332121,GADSDEN COUNTY
931804,GADSDEN COUNTY
384379,GADSDEN COUNTY
740074,GADSDEN COUNTY
103223,GADSDEN COUNTY
492213,GADSDEN COUNTY
246117,GADSDEN COUNTY
401497,GADSDEN COUNTY
702684,GADSDEN COUNTY
672475,GADSDEN COUNTY
683842,GADSDEN COUNTY
752251,GADSDEN COUNTY
256535,GADSDEN COUNTY
177567,GADSDEN COUNTY
889944,GADSDEN COUNTY
167508,GADSDEN COUNTY
902637,GADSDEN COUNTY
529761,GADSDEN COUNTY
824464,GADSDEN COUNTY
852690,GADSDEN COUNTY
289551,GADSDEN COUNTY
714503,GADSDEN COUNTY
339215,GADSDEN COUNTY
916316,GADSDEN COUNTY
562662,GADSDEN COUNTY
859555,GADSDEN COUNTY
155867,GADSDEN COUNTY
326736,WAKULLA COUNTY
386572,WAKULLA COUNTY
980608,WAKULLA COUNTY
403239,WAKULLA COUNTY
610427,WAKULLA COUNTY
358889,WAKULLA COUNTY
328732,WAKULLA COUNTY
575764,WAKULLA COUNTY
467957,WAKULLA COUNTY
664848,WAKULLA COUNTY
412356,WAKULLA COUNTY
422141,WAKULLA COUNTY
604590,WAKULLA COUNTY
805329,WAKULLA COUNTY
450931,WAKULLA COUNTY
266753,WAKULLA COUNTY
551411,WAKULLA COUNTY
649329,WAKULLA COUNTY
992384,WAKULLA COUNTY
580316,WAKULLA COUNTY
803768,TAYLOR COUNTY
905727,TAYLOR COUNTY
107888,TAYLOR COUNTY
916778,TAYLOR COUNTY
942342,TAYLOR COUNTY
768796,TAYLOR COUNTY
531150,TAYLOR COUNTY
293430,TAYLOR COUNTY
209503,TAYLOR COUNTY
102398,TAYLOR COUNTY
903095,TAYLOR COUNTY
636279,TAYLOR COUNTY
359690,TAYLOR COUNTY
891085,TAYLOR COUNTY
409967,LEON COUNTY
678303,LEON COUNTY
645243,LEON COUNTY
749435,LEON COUNTY
611857,LEON COUNTY
430900,BAY COUNTY
755749,BAY COUNTY
274616,BAY COUNTY
544936,BAY COUNTY
583970,BAY COUNTY
580276,BAY COUNTY
542777,BAY COUNTY
886730,BAY COUNTY
744670,BAY COUNTY
772025,BAY COUNTY
456572,BAY COUNTY
128131,BAY COUNTY
271209,BAY COUNTY
300811,BAY COUNTY
473009,BAY COUNTY
526005,BAY COUNTY
860797,BAY COUNTY
685747,BAY COUNTY
123937,BAY COUNTY
183879,BAY COUNTY
512260,BAY COUNTY
691247,BAY COUNTY
883852,BAY COUNTY
555449,BAY COUNTY
570707,BAY COUNTY
781009,BAY COUNTY
151838,BAY COUNTY
181634,BAY COUNTY
439778,BAY COUNTY
168008,BAY COUNTY
968580,BAY COUNTY
884571,BAY COUNTY
905912,BAY COUNTY
128146,BAY COUNTY
344782,BAY COUNTY
552814,BAY COUNTY
500262,BAY COUNTY
785630,BAY COUNTY
933238,BAY COUNTY
503844,BAY COUNTY
460236,BAY COUNTY
700206,BAY COUNTY
891489,BAY COUNTY
304021,BAY COUNTY
433793,BAY COUNTY
464021,BAY COUNTY
491115,BAY COUNTY
944950,BAY COUNTY
838298,BAY COUNTY
672001,BAY COUNTY
224331,BAY COUNTY
676822,BAY COUNTY
206441,BAY COUNTY
370773,BAY COUNTY
394818,BAY COUNTY
852520,BAY COUNTY
876010,BAY COUNTY
593070,BAY COUNTY
179262,BAY COUNTY
369830,BAY COUNTY
828704,BAY COUNTY
455732,BAY COUNTY
934502,BAY COUNTY
470145,BAY COUNTY
589653,BAY COUNTY
709858,BAY COUNTY
660969,BAY COUNTY
725797,BAY COUNTY
669238,BAY COUNTY
868735,BAY COUNTY
238679,BAY COUNTY
888350,BAY COUNTY
537673,BAY COUNTY
269818,BAY COUNTY
833285,BAY COUNTY
556472,BAY COUNTY
853960,BAY COUNTY
691111,BAY COUNTY
902545,BAY COUNTY
638372,BAY COUNTY
538203,BAY COUNTY
963299,BAY COUNTY
370091,BAY COUNTY
682597,BAY COUNTY
430806,BAY COUNTY
143612,BAY COUNTY
237956,BAY COUNTY
245985,BAY COUNTY
183788,BAY COUNTY
103810,BAY COUNTY
278243,BAY COUNTY
878953,BAY COUNTY
394030,BAY COUNTY
965651,BAY COUNTY
454585,BAY COUNTY
658942,BAY COUNTY
481064,BAY COUNTY
970015,BAY COUNTY
664155,BAY COUNTY
504852,BAY COUNTY
465283,BAY COUNTY
901625,BAY COUNTY
997150,BAY COUNTY
261097,BAY COUNTY
575697,BAY COUNTY
209405,BAY COUNTY
319675,BAY COUNTY
508721,BAY COUNTY
495724,BAY COUNTY
548607,BAY COUNTY
454012,BAY COUNTY
588111,BAY COUNTY
569500,BAY COUNTY
972877,BAY COUNTY
746177,BAY COUNTY
415821,BAY COUNTY
900320,BAY COUNTY
866150,BAY COUNTY
790880,BAY COUNTY
362729,BAY COUNTY
788533,BAY COUNTY
727899,BAY COUNTY
326368,BAY COUNTY
653519,BAY COUNTY
814948,BAY COUNTY
724926,BAY COUNTY
284110,BAY COUNTY
676635,BAY COUNTY
868212,BAY COUNTY
767054,BAY COUNTY
506214,BAY COUNTY
897926,BAY COUNTY
677790,BAY COUNTY
101036,BAY COUNTY
233192,BAY COUNTY
544426,BAY COUNTY
268827,BAY COUNTY
635219,BAY COUNTY
265871,BAY COUNTY
552478,BAY COUNTY
247639,BAY COUNTY
617777,BAY COUNTY
227225,BAY COUNTY
741059,BAY COUNTY
113309,BAY COUNTY
154954,BAY COUNTY
315104,BAY COUNTY
282118,BAY COUNTY
901589,BAY COUNTY
475454,BAY COUNTY
733014,BAY COUNTY
872342,BAY COUNTY
977297,BAY COUNTY
996797,BAY COUNTY
930412,BAY COUNTY
828167,BAY COUNTY
835470,BAY COUNTY
130599,BAY COUNTY
556323,BAY COUNTY
653783,BAY COUNTY
199843,BAY COUNTY
408604,BAY COUNTY
235265,BAY COUNTY
330735,BAY COUNTY
632165,BAY COUNTY
681096,BAY COUNTY
547242,BAY COUNTY
242005,BAY COUNTY
566613,BAY COUNTY
974414,BAY COUNTY
597501,BAY COUNTY
329516,BAY COUNTY
182197,BAY COUNTY
266075,BAY COUNTY
885528,BAY COUNTY
970498,BAY COUNTY
587057,BAY COUNTY
742260,BAY COUNTY
815587,BAY COUNTY
888748,BAY COUNTY
651160,BAY COUNTY
900301,BAY COUNTY
431495,BAY COUNTY
291761,BAY COUNTY
392571,BAY COUNTY
296579,BAY COUNTY
814503,BAY COUNTY
397603,BAY COUNTY
278859,BAY COUNTY
927946,BAY COUNTY
307199,BAY COUNTY
473551,BAY COUNTY
359896,BAY COUNTY
630799,BAY COUNTY
115071,BAY COUNTY
813157,BAY COUNTY
446877,BAY COUNTY
549092,BAY COUNTY
869635,BAY COUNTY
181190,BAY COUNTY
952536,BAY COUNTY
234730,BAY COUNTY
990532,BAY COUNTY
437376,BAY COUNTY
868414,BAY COUNTY
560023,BAY COUNTY
531018,BAY COUNTY
862279,BAY COUNTY
913677,BAY COUNTY
368497,BAY COUNTY
806491,BAY COUNTY
956474,BAY COUNTY
393855,BAY COUNTY
236809,BAY COUNTY
233360,BAY COUNTY
852903,BAY COUNTY
411412,BAY COUNTY
638511,BAY COUNTY
619853,BAY COUNTY
677532,BAY COUNTY
203973,BAY COUNTY
864999,BAY COUNTY
470074,BAY COUNTY
454081,BAY COUNTY
679930,BAY COUNTY
276744,BAY COUNTY
689881,BAY COUNTY
219881,BAY COUNTY
281812,BAY COUNTY
681382,BAY COUNTY
187152,BAY COUNTY
420392,BAY COUNTY
254782,BAY COUNTY
983500,BAY COUNTY
612229,BAY COUNTY
613407,BAY COUNTY
380142,BAY COUNTY
935588,BAY COUNTY
203097,BAY COUNTY
771476,BAY COUNTY
881297,BAY COUNTY
474249,BAY COUNTY
832086,BAY COUNTY
377902,BAY COUNTY
605866,BAY COUNTY
571393,BAY COUNTY
801676,BAY COUNTY
520599,BAY COUNTY
317574,BAY COUNTY
481235,BAY COUNTY
942125,BAY COUNTY
658270,BAY COUNTY
776764,BAY COUNTY
549397,BAY COUNTY
929053,BAY COUNTY
634233,BAY COUNTY
747131,BAY COUNTY
995193,BAY COUNTY
381321,BAY COUNTY
995419,BAY COUNTY
501720,BAY COUNTY
523558,BAY COUNTY
650297,BAY COUNTY
871903,BAY COUNTY
846959,BAY COUNTY
898645,BAY COUNTY
631406,BAY COUNTY
344642,BAY COUNTY
180988,BAY COUNTY
476557,BAY COUNTY
495613,BAY COUNTY
813476,BAY COUNTY
110207,BAY COUNTY
349233,BAY COUNTY
355679,BAY COUNTY
342917,BAY COUNTY
763188,BAY COUNTY
684404,BAY COUNTY
523215,BAY COUNTY
961479,BAY COUNTY
872886,BAY COUNTY
846234,BAY COUNTY
365135,BAY COUNTY
420233,BAY COUNTY
390802,BAY COUNTY
278448,BAY COUNTY
901435,BAY COUNTY
788395,BAY COUNTY
870434,BAY COUNTY
584847,BAY COUNTY
440239,BAY COUNTY
847832,BAY COUNTY
177345,BAY COUNTY
285210,BAY COUNTY
879413,BAY COUNTY
107783,BAY COUNTY
336897,BAY COUNTY
972481,BAY COUNTY
860546,BAY COUNTY
268835,BAY COUNTY
578855,BAY COUNTY
678603,BAY COUNTY
603821,BAY COUNTY
947816,BAY COUNTY
286578,BAY COUNTY
591676,BAY COUNTY
787369,BAY COUNTY
935010,BAY COUNTY
712366,BAY COUNTY
210708,BAY COUNTY
692014,BAY COUNTY
758505,BAY COUNTY
888231,BAY COUNTY
435390,BAY COUNTY
323832,BAY COUNTY
389142,BAY COUNTY
950551,BAY COUNTY
836880,BAY COUNTY
850076,BAY COUNTY
641388,BAY COUNTY
342919,BAY COUNTY
419446,BAY COUNTY
757410,BAY COUNTY
584791,BAY COUNTY
430552,BAY COUNTY
233436,BAY COUNTY
770307,BAY COUNTY
453741,BAY COUNTY
805159,BAY COUNTY
655713,BAY COUNTY
632168,BAY COUNTY
236753,BAY COUNTY
814965,BAY COUNTY
416373,BAY COUNTY
458001,BAY COUNTY
421258,BAY COUNTY
487337,BAY COUNTY
705392,BAY COUNTY
724971,BAY COUNTY
525340,BAY COUNTY
274641,BAY COUNTY
725522,BAY COUNTY
948462,BAY COUNTY
931725,BAY COUNTY
297000,BAY COUNTY
734660,BAY COUNTY
906872,BAY COUNTY
209844,BAY COUNTY
846660,BAY COUNTY
744254,BAY COUNTY
785151,BAY COUNTY
557521,BAY COUNTY
670304,WALTON COUNTY
210163,BAY COUNTY
208187,BAY COUNTY
881910,BAY COUNTY
715199,BAY COUNTY
439458,BAY COUNTY
441512,BAY COUNTY
560925,BAY COUNTY
436617,BAY COUNTY
189453,BAY COUNTY
800460,BAY COUNTY
958971,BAY COUNTY
650415,BAY COUNTY
807845,WALTON COUNTY
150155,BAY COUNTY
189513,BAY COUNTY
518477,JACKSON COUNTY
562655,JACKSON COUNTY
316784,JACKSON COUNTY
327359,JACKSON COUNTY
449637,JACKSON COUNTY
519610,JACKSON COUNTY
753517,JACKSON COUNTY
303809,CALHOUN COUNTY
348892,CALHOUN COUNTY
730950,CALHOUN COUNTY
238662,CALHOUN COUNTY
481664,CALHOUN COUNTY
546767,CALHOUN COUNTY
663326,CALHOUN COUNTY
413119,CALHOUN COUNTY
885963,CALHOUN COUNTY
787349,CALHOUN COUNTY
214885,CALHOUN COUNTY
799851,CALHOUN COUNTY
958812,CALHOUN COUNTY
711408,CALHOUN COUNTY
766275,CALHOUN COUNTY
982804,CALHOUN COUNTY
177639,CALHOUN COUNTY
182295,CALHOUN COUNTY
360593,CALHOUN COUNTY
455558,CALHOUN COUNTY
498511,CALHOUN COUNTY
803252,CALHOUN COUNTY
942252,CALHOUN COUNTY
642072,CALHOUN COUNTY
893642,CALHOUN COUNTY
979888,CALHOUN COUNTY
385335,CALHOUN COUNTY
782042,CALHOUN COUNTY
172382,CALHOUN COUNTY
267767,CALHOUN COUNTY
694601,CALHOUN COUNTY
612302,CALHOUN COUNTY
508808,CALHOUN COUNTY
879262,CALHOUN COUNTY
503798,CALHOUN COUNTY
166146,CALHOUN COUNTY
527060,CALHOUN COUNTY
922058,CALHOUN COUNTY
944141,CALHOUN COUNTY
132263,CALHOUN COUNTY
908240,CALHOUN COUNTY
454703,CALHOUN COUNTY
904151,CALHOUN COUNTY
966797,CALHOUN COUNTY
128830,CALHOUN COUNTY
122025,CALHOUN COUNTY
396173,CALHOUN COUNTY
983748,CALHOUN COUNTY
986174,CALHOUN COUNTY
379626,CALHOUN COUNTY
463284,CALHOUN COUNTY
686919,CALHOUN COUNTY
831575,CALHOUN COUNTY
475571,CALHOUN COUNTY
245018,CALHOUN COUNTY
253022,CALHOUN COUNTY
597738,CALHOUN COUNTY
923068,CALHOUN COUNTY
928173,CALHOUN COUNTY
860443,CALHOUN COUNTY
844073,CALHOUN COUNTY
110751,HOLMES COUNTY
215972,HOLMES COUNTY
254044,HOLMES COUNTY
881800,HOLMES COUNTY
826248,HOLMES COUNTY
441838,HOLMES COUNTY
123081,HOLMES COUNTY
417943,HOLMES COUNTY
834306,HOLMES COUNTY
724894,HOLMES COUNTY
991408,HOLMES COUNTY
680719,HOLMES COUNTY
609567,HOLMES COUNTY
499385,HOLMES COUNTY
370022,HOLMES COUNTY
689051,HOLMES COUNTY
873363,HOLMES COUNTY
997492,HOLMES COUNTY
891852,HOLMES COUNTY
495074,HOLMES COUNTY
480977,HOLMES COUNTY
902538,HOLMES COUNTY
126856,HOLMES COUNTY
312850,HOLMES COUNTY
880863,HOLMES COUNTY
926739,HOLMES COUNTY
265135,HOLMES COUNTY
713991,HOLMES COUNTY
709214,JACKSON COUNTY
856409,JACKSON COUNTY
715519,JACKSON COUNTY
275781,JACKSON COUNTY
476956,JACKSON COUNTY
182028,WASHINGTON COUNTY
307144,WASHINGTON COUNTY
970874,WASHINGTON COUNTY
640315,WASHINGTON COUNTY
319900,WASHINGTON COUNTY
304610,WASHINGTON COUNTY
727625,WASHINGTON COUNTY
611749,WASHINGTON COUNTY
908085,WASHINGTON COUNTY
284304,WASHINGTON COUNTY
515383,WASHINGTON COUNTY
209934,WASHINGTON COUNTY
439491,WASHINGTON COUNTY
114641,WASHINGTON COUNTY
329658,WASHINGTON COUNTY
323610,WASHINGTON COUNTY
280448,WASHINGTON COUNTY
311781,WASHINGTON COUNTY
164040,WASHINGTON COUNTY
494483,WASHINGTON COUNTY
998895,WASHINGTON COUNTY
291130,WASHINGTON COUNTY
651752,WASHINGTON COUNTY
193711,WASHINGTON COUNTY
249527,WASHINGTON COUNTY
611084,WASHINGTON COUNTY
781807,WASHINGTON COUNTY
674839,WASHINGTON COUNTY
449262,WASHINGTON COUNTY
921003,WASHINGTON COUNTY
587925,WASHINGTON COUNTY
755440,WASHINGTON COUNTY
200577,WASHINGTON COUNTY
469159,WASHINGTON COUNTY
942176,WASHINGTON COUNTY
881788,WASHINGTON COUNTY
485164,WASHINGTON COUNTY
547747,WASHINGTON COUNTY
331888,WASHINGTON COUNTY
571760,WASHINGTON COUNTY
172126,WASHINGTON COUNTY
470768,WASHINGTON COUNTY
664373,WASHINGTON COUNTY
441872,WASHINGTON COUNTY
389978,WASHINGTON COUNTY
376364,WASHINGTON COUNTY
542479,WASHINGTON COUNTY
640211,WASHINGTON COUNTY
422963,WASHINGTON COUNTY
977255,WASHINGTON COUNTY
613747,WASHINGTON COUNTY
380308,WASHINGTON COUNTY
915355,WASHINGTON COUNTY
383141,WASHINGTON COUNTY
164909,WASHINGTON COUNTY
627420,WASHINGTON COUNTY
759506,WASHINGTON COUNTY
955914,WASHINGTON COUNTY
114477,WASHINGTON COUNTY
431157,WASHINGTON COUNTY
861984,WASHINGTON COUNTY
762453,WASHINGTON COUNTY
582444,WASHINGTON COUNTY
710826,WASHINGTON COUNTY
143379,WASHINGTON COUNTY
473557,WASHINGTON COUNTY
567547,WASHINGTON COUNTY
733330,WASHINGTON COUNTY
984266,WASHINGTON COUNTY
689889,WASHINGTON COUNTY
165580,WASHINGTON COUNTY
192397,WASHINGTON COUNTY
898470,WASHINGTON COUNTY
393024,WASHINGTON COUNTY
857508,WASHINGTON COUNTY
862971,WASHINGTON COUNTY
469168,WASHINGTON COUNTY
863406,WASHINGTON COUNTY
198867,WASHINGTON COUNTY
743079,WASHINGTON COUNTY
473889,WASHINGTON COUNTY
683427,WASHINGTON COUNTY
106321,WASHINGTON COUNTY
448154,WASHINGTON COUNTY
770864,WASHINGTON COUNTY
689741,WASHINGTON COUNTY
667310,WASHINGTON COUNTY
705671,WASHINGTON COUNTY
831095,WASHINGTON COUNTY
181430,WASHINGTON COUNTY
176997,WASHINGTON COUNTY
842701,WASHINGTON COUNTY
336744,WASHINGTON COUNTY
910596,WASHINGTON COUNTY
876682,WASHINGTON COUNTY
182231,CALHOUN COUNTY
825424,CALHOUN COUNTY
526224,CALHOUN COUNTY
296132,CALHOUN COUNTY
194544,CALHOUN COUNTY
372807,CALHOUN COUNTY
109022,CALHOUN COUNTY
746495,JACKSON COUNTY
529196,JACKSON COUNTY
540751,JACKSON COUNTY
946516,JACKSON COUNTY
598909,JACKSON COUNTY
801828,JACKSON COUNTY
707890,JACKSON COUNTY
543857,JACKSON COUNTY
114550,JACKSON COUNTY
583414,JACKSON COUNTY
104959,JACKSON COUNTY
806361,JACKSON COUNTY
934501,JACKSON COUNTY
637915,JACKSON COUNTY
870261,JACKSON COUNTY
444277,JACKSON COUNTY
711042,WALTON COUNTY
155229,WALTON COUNTY
941628,WALTON COUNTY
854460,WALTON COUNTY
426518,WALTON COUNTY
565545,WALTON COUNTY
913552,WALTON COUNTY
734960,WALTON COUNTY
829687,WALTON COUNTY
162975,WALTON COUNTY
679151,WALTON COUNTY
524631,WALTON COUNTY
458718,WALTON COUNTY
147509,WALTON COUNTY
760033,WALTON COUNTY
248427,WALTON COUNTY
809305,WALTON COUNTY
607091,WALTON COUNTY
691454,WALTON COUNTY
136509,WALTON COUNTY
295142,WALTON COUNTY
126875,WALTON COUNTY
135566,WALTON COUNTY
758919,WALTON COUNTY
919634,WALTON COUNTY
924677,WALTON COUNTY
216954,WALTON COUNTY
543931,WALTON COUNTY
127115,WALTON COUNTY
450072,WALTON COUNTY
568353,WALTON COUNTY
838315,WALTON COUNTY
494884,WALTON COUNTY
374662,WALTON COUNTY
317978,WALTON COUNTY
443783,WALTON COUNTY
586472,WALTON COUNTY
619279,WALTON COUNTY
670758,WALTON COUNTY
220374,WALTON COUNTY
533430,WALTON COUNTY
868629,WALTON COUNTY
128756,WALTON COUNTY
333988,WALTON COUNTY
260039,WALTON COUNTY
938522,WALTON COUNTY
948241,WALTON COUNTY
476849,WALTON COUNTY
573272,WALTON COUNTY
939271,WALTON COUNTY
669724,WALTON COUNTY
326868,WALTON COUNTY
888466,WALTON COUNTY
955649,WALTON COUNTY
350333,WALTON COUNTY
265649,WALTON COUNTY
672496,WALTON COUNTY
932711,WALTON COUNTY
813138,WALTON COUNTY
387562,WALTON COUNTY
763690,WALTON COUNTY
144432,WALTON COUNTY
956980,WALTON COUNTY
606510,WALTON COUNTY
191943,WALTON COUNTY
902403,WALTON COUNTY
408994,WALTON COUNTY
706339,WALTON COUNTY
993218,WALTON COUNTY
854831,WALTON COUNTY
359057,WALTON COUNTY
384404,WALTON COUNTY
704979,WALTON COUNTY
565064,WALTON COUNTY
185266,WALTON COUNTY
832418,WALTON COUNTY
118372,WALTON COUNTY
355246,WALTON COUNTY
354474,WALTON COUNTY
952889,WALTON COUNTY
862741,WALTON COUNTY
147554,WALTON COUNTY
379234,WALTON COUNTY
335634,WALTON COUNTY
674044,WALTON COUNTY
278463,WALTON COUNTY
744141,WALTON COUNTY
941104,WALTON COUNTY
369810,WALTON COUNTY
622825,WALTON COUNTY
159490,WALTON COUNTY
949620,WALTON COUNTY
589581,WALTON COUNTY
290570,WALTON COUNTY
115262,WALTON COUNTY
157439,WALTON COUNTY
820427,WALTON COUNTY
208245,WALTON COUNTY
153652,WALTON COUNTY
807437,WALTON COUNTY
205089,WALTON COUNTY
928704,WALTON COUNTY
847055,WALTON COUNTY
443358,WASHINGTON COUNTY
885202,WASHINGTON COUNTY
421647,BAY COUNTY
288215,BAY COUNTY
656479,BAY COUNTY
474918,WALTON COUNTY
239241,WALTON COUNTY
123075,WALTON COUNTY
640862,WALTON COUNTY
742091,WALTON COUNTY
127947,WALTON COUNTY
977282,WALTON COUNTY
663177,WALTON COUNTY
113510,WALTON COUNTY
587466,WALTON COUNTY
536877,WALTON COUNTY
254997,WALTON COUNTY
247253,WALTON COUNTY
437996,WALTON COUNTY
916505,WALTON COUNTY
644885,WALTON COUNTY
730168,WALTON COUNTY
954535,WALTON COUNTY
564735,WALTON COUNTY
441080,WALTON COUNTY
873449,WALTON COUNTY
968925,WALTON COUNTY
907594,WALTON COUNTY
775788,WALTON COUNTY
611644,WALTON COUNTY
406061,WALTON COUNTY
618002,WALTON COUNTY
482864,JACKSON COUNTY
567849,JACKSON COUNTY
751165,JACKSON COUNTY
144854,JACKSON COUNTY
466348,JACKSON COUNTY
315491,JACKSON COUNTY
795920,JACKSON COUNTY
809607,JACKSON COUNTY
474800,JACKSON COUNTY
256436,JACKSON COUNTY
947732,JACKSON COUNTY
408682,JACKSON COUNTY
356370,JACKSON COUNTY
507120,JACKSON COUNTY
127256,JACKSON COUNTY
167047,JACKSON COUNTY
400444,JACKSON COUNTY
342254,JACKSON COUNTY
817780,JACKSON COUNTY
487950,JACKSON COUNTY
667514,JACKSON COUNTY
513680,JACKSON COUNTY
405754,JACKSON COUNTY
532214,JACKSON COUNTY
293233,JACKSON COUNTY
754154,JACKSON COUNTY
249388,JACKSON COUNTY
283201,JACKSON COUNTY
248770,JACKSON COUNTY
672690,JACKSON COUNTY
420683,JACKSON COUNTY
198679,JACKSON COUNTY
351513,JACKSON COUNTY
149468,JACKSON COUNTY
145769,JACKSON COUNTY
601460,JACKSON COUNTY
592320,JACKSON COUNTY
669544,JACKSON COUNTY
762657,JACKSON COUNTY
380367,BAY COUNTY
288147,BAY COUNTY
182418,BAY COUNTY
375290,BAY COUNTY
805557,BAY COUNTY
829455,BAY COUNTY
316463,BAY COUNTY
927046,BAY COUNTY
850288,BAY COUNTY
885654,BAY COUNTY
826742,BAY COUNTY
941158,BAY COUNTY
967866,BAY COUNTY
873747,BAY COUNTY
829382,BAY COUNTY
430259,BAY COUNTY
438032,BAY COUNTY
303496,BAY COUNTY
847942,BAY COUNTY
218356,BAY COUNTY
452794,BAY COUNTY
981439,BAY COUNTY
598715,BAY COUNTY
163921,BAY COUNTY
818157,BAY COUNTY
251458,JACKSON COUNTY
671867,JACKSON COUNTY
427176,JACKSON COUNTY
403131,JACKSON COUNTY
764637,JACKSON COUNTY
674131,JACKSON COUNTY
657414,JACKSON COUNTY
527597,JACKSON COUNTY
142447,JACKSON COUNTY
802496,JACKSON COUNTY
696236,JACKSON COUNTY
896153,JACKSON COUNTY
919260,JACKSON COUNTY
884541,JACKSON COUNTY
243532,JACKSON COUNTY
623924,JACKSON COUNTY
213207,JACKSON COUNTY
247464,JACKSON COUNTY
988513,JACKSON COUNTY
350424,JACKSON COUNTY
673107,JACKSON COUNTY
122904,JACKSON COUNTY
852799,JACKSON COUNTY
778713,JACKSON COUNTY
152959,JACKSON COUNTY
565397,JACKSON COUNTY
908162,JACKSON COUNTY
687004,JACKSON COUNTY
497350,JACKSON COUNTY
680301,JACKSON COUNTY
778222,JACKSON COUNTY
643726,JACKSON COUNTY
346776,JACKSON COUNTY
525302,JACKSON COUNTY
594959,JACKSON COUNTY
963097,JACKSON COUNTY
255200,JACKSON COUNTY
905563,JACKSON COUNTY
845050,JACKSON COUNTY
673682,JACKSON COUNTY
347556,JACKSON COUNTY
323644,JACKSON COUNTY
849213,JACKSON COUNTY
315733,JACKSON COUNTY
370714,JACKSON COUNTY
813661,JACKSON COUNTY
601144,JACKSON COUNTY
958101,JACKSON COUNTY
430723,JACKSON COUNTY
161858,JACKSON COUNTY
883297,JACKSON COUNTY
220889,JACKSON COUNTY
337019,JACKSON COUNTY
287974,JACKSON COUNTY
909550,JACKSON COUNTY
100922,JACKSON COUNTY
296485,JACKSON COUNTY
376743,JACKSON COUNTY
451369,JACKSON COUNTY
994229,JACKSON COUNTY
549339,JACKSON COUNTY
197726,JACKSON COUNTY
987427,JACKSON COUNTY
993682,JACKSON COUNTY
976312,JACKSON COUNTY
900034,JACKSON COUNTY
491015,JACKSON COUNTY
617324,JACKSON COUNTY
239357,JACKSON COUNTY
681327,JACKSON COUNTY
352403,JACKSON COUNTY
164006,JACKSON COUNTY
251771,JACKSON COUNTY
503103,JACKSON COUNTY
655363,JACKSON COUNTY
585539,JACKSON COUNTY
887739,JACKSON COUNTY
403857,JACKSON COUNTY
454622,JACKSON COUNTY
528824,JACKSON COUNTY
553390,JACKSON COUNTY
781776,JACKSON COUNTY
752454,JACKSON COUNTY
208268,JACKSON COUNTY
334746,JACKSON COUNTY
345341,JACKSON COUNTY
174580,JACKSON COUNTY
970196,JACKSON COUNTY
748393,JACKSON COUNTY
916913,JACKSON COUNTY
592832,JACKSON COUNTY
576225,JACKSON COUNTY
925826,JACKSON COUNTY
708420,JACKSON COUNTY
175701,JACKSON COUNTY
925767,JACKSON COUNTY
930709,JACKSON COUNTY
983768,JACKSON COUNTY
950355,JACKSON COUNTY
233788,JACKSON COUNTY
353200,JACKSON COUNTY
875871,JACKSON COUNTY
124583,JACKSON COUNTY
952771,JACKSON COUNTY
821284,JACKSON COUNTY
948967,JACKSON COUNTY
430600,JACKSON COUNTY
253223,JACKSON COUNTY
694013,JACKSON COUNTY
235606,JACKSON COUNTY
318077,JACKSON COUNTY
652306,JACKSON COUNTY
930767,JACKSON COUNTY
877872,JACKSON COUNTY
213778,JACKSON COUNTY
