Language,SceneCode,Type,Name,Origin,Korean
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Sandalphon,They look similar enough to confuse even scientists. You were determined to carry out your duty. Nothing good will come from you beating yourself up.
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Vyrn,"Yeah, you're right. And coming from Grumplephon, you know it's true!"
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Sandalphon,Ngh... What do you plan to do next?
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Shark Hunter,We're done here. This is the species that was swimming near the beach.
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Oceanographer,"We're going to be changing our plans too. Assuming that there are two different species, we're going to have to reevaluate our past research materials."
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Skipper,Time to set sail! Thanks for stickin' to the timetable.
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Skipper,Lasses! Time to wish your friend farewell!
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Sea Creature,Squee-squeee!
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Azrael,Sq-sq-squeee?
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Sea Creature,Squ-squ-squeee?
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Lyria,Squeee? Squ-squiqueee?
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Sandalphon,How are you communicating with it?
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Vyrn,Ahaha! You can just sorta tell what it's thinking. It seems real friendly.
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Sea Creature,Squooo...
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Azrael,Dolphin? Your name's Dolphin!
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Oceanographer,Dolphin? Do you really understand what it's saying?
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Azrael,"Nope, but I can kinda hear something in my head."
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Halluel,I heard it too. I wonder if it has something like a primal beast's aura.
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Malluel,It could be sound waves. These creatures seem to have their own way of communicating.
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Dolphin,Squeee!
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Skipper,Hm? There's another fishy form off to port side. Did it summon its mates with those sound waves?
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Skipper,"Bloody hell... If we pivot now, we'll ram right into them."
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Skipper,"Oi, Dolphin! Move out of the way, would you?"
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Shark,Sharrrrrk!
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Skipper,Ngwaaaah!
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Vyrn,Whoa! That thing's hunormous!
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Oceanographer,It swallowed the skipper whole! Could that giant really be...
English,"scene_evt190627_cp2_q2_s10,7428221",detail,Shark Hunter,Old Bruce...
English,"scene_evt190627_cp2_q3_s10,7428231",synopsis,,"Old Bruce effortlessly plies the sea, confounding the crew. While Azrael is paying attention to the dolphin that failed to escape, Old Bruce swallows the archangel whole and then dives deep below the surface. The others devise a plan to rescue Azrael and the skipper."
English,"scene_evt190627_cp2_q3_s10,7428231",detail,,The crew members are communicating with a dolphin when a colossal shark attacks without warning.
English,"scene_evt190627_cp2_q3_s10,7428231",detail,,"It is Old Bruce, Martin's archenemy and one of history's most threatening animals."
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Old Bruce,Sharrrrrk!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Lyria,Eeek!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Vyrn,"Geez! That thing keeps leaping outta the water, then hiding underneath the waves... Who'da thought it'd be so tricky?"
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Halluel,It's making me dizzy! It really knows how to make the most of its abilities.
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Halluel,[Djeeta] and everyone! Grab onto me! Don't worry about the weight—we're evacuating!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Malluel,I'll take Ellen and Martin! We have to regroup or else...
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Shark Hunter,"Old Bruce... It's another scorcher this year, huh?"
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Oceanographer,Martin?
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Shark Hunter,I'm gonna end you! Look up at your last and best opponent!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Old Bruce,Sharrrrrk!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Shark Hunter,It ricocheted! He's even buffer than he was last year.
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Shark Hunter,Sariel! Hand me the armor-piercing rounds.
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Sariel,Mm... These ones?
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Shark Hunter,"Thank you! Watch my gear, and whatever you do, stay back."
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Sariel,I really don't have to kill anyone then?
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Shark Hunter,"This is no time for humor! I'll protect you. And you there, you evacuate with the others."
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Sandalphon,...
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Shark Hunter,You're certainly calm. I guess you weren't all talk when you mouthed off to me earlier.
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Sandalphon,Bleeegh...
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Shark Hunter,...
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Azrael,"Rubbie, rubbie, feel better tummy... Your face is so pale..."
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Halluel,Az! Hurry up and fly!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Malluel,"Hold on... Your wings <span class='scene-font-italic'>have</span> grown back, haven't they, Az?"
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Dolphin,Squeee?
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Azrael,Oyo? You didn't have time to escape either?
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Azrael,But it's dangerous here. You're going to be chow for Old Bruce.
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Old Bruce,Sharrrrrk!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Azrael,Oyoyo?
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Sandalphon,...!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Halluel,Aaaaz!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Malluel,I don't believe it... Az got swallowed whole too...
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Old Bruce,Sharrrrrk...
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Oceanographer,Don't give up! We still have time... Fish typically don't chew their prey!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Shark Hunter,You mean it just goes right into their bellies! So now they're still safe inside Old Bruce...
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Sandalphon,Blast! I'll slice his gut open to rescue them...
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Old Bruce,Sharrrk—
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Vyrn,Ah! It's diving deeper into the sea!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Sariel,Is he fleeing? Maybe he sensed our hostility...
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Lyria,Wait! Give back Az and the skipper!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Sandalphon,Hrraahhh!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Old Bruce,...
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Oceanographer,He's already deeper than light can reach... So fast...
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Halluel,I'm following him! We're going to get Az back no matter what!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Halluel,There's no way I'm losing my friend again!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Malluel,Hal! You're terrible in the water... And another hostage would only make the rescue harder.
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Halluel,B-but!
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Sariel,A strategy could help us snatch victory from the jaws of defeat.
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Sandalphon,"Strategy, eh? Is this ambush a calculated move on Old Bruce's part?"
English,"scene_evt190627_cp2_q3_s10,7428231",detail,Sandalphon,Reminds me of a certain serpent... Which gives me an idea what this shark will do next...
English,"scene_evt190627_cp2_q4_s10,7428241",synopsis,,"Lucio is holding down the food stall when Old Bruce rears his head once more. Sandalphon pursues the beast, but he is unable to prevent Old Bruce from swallowing Lucio in an unguarded moment. [Djeeta] and company attend an emergency session of the chamber of commerce; Sandalphon, however, abstains because of his guilt for attacking Auguste in days past."
English,"scene_evt190627_cp2_q4_s10,7428241",detail,,"As Old Bruce attempts to escape, the party members put together a plan."
English,"scene_evt190627_cp2_q4_s10,7428241",detail,,"Meanwhile a long, snaking line has formed in front of a food stand at one corner of the beach."
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,Here are the ten apple juices you ordered. The ten shaved ices will be a bit longer.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio Fan,Okay! Can I get a little closer and gaze at you while you make them?
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,Of course. Please enjoy yourself.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio Fan,Thank you so much!
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Senior Lucio Fan,Are you for real! How can you order that much stuff? Can't you see the line?
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio Fan,I waited my turn just like everybody else... And now I'm gonna enjoy the best seat in the house.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Senior Lucio Fan,Think about the hassle you're causing the staff. Ten shaved ices? That's straight-up hard labor. You newbie fans really need to learn a lesson...
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio Fan,"Huh? You think you're some kind of OG? This is my third time in line, you know!"
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,"Please, you two. I beg you not to squabble over me."
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,"While in line, you can gaze on me from afar; while ordering, you can admire me from up close. Each position has its own merits."
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,You're welcome to keep returning until closing time. Looking never hurt anyone after all.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Fans,Yooou got it!
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Old Bruce,Sharrrk!
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Fans,Eeek!
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,Hm? That sea creature...
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Old Bruce,Sharrrk!
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,Some sort of abnormal mutation must have produced this giant. I wonder if it ended up scattering Sandy and the others.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Old Bruce,Sharrrk?
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,"I bear no ill will toward you. Like any other creature of the sky, you move as your nature commands you."
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,"But as the acting manager of this food stall, I must say that your behavior represents a threat to our customers and our business."
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,Take your leave at once—go wherever fate would take you.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Old Bruce,Sharrrk!
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,...
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Old Bruce,Sharrrk...
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,You have received generous notice.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,I'll be quick about this. My customers are waiting.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Sandalphon,Wait!
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,Sandy?
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Sandalphon,Huff... Huff... That creature swallowed Azrael and a skydweller—but they should still be alive in its stomach!
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,I see. You mean we need to rescue them before attacking?
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Sandalphon,It was a foolish mistake on my part. Please lead the vacationers to safety.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,...
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Sandalphon,Lucio? What are you daydreaming—
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,Hahaha... I was luxuriating in my sudden good fortune. You called me by name for the first time.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Sandalphon,...!<br>What sort of idiocy is that?
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,Tonight's dinner will have to be red beans and rice. And I have the perfect bottle to accompany it. I've been saving it for a thousand years.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,"Sandy, do you—"
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Old Bruce,Sharrrk!
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio,Drink?
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Sandalphon,You...
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Sandalphon,You complete ignoramus!
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Vyrn,What the heck... Now Lucio's in his belly too...
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Halluel,"Old Bruce swam away after that, huh... He probably didn't go far, but..."
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Sandalphon,"The chamber of commerce has decided to keep those incidents under wraps. It's true that no other visitors were harmed, but still..."
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Shop Staff,"That thing just about blew my mind when I saw it! And I saw it first, you know!"
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lucio Fan,This'll make for a good story if nothing else. I know the chamber of commerce can handle things from here.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Senior Lucio Fan,I guess the shop closed down during the commotion. I wonder if Lucio is coming back tomorrow?
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Lyria,"They don't seem very worried, do they? Even though it's actually dangerous..."
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Shark Hunter,"[Djeeta]. Sorry, but would you come with me? The chamber of commerce is holding an emergency session."
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Oceanographer,Martin and I will speak as experts... And you'll attend as the hero who saved the day. I hear you're actually a renowned skyfarer.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Sandalphon,...
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Sandalphon,"[Djeeta], go attend the meeting. Their decisions will determine our strategy."
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Malluel,Good luck! We'll be patching up the ship. It's all beat up thanks to Old Bruce.
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Sariel,"Ngh... I'll get the gear in order. What are you going to do, Sandalphon?"
English,"scene_evt190627_cp2_q4_s10,7428241",detail,Sandalphon,I...
English,"scene_evt190627_cp2_q4_s10,7428241",detail,,"At the behest of the chamber of commerce, [Djeeta] heads to the emergency meeting."
English,"scene_evt190627_cp2_q4_s10,7428241",detail,,"Sandalphon watches the captain go, guilt for his past actions rising in his breast."
!프롤로그
0,"scene_evt200515_cp0_q1,1",今日はお疲れ様でした。<br>明日の撮影もよろしくお願いします。,오늘은 수고하셨습니다.<br>내일 촬영도 잘 부탁드립니다.
1,"scene_evt200515_cp0_q1,1",…………,…………
2,"scene_evt200515_cp0_q1,1","<span class=""scene-font-katari"">楽屋に入り、ホッと溜め息をつく</span><br><span class=""scene-font-katari"">ボブヘアの女性。</span>","<span class=""scene-font-katari"">분장실에 들어가、휴우 하고 한숨을 짓는</span><br><span class=""scene-font-katari"">보브 헤어의 여성.</span>"
3,"scene_evt200515_cp0_q1,1","<span class=""scene-font-katari"">彼女はアイドル・高垣楓。</span><br><span class=""scene-font-katari"">今日は映画の撮影のため、</span><br><span class=""scene-font-katari"">都内のスタジオを訪れていた。</span>","<span class=""scene-font-katari"">그녀는 아이돌・타카가키 카에데.</span><br><span class=""scene-font-katari"">오늘은 영화촬영을 위해、</span><br><span class=""scene-font-katari"">도내의 스튜디오에 방문했다.</span>"
4,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（今日の撮影は</span><span class=""scene-font-spword"">“ハード”</span><span class=""scene-font-kokoro"">だったわ。</span><br><span class=""scene-font-kokoro"">だから</span><span class=""scene-font-spword"">“ハート”</span><span class=""scene-font-kokoro"">もクタクタ……ふふっ）</span>","<span class=""scene-font-kokoro"">（오늘 촬영은</span><span class=""scene-font-spword"">“하드”</span><span class=""scene-font-kokoro"">했었네.</span><br><span class=""scene-font-kokoro"">그러니까</span><span class=""scene-font-spword"">“하트”</span><span class=""scene-font-kokoro"">도 녹초……후훗）</span>"
5,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（卯月ちゃんたちの撮影も</span><br><span class=""scene-font-kokoro"">もうすぐ終わるって話だったから、</span><br><span class=""scene-font-kokoro"">少し楽屋で待たせてもらおうかしら）</span>","<span class=""scene-font-kokoro"">（우즈키네의 촬영도</span><br><span class=""scene-font-kokoro"">이제 곧 끝난다고 했으니까、</span><br><span class=""scene-font-kokoro"">조금 분장실에서 기다려볼까?）</span>"
6,"scene_evt200515_cp0_q1,1","<span class=""scene-font-katari"">楓は今日の撮影後に共演者である</span><br><span class=""scene-font-katari"">卯月、凛、未央の３人と</span><br><span class=""scene-font-katari"">夕食に行く約束をしていた。</span>","<span class=""scene-font-katari"">카에데는 오늘 촬영 후에 조연인</span><br><span class=""scene-font-katari"">우즈키、린、미오 3명과 함께 </span><br><span class=""scene-font-katari"">저녁 식사를 할 약속을 하고 있었다.</span>"
7,"scene_evt200515_cp0_q1,1","<span class=""scene-font-katari"">撮影スケジュールの都合で楓だけ</span><br><span class=""scene-font-katari"">早く今日の分を撮り終えたため、</span><br><span class=""scene-font-katari"">先に楽屋に戻ってきたのだった。</span>","<span class=""scene-font-katari"">촬영 스케쥴 상、 카에데만</span><br><span class=""scene-font-katari"">먼저 오늘 분의 촬영을 끝냈기 때문에、</span><br><span class=""scene-font-katari"">먼저 분장실로 돌아와 있었다.</span>"
8,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（プロデューサーはまた</span><br><span class=""scene-font-kokoro"">打ち合わせだって言っていたし</span><br><span class=""scene-font-kokoro"">夕食会には間に合うといいけど……）</span>","<span class=""scene-font-kokoro"">（프로듀서는 또</span><br><span class=""scene-font-kokoro"">회의가 있다고 했었지</span><br><span class=""scene-font-kokoro"">저녁 식사 전에 끝나면 좋겠는데……）</span>"
9,"scene_evt200515_cp0_q1,1",あら？,응？
10,"scene_evt200515_cp0_q1,1","<span class=""scene-font-katari"">楓は机の隅に自分宛の小包が</span><br><span class=""scene-font-katari"">置いてあることに気づく。</span>","<span class=""scene-font-katari"">카에데는 책상 구석에 자신에게 온 소포가</span><br><span class=""scene-font-katari"">있다는 것을 깨달았다.</span>"
11,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（差出人は先月CMに</span><br><span class=""scene-font-kokoro"">出させていただいたジュースの</span><br><span class=""scene-font-kokoro"">メーカーさんの……）</span>","<span class=""scene-font-kokoro"">（보낸 사람은 지난 달 CM을</span><br><span class=""scene-font-kokoro"">촬영 했던 쥬스</span><br><span class=""scene-font-kokoro"">메이커의……）</span>"
12,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（そういえば今回の映画の</span><br><span class=""scene-font-kokoro"">スポンサーにも入っていたような。</span><br><span class=""scene-font-kokoro"">それで差し入れをくださったのね）</span>","<span class=""scene-font-kokoro"">（그러고보니 이번 영화 </span><br><span class=""scene-font-kokoro"">스폰서에도 있었던 것 같아.</span><br><span class=""scene-font-kokoro"">그래서 격려 선물을 준 거구나.）</span>"
13,"scene_evt200515_cp0_q1,1","<span class=""scene-font-katari"">楓が包みを開けると、</span><br><span class=""scene-font-katari"">紙箱の中に缶飲料が</span><br><span class=""scene-font-katari"">びっしりと詰まっていた。</span>","<span class=""scene-font-katari"">카에데가 소포를 열어보니、</span><br><span class=""scene-font-katari"">종이 상자 안에 캔음료가</span><br><span class=""scene-font-katari"">빽빽하게 차 있었다.</span>"
14,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（缶のパッケージが前と違うけど、</span><br><span class=""scene-font-kokoro"">リニューアルしたのかしら？</span><br><span class=""scene-font-kokoro"">ふふっ、家のカーテンと同じ色……♪）</span>","<span class=""scene-font-kokoro"">（캔 패키지가 예전과 다른데、</span><br><span class=""scene-font-kokoro"">리뉴얼 한 걸까?</span><br><span class=""scene-font-kokoro"">후훗、집의 커튼이랑 같은 색……♪）</span>"
15,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（これ、とっても美味しかったから</span><br><span class=""scene-font-kokoro"">卯月ちゃんたちやプロデューサーにも</span><br><span class=""scene-font-kokoro"">お裾分けしようかしら）</span>","<span class=""scene-font-kokoro"">（이거、정말로 맛있었었지</span><br><span class=""scene-font-kokoro"">우즈키나 프로듀서에게도</span><br><span class=""scene-font-kokoro"">나눠줄까?）</span>"
16,"scene_evt200515_cp0_q1,1","<span class=""scene-font-katari"">楓は均等に渡せる数を計算するため</span><br><span class=""scene-font-katari"">缶の個数を確認する。</span>","<span class=""scene-font-katari"">카에데는 균등하게 나눠줄 수를 세기 위해</span><br><span class=""scene-font-katari"">캔의 개수를 확인한다.</span>"
17,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（ひとり２本はありそう。</span><br><span class=""scene-font-kokoro"">それなら私の分の１本はお先に……）</span>","<span class=""scene-font-kokoro"">（한명당 2개는 줄 수 있겠네.</span><br><span class=""scene-font-kokoro"">그러면 내 몫인 하나를 먼저……）</span>"
18,"scene_evt200515_cp0_q1,1",ごくごく……,꿀꺽꿀꺽……
19,"scene_evt200515_cp0_q1,1",はぁっ！<br>前飲んだのとは違うフレーバーだわ！<br>とっても美味しい……,하아！<br>전에 마셨던 것과는 다른 향이었네！<br>정말로 맛있어……
20,"scene_evt200515_cp0_q1,1","<span class=""scene-font-katari"">撮影直後で喉が渇いていたこともあり、</span><br><span class=""scene-font-katari"">楓はあっという間に</span><br><span class=""scene-font-katari"">缶の中身を飲み干す。</span>","<span class=""scene-font-katari"">촬영 직후에 목이 말랐던 것도 있어、</span><br><span class=""scene-font-katari"">카에데는 눈 깜짝할 사이에</span><br><span class=""scene-font-katari"">캔의 내용물을 다 마셔버렸다.</span>"
21,"scene_evt200515_cp0_q1,1",ふふっ、これは<br>なんていう味のジュースかしら？<br>まるでカクテルみたいに色々な味が……,후훗、이건<br>무슨 맛의 쥬스일까?<br>마치 칵테일 같은 다양한 맛이……
22,"scene_evt200515_cp0_q1,1",って、よく見たら本当にお酒……？,응?、잘 보니 정말로 술……？
23,"scene_evt200515_cp0_q1,1","<span class=""scene-font-katari"">ジュースのパッケージを</span><br><span class=""scene-font-katari"">改めてよく見ると、</span><br><span class=""scene-font-katari"">そこには「お酒」の文字があった。</span>","<span class=""scene-font-katari"">쥬스의 패키지를</span><br><span class=""scene-font-katari"">다시 자세히 살펴보니、</span><br><span class=""scene-font-katari"">거기엔 「술」이라는 글자가 적혀져있었다.</span>"
24,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（前に出させていただいたのは</span><br><span class=""scene-font-kokoro"">ジュースのCMだったのに、</span><br><span class=""scene-font-kokoro"">どうしてお酒が届いたのかしら？）</span>","<span class=""scene-font-kokoro"">（전에 촬영했던 것은</span><br><span class=""scene-font-kokoro"">쥬스의 CM이었는데、</span><br><span class=""scene-font-kokoro"">어째서 술을 받은걸까？）</span>"
25,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（ひょっとして、スポンサーさんが</span><br><span class=""scene-font-kokoro"">私がお酒好きなのを知って、</span><br><span class=""scene-font-kokoro"">わざわざカクテルを贈ってくれたの？）</span>","<span class=""scene-font-kokoro"">（혹시、스폰서씨가</span><br><span class=""scene-font-kokoro"">내가 애주가라는 것을 알고、</span><br><span class=""scene-font-kokoro"">일부러 칵테일을 보내준거야？）</span>"
26,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（嬉しい……</span><br><span class=""scene-font-kokoro"">あとでスポンサーさんに</span><br><span class=""scene-font-kokoro"">お礼を言わなくちゃ）</span>","<span class=""scene-font-kokoro"">（기뻐……</span><br><span class=""scene-font-kokoro"">나중에 스폰서씨에게</span><br><span class=""scene-font-kokoro"">꼭 고맙다고 해야지）</span>"
27,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（卯月ちゃんたちにはお預けだけど、</span><br><span class=""scene-font-kokoro"">その分プロデューサーには</span><br><span class=""scene-font-kokoro"">沢山お裾分けしてあげましょうね♪）</span>","<span class=""scene-font-kokoro"">（우즈키네한테는 못주겠지만、</span><br><span class=""scene-font-kokoro"">그만큼 프로듀서에게는</span><br><span class=""scene-font-kokoro"">잔뜩 나눠줘야겠네♪）</span>"
28,"scene_evt200515_cp0_q1,1","<span class=""scene-font-katari"">楓は空にした缶を</span><br><span class=""scene-font-katari"">机に貼りつけられたゴミ袋に捨てる。</span>","<span class=""scene-font-katari"">카에데는 빈 캔을</span><br><span class=""scene-font-katari"">책상에 붙어있는 쓰레기봉투에 버렸다.</span>"
29,"scene_evt200515_cp0_q1,1",ふわぁ……,후아……
30,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（もう酔いが回ってきたみたい。</span><br><span class=""scene-font-kokoro"">そんなに度数は高くなかったはずだけど</span><br><span class=""scene-font-kokoro"">思っていたより疲れていたんだわ）</span>","<span class=""scene-font-kokoro"">（벌써 취기가 오는 것 같아.</span><br><span class=""scene-font-kokoro"">그렇게 도수는 높지 않았던 것 같은데</span><br><span class=""scene-font-kokoro"">생각보다 지쳤었나보네）</span>"
31,"scene_evt200515_cp0_q1,1","<span class=""scene-font-katari"">眠気を催した楓はパイプ椅子に座ると、</span><br><span class=""scene-font-katari"">机に突っ伏してしまう。</span>","<span class=""scene-font-katari"">잠기운이 온 카에데는 파이프 의자에 앉아서、</span><br><span class=""scene-font-katari"">책상 푹 엎드려 버렸다.</span>"
32,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（なんだかいい気持ち……</span><br><span class=""scene-font-kokoro"">卯月ちゃんたちが戻ってくるまで、</span><br><span class=""scene-font-kokoro"">ほんの少し、だけ……）</span>","<span class=""scene-font-kokoro"">（왠지 좋은 기분……</span><br><span class=""scene-font-kokoro"">우즈키네가 돌아올 때 까지、</span><br><span class=""scene-font-kokoro"">아주 잠깐、만……）</span>"
33,"scene_evt200515_cp0_q1,1",すぅ……すぅ……,스……스……
34,"scene_evt200515_cp0_q1,1",う……ん…………<br>…………鳥の、声？,으……응…………<br>…………새、소리？
35,"scene_evt200515_cp0_q1,1","<span class=""scene-font-kokoro"">（あれ……？</span><br><span class=""scene-font-kokoro"">……どうして私、森にいるの？）</span>","<span class=""scene-font-kokoro"">（어라……？</span><br><span class=""scene-font-kokoro"">……어째서 나、숲에 있는거야？）</span>"
