orig,kr
フェディエル 戦貨,페디엘 전화

ル・オー *,루・오 *
ル・オー 討伐章,루・오 토벌

ウィルナス *,윌나스 *
ウィルナス 討伐章,윌나스 토벌

ワムデュス *,웜듀스 *
ワムデュス 貢献度,웜듀스 공헌도

ガレヲン *,갈레온 *
ガレヲン 貢献度,갈레온 공헌도

イーウィヤ *,이위야 *
イーウィヤ 戦貨,이위야 전화

シンシャ *,신샤 *

ネクタル *,넥타르 *

ウグス *,우구스 *

クシナ *,쿠시나 *

ムゲン *,무겐 *

シエテ *,시에테 *

ルリア 戦貨,루리아 전화
ルリア 討伐章,루리아 토벌
ルリア 貢献度,루리아 공헌도


!OLD BOND EP1
フェディエル！<br>こっちの話も<br>ちょっとは聞けよぉ！
少し寝坊するくらいだったら<br>オイラが手助けしてやれるし<br>たまになら悪くはねぇかな。


話を聞く程度、<br>朝飯前であろ？<br>付き合うぞよ！
此方が空の世界を<br>楽しむことに<br>何ぞ問題でもあるのかや？
ヒトの子が何を厭うのか<br>どうも此方には<br>解らんぞよ……

六竜がヒトの姿になるのを<br>リンドヴルムさんは<br>知ってるんでしょうか……？
六竜は怖い存在なんだと<br>思ってたんですけど、<br>そうでもないんでしょうか？
朝ご飯を食べないと<br>元気が出ないですね……


!OLD BOND EP2

"!강화효과 (아군에게 부여, 범용)"
再生,재생
回復力UP,회복력 UP
回復上限UP,회복상한 UP
吸収,흡수
攻撃力UP,공격력 UP
攻撃UP(累積),공격 UP(누적)
通常攻撃全体化,일반공격 전체화
アビリティダメージUP,어빌리티 데미지 UP
アビリティダメージUP(累積),어빌리티 데미지 UP(누적)
逆境,역경
ストレングス,스트렝스
クリティカル確率UP,크리티컬 확률 UP
追い撃ち,추가타
反骨,반골
奥義ダメージUP,오의 데미지 UP
奥義ダメージUP(累積),오의 데미지 UP(누적)
チェインバーストダメージアップ,체인버스트 데미지 UP
CBダメージアップ(累積),CB 데미지 UP(누적)
ダブルアタック確率UP,더블어택 확률 UP
トリプルアタック確率UP,트리플 어택 확률 UP
ダブルアタック確率UP(累積),더블어택 확률 UP(누적)
トリプルアタック確率UP(累積),트리플 어택 확률 UP(누적)
防御力UP,방어력 UP
防御UP(累積),방어 UP(누적)
被ダメージカット(**%),받는 데미지 컷(**%)
分身,분신
カウンター,카운터
カウンター(回避),카운터(회피)
カウンター(回避・被ダメージ),카운터(회피・받는 데미지)
リフレクト,리플렉트
無敵,무적
かばう,감싸기
奥義ゲージ上昇量UP,오의 게이지 상승량 UP
オーバードライブ抑制,오버드라이브 억제
モード抑制,모드억제
モードゲージ減少量UP,모드게이지 감소량UP
弱体効果成功確率UP,약화효과성공확률UP
弱体無効,약화내성
弱体耐性UP,약화내성UP
バリア,배리어
幻影,환영
自動復活,자동부활
即死回避,즉사회피
火属性攻撃力UP,화속성 공격력 UP
火属性ダメージカット(**%),화속성 데미지 컷(**%)
火属性ダメージ変換,화속성 데미지 변환
水属性攻撃力UP,수속성 공격력 UP
水属性ダメージカット(**％),수속성 데미지 컷(**%)
水属性ダメージ変換,수속성 데미지 변환
土属性攻撃力UP,토속성 공격력 UP
土属性ダメージカット(**％),토속성 데미지 컷(**%)
土属性ダメージ変換,토속성 데미지 변환
風属性攻撃力UP,풍속성 공격력 UP
風属性ダメージカット(**％),풍속성 데미지 컷(**%)
風属性ダメージ変換,풍속성 데미지 변환
光属性攻撃力UP,광속성 공격력 UP
光属性ダメージカット(**％),광속성 데미지 컷(**%)
光属性ダメージ変換,광속성 데미지 변환
闇属性攻撃力UP,암속성 공격력 UP
闇属性ダメージカット(**％),암속성 데미지 컷(**%)
闇属性ダメージ変換,암속성 데미지 변환
闇属性ダメージカット(***%),암속성 데미지 컷(***%)
敵対心UP,적대심UP
業火の刻印,업화의 각인
玉水の刻印,옥수의 각인
荒土の刻印,황토의 각인
狂風の刻印,광풍의 각인
極光の刻印,극광의 각인
幽闇の刻印,유암의 각인
攻撃大幅UP,공격대폭UP
再攻撃,재공격
奥義再発動,오의재발동
奥義バースト,오의 버스트
活性,활성
攻撃UP(*回),공격UP(*회)
回避時効果,회피시효과
完全回避,완전회피
回避率UP(累積),회피율UP(누적)
攻撃性能UP(累積),공격성능UP(누적)
会心効果,회심효과
奥義ダメージUP,오의데미지UP
奥義ダメージUP(*回),오의데미지UP(*회)
奥義ダメージ上限UP,오의데미지 상한UP
奥義ダメージ上限UP(*回),오의데미지 상한UP(*회)
奥義ゲージ＋***%,오의 게이지＋***%
奥義ゲージ－***%,오의 게이지－***%
奥義ゲージ－**%,오의 게이지－**%
奥義ゲージ＋**%,오의 게이지＋**%
奥義ゲージ－*%,오의 게이지－*%
奥義ゲージ＋*%,오의 게이지＋*%
ブロック,블록
ターゲット固定,타겟 고정


"!강화효과(아군에게부여, 한정)"
虎眼,호안
狸退,이퇴
画竜点睛,화룡점정
かくれる,숨기
剣光Lv*,검광 Lv*
禁呪の代償,금주의 제물
胡蝶刃,나비칼날
一点集中,일점 집중
三幕,삼막
エンチャント:イージスブーン,인첸트: 이지스 분
エンチャント:救済の光,인첸트: 구제의 빛
エンチャント:ハイボルテージ,인첸트: 하이볼테이지


ハイボルテージ,하이볼테이지

!적에게부여(범용)
火属性耐性UP,화속성 내성UP
水属性耐性UP,수속성 내성UP
土属性耐性UP,토속성 내성UP
風属性耐性UP,풍속성 내성UP
光属性耐性UP,광속성 내성UP
闇属性耐性UP,암속성 내성UP


!약화 효과
回復力DOWN,회복력 DOWN
攻撃力DOWN,공격력DOWN
攻撃DOWN(累積),공격 DOWN(누적)
ダブルアタック確率DOWN,더블어택 확률 DOWN
トリプルアタック確率DOWN,트리플어택 확률 DOWN
防御力DOWN,방어력DOWN
防御DOWN(累積),방어 DOWN(누적)
弱体耐性DOWN,약화 내성 DOWN
弱体耐性DOWN(累積),약화 내성 DOWN(누적)
毒,독
灼熱,작열
腐敗,부패
オーバーヒート,오버히트
呪い,저주
アンデッド,언데드
暗闇,암흑
魅了,매료
麻痺,마비
睡眠,수면
石化,석화
混乱,혼란
奥義封印,오의 봉인
アビリティ封印,어빌리티 봉인
虚脱,허탈
奥義ゲージ減少,오의 게이지 감소
ハレーション,하레이션
絶命,절명
即死,즉사
カウントダウン,카운트다운
火属性攻撃力DOWN,화속성 공격력 DOWN
火属性耐性DOWN,화속성 내성 DOWN
水属性攻撃力DOWN,물속성 공격력 DOWN
水属性耐性DOWN,물속성 내성 DOWN
土属性攻撃力DOWN,토속성 공격력 DOWN
土属性耐性DOWN,토속성 내성 DOWN
風属性攻撃力DOWN,풍속성 공격력 DOWN
風属性耐性DOWN,풍속성 내성 DOWN
光属性攻撃力DOWN,광속성 공격력 DOWN
光属性耐性DOWN,광속성 내성 DOWN
闇属性攻撃力DOWN,암속성 공격력 DOWN
闇属性耐性DOWN,암속성 내성 DOWN
青の楔,푸른쐐기
大地の楔,대지의 쐐기
敵対心UP,적대심UP
スパイラル・ローズ,스파이럴・로즈
血の代償,피의 제물
窒息,질식
猛毒,맹독
畏怖,외포
ラグナロクフィールド,라그나로크 필드
調律,조율
禁呪の対価,금주의 제물
裁きの炎,심판의 화염
氷結,빙결
アイスライズアウト,아이스라이즈 아웃
強圧,강압
シャドウ,섀도우
帯電,대전
トリック,트릭
後の祭り,사후 약방문
メギド・フレイム,메기도・프레임
苗床,묘상
秘丹弥呪印,비단야주인
ワームホール,웜 홀
デマ,유언비어
服従,복종
幽体離脱,유체이탈
天神印,천신인
金印,금인
イレースマーク,이레이스 마크
グラビティ,그래비티
気絶,기절
恐怖,공포
ブレイク延長・時間,브레이크 연장 시간
ブレイク延長・ダメージ,브레이크 연장 데미지
火の印,불의 인
水の印,물의 인
土の印,흙의 인
風の印,바람의 인
雷の印,천둥의 인
忍の印,닌자의 인
火の印・弐,불의 인・이
水の印・弐,물의 인・이
土の印・弐,흙의 인・이
風の印・弐,바람의 인・이
雷の印・弐,천둥의 인・이
忍の印・弐,닌자의 인・이
崩壊,붕괴

商談,상담
故障,고장


火属性攻撃DOWN,화속성 공격 DOWN
水属性攻撃DOWN,수속성 공격 DOWN
土属性攻撃DOWN,토속성 공격 DOWN
風属性攻撃DOWN,풍속성 공격 DOWN
光属性攻撃DOWN,광속성 공격 DOWN
闇属性攻撃DOWN,암속성 공격 DOWN
火属性防御DOWN,화속성 방어 DOWN
水属性防御DOWN,수속성 방어 DOWN
土属性防御DOWN,토속성 방어 DOWN
風属性防御DOWN,풍속성 방어 DOWN
光属性防御DOWN,광속성 방어 DOWN
闇属性防御DOWN,암속성 방어 DOWN
火属性攻撃DOWN(累積),화속성 공격 DOWN(누적)
水属性攻撃DOWN(累積),수속성 공격 DOWN(누적)
土属性攻撃DOWN(累積),토속성 공격 DOWN(누적)
風属性攻撃DOWN(累積),풍속성 공격 DOWN(누적)
光属性攻撃DOWN(累積),광속성 공격 DOWN(누적)
闇属性攻撃DOWN(累積),암속성 공격 DOWN(누적)
火属性防御DOWN(累積),화속성 방어 DOWN(누적)
水属性防御DOWN(累積),수속성 방어 DOWN(누적)
土属性防御DOWN(累積),토속성방어DOWN(누적)
風属性防御DOWN(累積),풍속성방어DOWN(누적)
光属性防御DOWN(累積),광속성방어DOWN(누적)
闇属性防御DOWN(累積),암속성방어DOWN(누적)
火属性攻撃力UP(累積),화속성공격력UP(누적)
水属性攻撃力UP(累積),수속성공격력UP(누적)
土属性攻撃力UP(累積),토속성공격력UP(누적)
風属性攻撃力UP(累積),풍속성공격력UP(누적)
光属性攻撃力UP(累積),광속성공격력UP(누적)
闇属性攻撃力UP(累積),암속성공격력UP(누적)
火属性攻撃UP(累積),화속성 공격 UP(누적)
水属性攻撃UP(累積),수속성공격UP(누적)
土属性攻撃UP(累積),토속성공격UP(누적)
風属性攻撃UP(累積),풍속성공격UP(누적)
光属性攻撃UP(累積),광속성 공격 UP(누적)
闇属性攻撃UP(累積),암속성 공격 UP(누적)
命中率DOWN,명중률 DOWN
最大HP DOWN,최대 HP DOWN
最大HP DOWN(累積),최대 HP DOWN(누적)


!어빌리티 효과
火属性の被ダメージに対する防御力が減少した状態(累積),화속성의 받는 데미지에 대한 방어력이 감소한 상태(누적)
風属性の被ダメージを**%カットする状態,풍속성의 받는 데미지를 **% 컷 하는 상태
被ダメージを**%カットする状態,받는 데미지를 **% 컷 하는 상태
*回攻撃の発生確率が上昇した状態,*회 공격의 발생확률이 상승한 상태
敵の攻撃を味方の代わりに受ける状態(全体攻撃は不可),적의 공격을 아군 대신에 받는 상태(전체공격은 불가)
通常攻撃を無効化して相手に攻撃する状態,일반공격을 무효화하고 상대에게 공격하는 상태
刹那の閃きにより攻撃力が上昇した状態,찰나의 번뜸임에 의해 공격력이 상승한 상태
火属性ダメージを軽減する状態,화속성 데미지를 경감하는 상태
水属性ダメージを軽減する状態,수속성 데미지를 경감하는 상태
土属性ダメージを軽減する状態,토속성 데미지를 경감하는 상태
風属性ダメージを軽減する状態,풍속성 데미지를 경감하는 상태
光属性ダメージを軽減する状態,광속성 데미지를 경감하는 상태
闇属性ダメージを軽減する状態,암속성 데미지를 경감하는 상태
被ダメージの一部を吸収してHPを回復する状態,받는 데미지의 일부를 흡수하여 HP를 회복하는 상태
通常攻撃、カウンターで与えるダメージが上昇した状態,일반공격・카운터로 입히는 데미지가 상승한 상태
通常攻撃時に闇属性の追加ダメージが発生する状態,일반공격시 암속성 추가 데미지가 발생하는 상태
通常攻撃を無効化または、ダメージを受けた際に相手に攻撃する状態,"일반공격을 무효화하거나, 데미지를 받았을 때<br>상대에게 공격하는 상태"
CTが溜まらなくなる状態,CT가 모이지 않게된 상태
通常攻撃/特殊技/特殊行動が確率でミスになる状態,일반공격・특수기・특수행동이 확률로<br>미스가 되는 상태
効果中の被ダメージと弱体効果を無効化する状態(消去不可),효과중 받는 데미지와 약화 효과를 무효화하는 상태(소거불가)
ターン進行時に攻撃行動を*回行う状態(消去不可),턴 진행시 공격행동을 *회 하는 상태 (소거불가)
毎ターンHPが減少する状態(消去不可),매 턴 HP가 감소하는 상태 (소거불가)
攻撃力が減少した状態(消去不可),공격력이 감소한 상태 (소거불가)
防御力が減少した状態(消去不可),방어력이 감소한 상태 (소거불가)
攻撃力とダメージ上限が上昇し、被ダメージを軽減する状態(消去不可),"공격력과 데미지 상한이 상승하고, 받는 데미지를 경감하는 상태 (소거불가)"
アルベス・フェルマーレ状態の敵への攻撃力が上昇した状態,알베스・페르마레 상태의 적에 대한 공격력이 상승한 상태
エーテリアルシールが付与された状態,에테리얼 씰이 부여된 상태
効果中の被ダメージと弱体効果を一定確率で無効化する状態,효과중 받는 데미지와 약화 효과를 일정확률로 무효화하는 상태
効果中の被ダメージと弱体効果を一定確率で無効化する状態(消去不可),효과중 받는 데미지와 약화 효과를 일정확률로 무효화하는 상태 (소거불가)
回避に成功すると奥義ゲージが上昇する状態,회피에 성공하면 오의 게이지가 상승하는 상태
味方全体の防御力、連続攻撃確率、奥義性能が上昇した状態(消去不可),"아군 전체의 방어력, 연속공격 확률, 오의 성능이 상승된 상태 (소거불가)"
闇属性攻撃力が減少した状態,암속성 공격력이 감소한 상태
攻撃力/ダメージ上限/連続攻撃確率が上昇した状態(消去不可),공격력 / 데미지 상한 / 연속공격 확률이 상승한 상태 (소거불가)
攻撃のターゲットになりやすい状態,공격 대상이 되기 쉬운 상태
毎ターン奥義ゲージが上昇する状態,매 턴 오의 게이지가 상승하는 상태
攻撃力が上昇した状態,공격력이 상승한 상태
自分のHPが多いほど攻撃力が大きく上昇する状態,자신의 HP가 많을수록 공격력이 크게 상승<br>하는 상태
効果中に回数分、被ダメージと弱体効果を無効化する状態,"효과중에 횟수만큼, 받는 데미지와 약화 효과를 무효화하는 상태"
攻撃力が上昇した状態(*回),공격력이 상승한 상태 (*회)
効果時間中、自分の攻撃力が上昇した状態(累積),"효과시간 중, 자신의 공격력이 상승한 상태(누적)"
毎ターンHPが回復する状態。HPが回復しないときは奥義ゲージが上昇する。,매 턴 HP가 회복하는 상태. HP가 회복되지<br>않으면 오의 게이지가 오른다

!성의의 날개(루시오 스킬)
Lvに応じて連続攻撃確率が上昇した状態(消去不可),Lv에 따라 연속공격 확률이 상승한 상태<br>(소거불가)
闇属性の被ダメージを***%カットする状態,암속성 데미지를 ***% 컷 하는 상태



!미분류
トレハン,트레헌
魔神モラクス,마신 모락스
スピットファイア,스핏파이어
氷刃,빙인
サクリファイス,새크리파이스
歪曲結界,왜곡결계
双極,쌍극
魔力の暴走,마력의 폭주
変調,변조
奥義即発動,오의즉시발동
弱体効果回復,약화 효과 회복
アビリティ使用可能ターン短縮,어빌리티 사용가능 턴 단축
アビリティ使用間隔短縮,어빌리티 사용간격 단축
アビリティ即発動,어빌리티 즉시 발동
召喚石使用間隔短縮,소환석 사용간격 단축
スロウ,슬로우
強化効果消去,강화 효과 제거
白夜,백야
ラスト,라스트
スケッチ中,스케치중
高揚,고양
防御DOWN(累積),방어DOWN(누적)
低体温症,저체온증
ショート,쇼트
ダメージ上限UP,데미지 상한UP
死の祝福,죽음의 축복
騎解印,기해인
天眼陣,천안진
寸歩不離,촌보불리
次ターンアビリティ封印,다음 턴 어빌리티 봉인
ダブルインパルス,더블 임펄스
剣気,검기
魔力増幅,마력증폭
スペルマーク,스펠마크
誘惑,유혹
相克,상극
誓約,서약
履行,이행
喪失の兆し,상실의 조짐
不浄,부정
不死身,불사신
敵対心UP(累積),적대심UP(누적)
ナッシュビル,내슈빌
ハーフステップダウン,하프 스텝 다운
赤の魔眼,붉은 마안
青の魔眼,파랑의 마안
勇気,용기
ホーリースパイク,홀리 스파이크
EXゲージ,EX게이지
目つぶし,눈감기기
弱点属性追加ダメージ,약점속성 추가데미지
火属性追撃,화속성추격
水属性追撃,수속성추격
土属性追撃,토속성추격
風属性追撃,풍속성추격
光属性追撃,광속성추격
闇属性追撃,암속성추격
弱点属性追撃,약점속성추격
追撃,추격

ためる,모으기
火属性追加ダメージ,화속성 추가 데미지
連続攻撃確率UP,연속 공격 확률 UP
あしらってあげますよ！,대접해 줄게요!
Vトリガー,V 트리거
怒り,화남
悪酔い,숙취
おせんべえ,센베
敵対心DOWN,적대심DOWN
ヒットマーク,히트마크
追い打ち（ヒットマーク）,추가타(히트마크)
落夢,낙몽
不死の王の招き,불사왕의 인도
衰弱,쇠약
女神の試練,여신의 시련
回避率UP,회피율UP
被回復上限UP,피회복 상한 UP
仮面の呪い,가면의 저주
目隠し,눈가리기
クロスフェード,크로스페이드
リミックスノーツ,리믹스 노츠
チル・アウト,칠・아웃
トライン,트라인
心酔,심취
怨念,원한
あとには退けんぞ,물러나지 않는다
予告,예고
リドル,리들
アビリティ発動準備,어빌리티 발동준비
煙幕,연막
憤怒,분노
激昂,격앙
雪,눈
月,달
花,꽃
焼きそば,야키소바
☆★☆禁断の3アビ☆★☆,☆★☆금단의 3어빌☆★☆
パフォーマンス,퍼포먼스
テンションUP,텐션UP
集中,집중
モデラート,모데라토
体温上昇,체온 상승
お買いもの準備中,쇼핑 준비중
翡翠紋,비취문
VIP状態,VIP 상태
契られし縁,맺어진 인연
断たれた縁,끊어진 인연
エーテリアルシール,에테리얼 씰

!체인버스트


プロミネンスフレア,프로미넌스 플레어


紅蓮のコラプション,홍련의 커럽션
雷電のエラディケート,뇌전의 일렉디케이트
アークデトネーション,아크 데토네이션






!주인공 전용버프/디버프

武芸,무예
走狐の嚆矢,주호의 효시
致命の緑霧,치명의 녹무
気高き使命,고상한사명


!캐릭터별 특수
狐火,여우불

魔封杖,마봉장
天来,천래
暁,효



リミット・オーバー,리미트・오버
カウンターブレード,카운터 블레이드

神罰の槍,신벌의창
聖旗,성기

ネモ,네모
ネモモ,네모모
ネモモモモ,네모모모모
ガイアが囁いている……,가이가아 속삭이고 있어……
ネモモモモモモモモ,네모모모모모모모
ネモモモモモモモモモモモモモモモモ,네모모모모모모모모모모모모모모

凍鶴の構え,동학의 자세

みかん,귤

審判の鐘Lv*,심판의종Lv*
コーヒーブレイク,커피브레이크

高霞,고고
八双,팔쌍

再構築,재구축
元素不和,원소불화
審判の檻,심판의우리
福音,복음

援護射撃,원호사격

不可侵海域,불가침해역
刃鏡,인경
刃鏡結界,인경결계
絶対魔滅,절대마멸

不見猿,불견원
不言猿,불언원
不聞猿,불문원



竹篦,죽비


デュオ,듀오


羊輪,양륜

追い撃ち(アルベス・フェルマーレ),추가타(아르베스・페르말레)
アルベス・フェルマーレ,아르베스・페르말레

颶風,구풍
暴威の嵐,폭위의 폭풍



春風,춘풍

月狂の涙,월광의 눈물
月影の幻惑,달빛의 현혹

闇変転,암속성 변환

胡蝶相剋,호접상극









!적이 사용하는 특수기
ドリグナ,도리그나

模倣失敗,모방실패
強化効果延長,강화효과연장













! SR 소환석
!티아마트
風の守護者は万世の安寧を静かに想う。願わくは、空をも落とす嵐の覚醒が二度と訪れぬことを。
エリアルクラスター,에리얼 클러스터
敵全体に風属性ダメージ(大)/攻撃DOWN(小),적 전체에게 풍속성 데미지(대) / 공격 DOWN(소)
ティアマトの加護,티아마트의 가호
風属性キャラのHPと攻撃力が**%UP


!콜로서스
鋼に映るは古の怨嗟。鈍重なる巨躯を動かす炎熱は憤怒かはたまた憧憬か。その真実は誰にもわからない。
敵全体に火属性ダメージ(大)/防御DOWN(小)
コロッサスの加護
火属性キャラのHPと攻撃力が**%UP


!프로토 바하무트
切なる願いに応じて、竜はその身を枷から解き放つ。壮烈な咆哮は空を揺るがし、聞く者に畏怖の念を抱かせる。


グリフォン,그리폰
有翼の鉤爪は己の矜持を何よりも尊重する。その傲慢さを知りさえすれば、この魔物を恐れる必要はない。
グリフォン召喚,그리폰 소환
敵全体に風属性ダメージ(大)/暗闇効果,적 전체에게 풍속성 데미지(대) / 암흑 효과
グリフォンの加護,그리폰의 가호


ゴーレム
秘宝を守護する堅牢なる番兵。人の手によって作られた存在だが、魔を宿したその身は時として人に牙を剥く。
ゴーレム召喚
ゴーレムの加護
土属性キャラが稀に即死回避(最大HP**%以上)


ヒドラ,히드라
５つの頭部はそれぞれの意思を持つ。吐き出される超高温の炎は鋼鉄の武具すら溶かしてしまう。
ヒドラ召喚
ヒドラの加護


ワイバーン
鳥の様な足、蛇の様な尾を持つ翼竜。高速で空を駆り、魔物だろうと騎空艇だろうと見境なく襲い掛かる。
ワイバーン召喚

ワイバーンの加護


マイコニド,마이코니드
２足で歩行し、移動先で株を増やして繁殖する魔物。身を守るために撒き散らす胞子は有毒なので注意が必要。
マイコニド召喚
マイコニドの加護



ヘルハウンド,헬하운드
不気味な姿を持つ不吉の象徴。虚ろな視線で哀れな獲物を縛り、己が咢で四肢の自由を砕いていく。
ヘルハウンド召喚
ヘルハウンドの加護


グレイブディガー,그레이브디거
その巨体からは想像できない素早さで地面を掘り進む。生息地は意外に広く、地中から突如現れては獲物を狩る。
グレイブディガー召喚
グレイブディガーの加護


リヴァイアサン,리바이어선
水満ちる島の化身は、優しき意志を取り戻した。その竜は、ただ、祈る。青き水面が永遠に穏やかたるように。
グランドフォール,그랜드 폴
敵全体に水属性ダメージ(大)/味方全体の攻撃UP(小)
リヴァイアサンの加護
水属性キャラのHPと攻撃力が**%UP


バジリスク,바실리스크
冠状のトサカを持ち、視線で獲物を竦ませる巨大な蛇。その毒牙にかかった者は、たちまち死に至るという。
バジリスク召喚
敵全体に闇属性ダメージ(大)/毒効果
バジリスクの加護


!


カーバンクル・ペリドット,카벙클・페리도트
貴石の獣はその身に様々な色をまとう。碧の輝きは一陣の風に乗ってどこへでも現れる。
ブリーズブライト
味方全体の風属性攻撃UP/風属性ダメージカット(**%)
カーバンクル・ペリドットの加護,카벙클・페리도트의 가호
弱体耐性が**%UP,약화 내성 **% UP


アークエンジェル,아크엔젤
天より遣わされし祝福を纏う者。その眩い光は永遠の力となり、数多の召喚石へと受け継がれ、新たな召喚石に宿される。
天司の恩寵


たゆたう焔魂,흔들거리는 혼불
この世に未練を残した魂魄が星晶片と結びついて火の玉となった。夜道を彷徨っては、道行く旅人に悪さをする。
たゆたう焔魂召喚,흔들거리는 혼불 소환
たゆたう焔魂の加護,흔들거리는 혼불의 가호


氷竜ウィリヌス,빙룡 위리누스
年中氷点下の極寒の大地に生息するドラゴン。絶対零度の凍てつくブレスは、触れたものを瞬間、凍らせる。
氷竜ウィリヌス召喚
氷竜ウィリヌスの加護


風霊エルメンヒルデ,바람의 정령 엘멘힐데
大地に吹き渡る風を司る精霊。暴風や竜巻などの風害は、彼女の機嫌を損ねたことが原因だという。
風霊エルメンヒルデ召喚
風霊エルメンヒルデの加護


カーバンクル・アクアマリン,카벙클・아쿠아마린
貴石の獣はその身に様々な色をまとう。藍玉の輝きは召喚者に清き水の加護を与えたもう。
アクアブライト
味方全体の水属性攻撃UP/水属性ダメージカット(**%)
カーバンクル・アクアマリンの加護


!유그드라실
草木を育み、愛する守護者は、騎空士達に力を託す。声なき者の悲しみを、いつか拭い去るために。
敵全体に土属性ダメージ(大)/味方全体の防御UP(小)
ユグドラシルの加護,유그드라실의 가호
土属性キャラのHPと攻撃力が**%UP


!화룡 블레자레크
地中深き溶岩の中に生息するドラゴン。魔物の中でも極めて気性が荒く、灼熱の息吹は瞬く間に辺りを焦土に変える。
火竜ヴレッザレク召喚
火竜ヴレッザレクの加護


ストーンゴーレム
大地の力によって忠実なる番兵は一層の堅牢さを手に入れた。鋼よりもなお固いその身体は並の刃では傷一つつけられない。
ストーンゴーレム召喚
ストーンゴーレムの加護


カーバンクル・ジルコン,카벙클・지르콘
貴石の獣はその身に様々な色をまとう。褐色の輝きは永遠の祝福を約束し、永久に寄り添うことを誓う。
ジルコニアブライト
味方全体の土属性攻撃UP/土属性ダメージカット(**%)
カーバンクル・ジルコンの加護


ルインガーゴイル,루인 가고일
廃墟に棲みつき、石像に擬態する。近づくものを油断させ、隙をついて猛然と襲いかかる。
ルインガーゴイル召喚
ルインガーゴイルの加護


ピクシー
宵闇に弾む小さな精霊。薄明かりの中で仲間と共に空を踊り、見る者全てを魅了する。
ピクシー召喚
ピクシーの加護














































! R 소환석
ウルフリーダー,울프 리더
ランドウルフ達の群れを統括する存在。それぞれの群れで最も力を持つものが、この名を背負うことになる。,랜드 울프들의 무리의 리더. 각 무리에서 가장 힘이 센 개체가 대장의 자리를 차지한다
ウルフリーダー召喚,울프 리더 소환
ウルフリーダーの加護,울프 리더의 가호


エムダラビット,엔더 래빗
空を跳ねる魔物。鋭い牙と爪は非常に強力だが、騎空士の中には餌付けに成功した者もいるという。,날카로운 이빨과 발톱은 매우 강력하지만 기공사 중에는 길들이는데 성공한 사람도 있다고 한다
エムダラビット召喚,엔더 래빗 소환
エムダラビットの加護,엔더 래빗의 가호


ホーンバード,혼 버드
頭部の角が特徴的な鳥型の魔物。獲物を見つけると急降下して襲いかかり、角を振りかざして追い詰める。,머리의 뿔이 특징인 새 모습의 마물. 사냥감을 찾으면 급강하하여 뿔을 쳐들고 몰아붙인다
ホーンバード召喚,혼 버드 소환
ホーンバードの加護,혼 버드의 가호


風のエレメンタル,바람의 엘리멘탈
風と共に現れ、風と共に去る。その生態には謎が多く、空の旅路を惑わす者として忌み嫌う騎空士も少なくない。,바람과 함께 나타났다가 바람과 함께 사라진다. 그 생태는 수수께끼가 싸여있지만 하늘의 여로를 어지럽히는 자로서 꺼리는 기공사가 적지 않다
風のエレメンタル召喚,바람의 엘리멘탈 소환
風のエレメンタルの加護,바람의 엘리멘탈의 가호


スケルトン,스켈레톤
志半ばで果てた騎空士の怨念とも、魔術を使う魔物が姿を変えているとも言われるが詳しいことは分かっていない。,뜻을 이루지 못한 기공사의 원한이라던가 마술을 쓰는 마물이 변한 모습이라는둥 소문은 무성하지만 자세한 것은 알 수 없다
スケルトン召喚,스켈레톤 소환
スケルトンの加護,스켈레톤의 가호


雨切蜻蛉,비를 베는 잠자리
尾から繰り出される一突きは強力。美しい翅は装飾品の素材として人気が高いが、繊細ゆえ加工には技術を要する。,"꼬리를 이용한 찌르기는 강력하다. 아름다운 날개는 장식품의 소재로 인기가 높지만, 섬세하기 때문에 가공에는 기술이 필요하다"
雨切蜻蛉召喚,비를 베는 잠자리 소환
雨切蜻蛉の加護,비를 베는 잠자리의 가호


ランページシェル,램페이지 셸
淡く輝く甲殻と、頑丈な鋏が特徴。発達した鋏の一撃は、鍛えた武具すら割り砕くこともあるほど力強い。,희미하게 빛나는 갑각과 튼튼한 집게가 특징. 발달한 집게의 일격은 단련된 무구조차 부술 정도로 강력하다
ランページシェル召喚,램페이지 셸 소환
ランページシェルの加護,램폐이지 셸의 가호


ミノタウロス,미노타우로스
獣のような頭部と人のような体を持つ魔物。かつての人が古の神の怒りに触れ、姿を変えられたという伝承がある。,짐승의 머리와 사람의 몸을 가진 마물. 과거에 사람이 신의 노여움을 받아 모습이 변했다는 전설이 있다
ミノタウロス召喚,미노타우로스 소환
ミノタウロスの加護,미노타우로스의 가호


マンドラゴラ,만드라고라
森林に棲む植物の精。愛らしい姿を持つ一方、その声を聞いたものはたちまち自我を失い死に至るという。,삼림에 사는 식물의 정령. 사랑스러운 모습과 달리 목소리를 들은 사람은 자아를 잃고 죽음에 이른다고 한다
マンドラゴラ召喚,만드라고라 소환
マンドラゴラの加護,만드라고라의 가호


スリーピィ,슬리피
